10000 50000
9032 7479 71
2066 2217 50
197 4069 79
504 2096 18
6114 5947 31
5280 8733 60
3852 209 100
5617 9945 73
4659 2719 79
8203 9932 20
2536 3327 17
105 4203 55
9799 7349 44
8904 5201 36
1966 3520 55
2782 784 45
5716 5120 9
363 3198 97
3210 3936 38
8058 6251 79
9077 5875 68
8905 6559 93
8265 9088 22
1924 3214 90
7846 9855 28
6309 7645 87
6647 5411 33
2023 3964 3
6910 8503 15
4030 1531 29
2737 2387 38
7608 7151 96
4759 287 40
478 1019 2
595 652 42
2395 1073 48
6127 5247 69
7171 9121 54
7554 8055 62
3477 4678 87
562 4764 42
6649 5086 20
9722 8392 50
6682 9896 53
4597 1103 43
3989 3949 38
2248 1008 86
5784 8649 31
8643 9123 25
7035 5736 95
4992 4450 56
7513 7811 72
2578 1258 20
1440 4771 77
6111 8633 83
8628 8506 83
4839 4175 73
8943 5974 16
6842 7959 72
1916 2543 35
4204 1788 28
4511 4614 21
1940 750 51
3270 3526 36
2680 1893 15
3802 3877 71
5354 7746 58
8006 6993 24
5726 5090 60
1510 1268 56
8761 7812 4
1985 297 54
1451 2239 13
3352 1255 12
181 3815 71
1876 571 39
9651 9319 3
2155 1143 67
3739 110 30
8698 6952 1
3212 460 13
6716 7705 2
6647 6563 6
2833 626 86
6593 5400 37
1375 1861 42
4006 4409 71
9973 9877 16
6687 7182 75
8418 7526 95
3229 2977 3
9378 8890 7
6115 5744 39
112 3080 57
9303 7400 21
8853 7308 40
7008 6401 53
9983 6340 85
3177 1518 99
2994 2199 35
828 1355 39
4530 1461 63
4264 4695 23
9878 5683 17
1787 3449 45
1407 4910 73
4152 3445 84
4566 3645 26
3546 1718 43
3033 352 37
2870 4067 62
9653 9349 59
8989 9491 58
4173 495 30
1999 3362 16
5777 9351 92
2680 4292 19
8719 9013 3
5118 8279 85
8182 8446 94
3832 4243 93
6717 9061 6
8192 5674 83
24 1219 36
7994 6386 33
2219 1568 53
1922 687 72
8460 5553 9
737 1572 60
8732 9474 47
4825 2145 64
2902 2459 48
7716 8931 99
1311 1845 95
9952 8264 55
1428 2932 89
3357 1434 9
9806 7748 2
8796 5369 62
9376 7341 6
2889 3987 48
6463 5648 100
506 630 7
5937 5161 6
54 4689 40
4070 1381 94
5023 8224 72
1058 3723 30
9031 6855 29
7216 8101 21
214 3140 86
5431 8853 36
4362 3974 23
2017 2394 25
9132 8538 59
4223 3858 6
8545 7858 60
8125 9239 26
5774 6110 23
8828 7764 30
6291 9493 4
9138 5999 41
121 18 85
3347 3926 48
6387 5497 3
555 4676 83
6872 7688 87
7569 8090 41
9159 9641 22
7678 9184 7
6272 9348 49
507 4131 25
4321 1159 66
5790 5990 67
3135 1383 8
4589 107 65
8488 6958 62
5744 9121 3
1855 2781 75
7467 9701 97
4239 1552 55
9529 5122 79
614 3183 77
7274 6883 58
1556 3913 50
7109 8781 49
8305 8360 44
9982 8928 56
3185 3105 4
3113 1324 75
5963 5627 34
4100 2854 68
9421 8197 72
256 898 16
9145 6825 51
5328 9816 70
5811 9085 44
7073 7113 3
6073 6471 72
7032 5416 38
4065 4894 52
5950 6555 45
4805 317 88
7455 5936 38
9762 6521 35
9117 9891 67
9876 5656 93
5417 5564 33
1378 2065 52
7035 9699 100
2800 2592 60
9004 5614 41
4840 2064 22
2555 3110 86
5199 5513 51
8764 6832 73
9134 6721 78
8234 5471 49
9830 5149 25
5022 6540 23
1178 4543 36
1164 2568 85
1024 3334 86
6957 5286 94
7568 6387 93
2775 4044 16
7891 9872 13
2174 2368 47
3228 2401 57
5199 5068 24
3314 1772 89
703 1756 31
3716 362 77
8887 7204 52
4339 4877 28
8843 6212 87
9770 6346 94
1661 4390 71
1785 654 36
9830 8356 14
8773 5499 91
3654 2876 46
8521 7817 12
1950 1005 49
1913 255 62
5309 9217 1
9305 5281 75
4239 2779 21
969 1680 22
3095 4144 50
8587 5504 27
6550 7703 26
2107 675 37
7857 8371 52
2230 4784 38
3390 2165 93
3347 3296 46
5550 8916 80
268 988 4
8501 8582 90
3045 250 47
3573 294 38
3908 3319 70
2222 4454 1
2471 2580 16
9809 8684 47
968 1148 32
4495 558 92
9332 7449 45
6598 6607 88
6695 9971 66
6556 7842 55
5281 8547 66
9369 9275 64
1643 4833 30
5993 9131 29
9034 9547 74
5055 7210 37
2675 4192 79
739 4605 65
8629 8190 99
2397 3407 67
2225 3289 78
3742 4649 13
5309 8117 58
1077 4987 31
9780 7656 87
1128 3434 76
9671 8819 32
9030 5226 24
7951 6264 100
4451 2715 32
5199 5346 85
8972 9638 56
2430 3137 100
1942 3847 36
419 773 26
9923 9898 63
6119 8496 8
6972 9751 46
678 2327 64
7415 6647 53
1629 1959 93
3178 174 92
1669 1265 86
1725 3289 79
7814 9608 31
4412 399 14
5636 6135 34
322 1322 33
3765 229 39
8191 6021 69
5681 5498 16
8267 5348 57
9112 9897 20
8464 6849 90
2287 4566 83
8099 5675 74
2514 671 41
9410 7078 99
9179 6077 74
3679 4528 85
7377 5361 36
5067 6479 20
401 3849 84
5675 5781 38
1617 2162 35
8462 6294 26
2271 4821 30
7693 8599 31
973 3212 58
5529 6294 48
7720 6307 76
6872 6982 14
7644 9457 61
8208 5385 90
5521 9094 51
5874 5166 46
1897 2965 81
4392 3922 36
1847 4113 19
1086 3744 14
8640 6977 88
4724 3419 2
2941 4725 5
9033 9920 43
4527 1272 32
3153 3639 70
1553 4470 2
7112 5481 62
1810 3725 22
9173 5800 80
8007 8437 97
9751 8651 58
412 1785 16
7763 7481 95
4036 2518 11
5651 6083 97
8964 8617 70
3407 1548 14
316 2283 66
8080 7530 31
4837 3766 95
359 1916 43
763 4038 8
7186 9947 81
1835 2354 65
3159 3939 20
5134 7586 60
7999 9856 6
4572 2608 44
2612 955 70
498 337 13
1250 4421 8
5684 7939 73
9961 6072 64
3186 2774 23
4001 4195 14
8079 7229 84
4788 236 3
1044 4700 60
655 4149 6
7233 6392 93
8768 9393 96
629 188 32
6129 9909 36
7832 6256 33
9811 9425 40
3167 2090 99
627 4135 73
88 4630 97
1201 2672 57
8721 6367 14
4203 3276 24
5789 5134 13
8718 6008 59
8102 9343 57
9805 5646 43
2587 4609 74
1375 2467 63
5171 6316 77
6444 5866 66
696 3794 7
1912 2395 24
2373 3208 75
5311 8544 49
440 3156 75
8983 8220 82
3288 710 74
9576 5804 14
4487 3480 56
8174 6711 21
3904 4816 35
1325 2800 23
7737 9011 12
3740 1008 73
3210 1801 32
7386 8182 95
6740 6029 83
1356 552 16
9491 9300 7
8220 7793 29
4916 2850 29
9787 7059 50
5135 7546 55
6175 6052 86
6877 7173 48
237 2178 54
3978 4951 7
1128 2688 82
228 4926 27
9159 5321 39
3265 4964 99
8787 5042 83
493 946 87
6477 5329 35
6865 8877 1
3948 402 20
2620 3931 73
7509 8326 1
6630 6724 69
6344 5435 17
7351 9194 1
4913 4953 27
9548 5443 43
4676 3593 89
2722 644 99
9304 6822 75
7512 7365 36
1277 1117 86
9465 9217 17
6949 5190 49
5935 8500 48
6710 8434 89
8345 7525 50
4869 812 31
5933 8283 84
2228 2203 60
6774 5290 87
3868 3044 47
1118 461 36
5395 9737 46
7276 8371 17
7847 8422 47
6616 8171 14
3369 3720 12
2913 1977 43
1611 2422 95
8573 5977 88
7041 9522 22
2705 801 4
8027 7111 64
652 4105 92
5601 6625 38
5344 9427 62
3581 2106 82
1617 2588 7
4524 3705 10
9579 7051 51
5125 9066 89
3839 3087 36
4448 2979 77
3806 2755 75
6679 5842 23
4204 2331 85
7519 8449 30
6838 6118 43
5224 7596 96
932 2355 26
4433 3048 83
6375 8006 90
3196 1371 12
9507 8018 39
2703 304 98
6398 6093 39
4936 3641 15
1295 3377 21
968 1573 42
887 3015 52
809 3465 47
2554 2235 52
8448 5465 38
6247 7445 31
6866 5454 7
2099 2316 60
3722 3662 2
4218 1738 80
857 361 89
9166 5612 20
4892 1343 33
1645 2713 60
3738 285 20
342 2432 42
7627 8087 41
7340 6724 34
7833 9740 61
8545 6041 59
2290 1983 68
7732 7277 40
587 1131 26
5523 7410 100
238 4675 34
7161 8032 47
5677 8929 61
816 277 86
9188 7542 95
2000 2894 13
5210 5763 20
6550 6621 88
7680 5456 36
7917 7315 61
9592 6931 71
9976 6500 36
7534 9374 1
7765 9472 55
5322 6891 55
6731 6853 49
3292 2321 48
1644 1456 14
7246 7158 96
5027 6547 5
7621 9724 68
7503 8797 16
3032 2718 23
5974 8679 35
7695 8313 38
1722 2723 26
5492 7286 28
2887 3157 45
9005 7836 94
7186 5155 2
8727 9039 76
5795 8751 83
8188 6790 17
3331 2537 47
6598 7630 91
5822 6079 85
7745 7146 32
7242 6950 97
1868 516 93
5998 7679 20
1992 1498 67
4683 2285 55
7575 8947 32
9718 5356 76
7197 9713 50
7755 5625 31
7138 9703 96
9571 6678 90
4230 1418 6
5982 7756 97
4963 2682 72
1057 2120 34
7958 7679 31
6233 8832 82
4670 3910 99
9382 6949 46
1515 1930 11
5641 5489 6
543 893 55
2845 752 24
1768 2903 68
9081 7784 21
2515 3587 19
9315 8250 70
9050 8854 53
7870 6520 44
6023 9321 69
3301 4767 53
4566 796 86
6581 9132 48
4542 1123 3
982 2624 72
8208 6650 58
2402 1102 73
7302 7018 10
9972 6497 21
9045 6524 2
7938 8865 80
4227 4818 29
6099 5828 48
2625 3954 92
4770 278 65
8249 6948 53
6088 9019 97
5280 6745 39
9421 5322 52
3869 4740 83
7271 6225 8
5304 6106 76
3712 4509 14
8515 8843 91
6380 6873 87
4636 1024 11
672 3691 36
1464 933 30
4844 3668 46
5593 9886 66
4145 3078 62
3161 43 72
7980 9158 69
804 949 96
5072 9625 40
2593 2152 94
9879 7200 65
8929 7129 73
370 142 72
4966 4944 84
7547 8998 87
469 4860 8
1506 279 53
8204 7899 6
3316 2745 78
7396 7849 3
1725 2095 52
6255 9061 22
5231 9973 51
5162 6361 43
3696 3121 66
8228 5032 24
6944 8268 79
9813 5344 6
784 104 87
6647 7368 79
8635 5400 7
4632 480 83
6896 6220 51
2446 4573 82
285 2028 42
3713 3 75
4805 1778 68
9787 6707 67
5787 8915 54
9107 8741 58
1324 4948 73
6365 6604 25
1585 1142 95
8475 9967 10
8914 7483 87
4239 187 90
819 3033 29
3478 3235 77
1482 3812 99
2054 899 12
9990 8237 44
3184 1958 94
7001 9439 21
118 2948 16
8775 9958 46
7269 7720 68
1396 3760 29
7100 7940 89
3313 2341 51
2403 1685 24
2592 3689 24
2724 2203 8
1651 3478 47
9637 8782 83
9264 5556 47
820 2836 22
231 1235 59
9913 5224 36
6081 6629 83
2726 4058 71
3563 814 20
3394 3371 17
9505 5925 42
6425 6111 60
634 4795 53
5365 8747 22
50 344 99
4696 1910 93
3627 3794 3
2711 2873 32
9618 6527 69
8016 9145 11
6904 5207 31
7420 5993 74
4190 2909 18
6381 7562 94
4191 3629 86
7016 6797 6
8513 5701 16
3124 549 91
5092 5477 67
8169 7200 91
9656 8449 6
794 3380 93
963 1779 32
2754 2875 32
8817 8987 48
8858 7729 27
2969 3041 69
2969 4954 23
4798 4047 42
9978 9055 20
8899 9417 85
9577 9063 41
7829 7006 48
637 3432 12
7989 6134 83
743 2861 36
1379 3043 99
6593 7110 29
9987 7162 78
6032 9797 78
699 4281 96
6010 9245 86
1163 1216 7
7400 6539 46
1515 1258 35
7181 8023 92
6383 9234 94
9812 7665 48
4942 4072 96
5245 5566 29
854 4500 80
2424 2433 43
2938 2303 49
7703 7724 71
4500 2878 5
8440 8927 65
6778 9280 29
929 677 80
2084 1421 38
9522 5436 25
1859 2582 65
4142 3778 64
7148 9089 56
4393 1746 81
1923 4636 62
290 895 16
7096 6439 54
4506 3246 61
1740 4972 96
644 1238 53
8932 9432 50
3490 3680 62
2789 97 95
3006 3472 22
4142 911 39
8174 7788 91
5192 8949 33
2317 3114 4
4288 638 23
3664 3227 78
8788 9578 37
5246 6916 83
6585 6696 21
1415 250 83
27 4931 76
9766 9995 29
8237 8816 47
2687 3473 66
6156 9003 35
9216 9479 66
759 3247 89
8443 7643 76
9665 7781 69
4898 1165 14
8021 6977 63
7882 6956 94
9121 9825 45
7168 8301 41
2787 559 17
8726 7581 51
4166 4916 41
8198 8515 65
6518 6229 10
5205 8985 45
6535 5376 83
905 4018 94
9441 7237 60
5555 7683 64
4678 4534 51
1326 2779 19
2882 4345 72
181 12 17
9314 8226 26
9824 8194 99
2277 1436 67
7511 6032 19
8917 7095 27
6997 9440 60
2799 3528 85
2389 2265 64
8342 5789 97
1200 1344 56
6619 9496 63
613 730 8
8304 8665 30
6079 9261 68
7191 8262 50
1403 2332 39
2367 573 52
3734 3658 59
5583 7990 69
6482 9139 78
3425 3075 87
9265 5256 62
8776 6824 54
6144 7465 6
9473 5029 91
7269 7786 70
9485 6161 25
8609 6768 74
9269 5918 18
5015 7915 23
4372 706 1
2178 3780 48
9896 5649 79
8066 8797 78
3937 3541 93
3567 4773 100
6488 8600 31
9780 9179 83
2761 1758 64
5125 7768 19
9713 8414 39
377 791 51
8199 7679 39
6400 5870 24
6206 8949 43
445 1964 10
5593 6307 26
9172 6059 17
8166 5783 51
3852 3381 93
8291 9083 26
4879 1167 33
732 2680 45
9989 5594 20
3314 218 99
5492 5655 67
9924 7337 32
7794 6185 83
770 2347 34
8480 7036 81
3756 1437 17
6184 6921 24
2911 4057 96
6160 8905 68
3271 3719 13
5821 7783 62
2486 854 52
6760 6273 14
2811 4921 56
1756 4109 99
1899 2436 51
9333 8950 2
2284 2061 2
7793 8093 18
8028 6165 91
6787 6058 48
398 2703 1
3515 1922 45
2380 3445 26
5334 8416 3
8589 7288 44
1619 1142 59
4904 1126 75
4284 1554 53
1295 3371 12
6481 6284 30
3213 4995 49
4536 4668 40
2648 1379 61
4735 326 81
3575 1717 40
55 1719 35
8676 5122 5
755 3734 93
786 3927 26
8854 5878 73
839 2163 99
2232 2712 35
9411 6660 23
7417 6283 64
5455 7327 37
1484 2046 67
3847 1639 11
2741 1481 1
8960 6291 98
5475 8122 82
1393 3090 7
4094 3595 10
3501 1383 91
3345 4918 92
1520 3831 87
88 2515 93
1117 111 16
3435 4958 98
9366 6312 96
2697 1804 21
4971 109 27
5541 7299 92
4440 4457 3
6036 6743 18
444 1892 91
1685 4465 59
9508 5228 19
2559 80 7
4612 1022 73
8893 7490 63
1781 4764 65
5229 7848 93
6967 5053 82
9516 5383 44
2961 4962 39
2979 1300 18
5139 8692 30
9389 8517 52
4634 569 59
8086 6180 97
2836 1119 30
789 2844 10
6183 7437 96
810 300 39
1286 1798 17
4896 4129 64
2043 3286 1
8115 9909 93
3349 4901 13
2779 92 18
5004 9705 74
6879 6291 50
159 2901 31
7138 9874 7
2988 135 73
9002 8689 56
2104 2107 53
1051 1203 5
3106 2794 26
9863 5319 87
9740 7520 58
1145 556 57
8721 9847 9
7324 5426 87
4240 3902 98
7328 6093 6
8263 7494 91
1293 1467 97
576 3624 36
7662 6962 9
2407 1218 36
3295 2853 58
5153 8225 50
5687 6118 3
2597 1598 17
8014 9586 93
6967 8131 68
4271 3562 17
6408 6332 34
3759 2270 48
9606 6841 51
4044 4793 33
5594 8560 61
3478 3410 23
3516 4772 43
1480 4398 11
3233 563 52
6575 6673 19
4013 4553 68
7481 7628 84
6137 6247 13
7024 6661 67
2245 712 60
7796 6028 31
9126 5072 73
2676 114 29
57 3205 82
9301 7073 84
6757 7640 47
2280 4960 52
6829 7378 55
6264 9470 23
2259 2041 9
7617 9148 27
2838 2034 87
4722 3886 89
692 2454 23
7859 9376 8
6864 9503 24
383 3258 33
8037 5913 93
4043 3349 44
4824 4971 73
2309 4549 6
609 2053 44
6101 6711 81
9794 9730 64
550 3866 11
5886 6549 20
4997 1831 66
5803 6189 8
2641 1459 28
4608 4066 49
57 3202 36
3807 3319 5
5416 7931 18
3163 3808 26
5444 9920 47
7291 7595 82
3762 2284 31
9557 7865 65
7707 5893 24
8267 7883 2
9178 5089 53
7305 7279 3
9635 7642 12
5924 7682 97
7525 6268 50
6979 9340 45
641 2827 35
9298 8753 72
5136 8672 15
1978 956 80
207 1066 89
5210 5564 28
2710 119 83
8168 7489 55
3204 1050 63
6144 7086 45
1125 4068 83
6891 5494 12
9196 5597 38
1545 968 51
6336 9897 76
2255 2996 22
6658 5053 61
7961 9413 12
5277 8712 10
5249 5270 91
1189 1037 66
3589 2919 31
2568 2613 30
4452 3624 6
2727 455 13
161 3706 81
6357 8802 64
9862 9923 45
6510 8743 74
8330 7632 75
6289 5465 81
7787 9313 88
2279 3542 70
8892 5002 25
6849 8988 65
1504 2046 15
3428 2302 2
4844 1036 71
5624 9495 28
2992 1380 91
7052 5492 94
5478 6184 99
8604 8388 52
9433 8413 84
803 4360 50
2167 3209 60
9000 8061 65
2959 1012 15
7741 7190 87
7643 6033 51
4482 2684 98
1999 1547 64
7998 7096 37
6215 5562 52
9526 7429 34
9404 9038 53
1596 360 26
9880 6080 33
4032 4841 15
4412 3741 44
642 2778 69
2985 1404 37
2838 2844 7
3155 1877 59
2741 4406 59
1823 2025 30
1386 3800 35
9710 6150 3
946 801 12
4983 1026 87
499 3638 26
297 1061 19
4309 2284 25
9013 7609 21
3139 3947 93
1480 3851 25
635 3450 79
7590 8273 88
3353 3247 62
9232 7051 61
1799 598 61
3550 1155 62
5336 9871 15
2477 2863 79
4912 3962 89
1762 2708 78
7469 8555 50
5901 8914 15
8800 8040 19
8359 5516 18
1252 3367 7
4603 838 47
6206 5195 80
3960 1783 16
4755 3198 39
9788 5599 75
5820 9686 19
5530 6223 87
6932 7361 62
3821 533 35
9896 7906 30
4306 1311 95
3462 1268 61
506 4013 48
9054 5579 25
1517 1969 91
355 4504 3
4143 311 71
4819 443 4
9142 5119 42
7698 6608 15
1929 4920 59
2394 2061 36
3034 4772 70
8230 9855 72
1557 4601 69
9402 7226 62
4102 716 13
6140 9936 34
8262 5365 50
6134 9142 81
5886 9775 59
4657 3780 19
2146 4494 7
1226 2707 63
3480 4953 36
3808 70 51
7654 8783 75
667 2923 44
5854 5939 57
2415 4329 53
1788 1130 16
3030 3170 1
6870 7178 24
8321 9472 99
6795 7587 90
2967 408 61
7372 9751 51
7884 7140 58
6926 5170 17
8219 7250 94
8046 7388 47
4884 3760 77
4146 3972 97
4278 2066 55
9406 8748 90
1013 2519 46
1108 2977 32
8093 8353 91
5578 5794 96
2508 1075 24
9832 8478 30
4227 3675 24
2759 2648 76
7845 6399 88
2474 1316 91
3703 4433 83
7576 6705 68
2486 2717 79
6991 8790 40
9403 5384 34
9450 5782 32
6337 7664 29
2948 1462 66
8493 9680 92
1410 3692 65
2821 4442 51
3045 2511 24
4697 1940 50
5421 8755 58
9733 5566 37
7974 8052 35
8268 8560 44
134 4071 22
9782 8222 8
3228 3830 52
1818 4189 83
5835 5602 7
4172 1349 24
2012 304 48
9648 5822 4
1719 4263 19
4 4125 33
9042 7934 46
8274 7150 75
4935 4760 86
2915 1720 61
3634 3265 8
2740 4398 8
7281 7167 57
4308 4546 52
858 1355 54
6764 5842 36
1335 3648 47
2501 4773 65
4212 64 95
8653 6020 23
647 1772 50
4234 2619 35
3143 4378 10
7748 6215 39
966 710 59
8767 8159 72
9727 8387 38
2982 3796 75
6095 7073 20
825 3915 59
607 4246 12
6479 6647 8
7760 8775 72
2908 3769 38
7109 7014 84
5084 6682 54
8780 8226 83
2893 3141 39
6549 6788 79
2800 375 6
9288 6406 20
233 1152 27
5595 8732 49
4266 378 37
5634 6068 22
8067 8318 37
8076 9911 11
2708 4843 30
132 983 95
8833 8249 22
3429 4401 66
8525 9711 19
7477 5754 97
1023 2242 31
2586 1204 53
3495 4400 41
3319 4239 87
4185 862 80
5520 9202 90
8848 7447 6
9425 7289 68
8020 7654 58
2866 1590 92
244 4792 68
5973 9242 82
9204 9044 53
8742 5034 21
656 2284 64
9402 8948 71
5102 9820 22
5352 7273 12
9152 5063 90
5202 6059 95
2807 1271 53
900 101 79
7568 8692 50
636 3408 75
842 4177 27
6600 9906 98
5310 5435 77
5490 7518 87
813 1475 92
2335 1536 1
1901 3353 88
9683 8119 91
4380 3144 68
2782 452 20
3667 1231 87
1865 535 53
891 1980 57
241 4671 22
6547 8320 58
8971 8520 64
4079 1647 6
4285 2347 93
7690 7255 2
8091 6595 81
4717 773 61
3471 348 54
1285 1189 15
560 2116 60
4592 1401 5
6579 7284 98
3912 510 71
6580 9150 67
5526 9556 36
862 4421 29
4663 348 44
6846 9186 41
890 2961 73
6051 7179 37
9176 5665 1
8864 6523 19
6250 7068 37
4096 3806 48
7070 7121 61
6129 9755 38
1650 1541 6
2649 4298 100
4175 4805 53
900 382 78
4678 1968 14
3819 3498 50
7078 8392 38
2701 4901 92
8251 5583 11
9793 9207 18
5224 5740 80
3394 2955 35
5142 6685 65
1914 21 67
8978 6252 27
2462 2163 78
1242 1405 85
552 4294 16
1384 2851 15
9391 9279 51
9117 7296 23
6624 8132 72
1830 1243 19
2928 4610 68
5659 5593 36
5680 5522 60
226 3782 29
1879 486 41
7760 5315 76
3971 1786 4
3352 2615 87
7824 9685 34
8401 7936 31
2518 3415 69
3131 4481 5
1639 771 37
7002 6339 15
7693 6884 31
7889 5838 75
9840 9409 1
9744 8590 24
4270 4026 35
47 224 94
7129 7698 39
6344 6132 74
6156 5573 42
7608 9826 58
6909 8345 76
6221 7535 37
5676 6022 91
665 2151 49
970 648 87
741 2618 19
7651 8273 83
9926 6952 66
6772 8177 83
2916 4623 63
7308 5056 80
7765 9377 30
9687 6784 6
3486 2080 75
6310 9965 20
1818 2653 17
55 3982 26
3608 2857 50
5187 6827 54
7384 6620 84
8818 7870 47
7054 6396 73
9248 6492 37
8597 8347 60
9228 6699 98
3445 2267 41
6851 5795 93
3038 99 49
3464 1367 31
6834 7585 79
6895 6891 76
390 4902 91
4837 1893 90
816 1471 38
5049 5701 58
1770 3953 43
4326 614 96
8357 8802 63
1438 3565 55
2679 1580 17
8567 5935 22
5933 9027 35
4642 4252 36
1017 1827 55
4046 648 8
8636 7244 34
1697 2414 61
7772 5112 100
8455 7789 27
6727 5705 65
9416 5285 47
5942 9781 1
2294 1752 2
595 4436 80
7876 9179 59
5226 8446 94
4568 3908 80
515 887 76
8473 6315 88
2181 1667 56
3440 4051 11
3493 4780 64
9499 9255 43
4661 1257 20
621 207 53
9860 5015 19
4815 3562 74
3116 4074 1
6090 9427 54
6854 7313 24
8762 7375 7
9296 7551 69
4580 2155 78
2855 2646 51
2568 199 29
4844 3195 28
1151 839 19
9851 9903 78
4365 3054 87
5527 6378 59
599 2347 32
6119 9952 72
990 4645 25
3396 2221 21
3642 1657 26
2024 2594 99
8872 5904 77
5519 8167 12
2380 4435 34
4641 3889 10
8879 8569 71
2342 235 60
1569 1997 52
400 4622 23
1551 4010 3
1652 4299 37
1382 360 12
2448 3524 41
9005 9934 82
8590 8393 12
6767 5487 96
9175 5703 33
5278 5687 60
7353 8104 34
6040 7709 79
3233 1143 24
646 2921 18
3177 1674 82
5111 8964 74
4034 4104 50
2441 4028 96
5475 7891 42
3552 255 82
5584 6581 52
7556 5724 56
4698 3036 2
5871 8015 86
509 4935 6
9092 7404 76
6829 8024 35
1305 2265 13
1688 3377 77
517 1582 66
8686 5713 88
138 2341 13
9963 6158 61
5803 6532 79
2211 2562 31
7231 7471 40
3885 585 95
7900 5784 27
33 758 68
980 3721 42
7449 9699 35
827 1423 89
7571 9791 23
8046 7630 40
3340 2335 57
4581 1456 44
1894 1375 97
8617 5152 78
9074 9456 91
1846 2729 55
4271 2290 11
4522 2497 72
6025 7936 5
6987 5786 63
2641 4656 92
9205 9069 63
2467 2650 82
5849 6214 52
9131 5318 98
8703 5877 92
951 2560 57
8252 6905 34
9167 9709 37
812 2020 55
9992 5245 80
3537 1900 8
2396 3449 17
576 381 49
1938 4275 86
6923 8521 68
4308 3722 20
9890 8554 1
3707 4757 13
9680 7812 43
6829 6325 36
7915 8542 85
