500 2500
255 339 66
149 53 54
77 192 3
263 325 53
320 469 57
472 457 42
302 369 40
381 484 79
324 370 53
19 197 1
183 202 87
236 178 10
187 48 46
85 90 75
480 498 15
70 71 34
92 33 48
115 160 5
6 248 62
47 179 89
436 271 5
319 484 84
109 219 50
201 189 2
365 268 41
373 257 63
310 431 86
48 159 23
217 47 64
180 168 52
265 250 9
311 374 51
430 292 23
127 62 67
279 480 85
411 485 99
63 167 30
472 435 72
327 323 28
210 36 20
399 474 1
13 214 64
130 132 22
82 201 54
210 224 10
71 7 7
152 249 87
422 451 58
434 350 41
144 174 14
88 151 12
385 328 8
214 53 98
209 103 18
70 248 94
148 57 96
104 204 30
283 374 6
31 75 57
70 19 80
377 455 77
152 224 72
369 286 5
463 396 3
484 258 96
165 77 51
313 378 52
2 12 22
169 219 47
307 296 22
23 240 73
345 470 2
50 80 95
450 434 22
389 437 12
457 346 67
246 140 28
40 76 7
467 396 16
310 281 94
388 376 30
366 381 11
129 123 67
12 134 39
121 140 64
442 323 36
298 386 63
493 330 90
427 373 59
203 243 37
425 359 100
380 283 41
288 465 30
460 335 80
426 271 42
309 389 83
420 378 37
287 289 89
404 287 83
293 481 1
93 111 24
216 175 100
259 481 66
305 380 44
196 25 32
202 133 54
117 46 84
80 24 49
409 468 57
348 440 95
485 420 21
327 286 58
72 60 40
391 382 73
34 31 43
248 174 34
455 368 45
331 276 26
77 204 25
209 226 29
331 299 13
326 297 45
35 94 99
303 342 46
17 141 89
172 248 1
222 218 48
456 344 68
157 83 87
378 375 58
477 293 46
323 400 25
129 248 55
247 41 55
294 357 83
291 417 63
142 150 31
466 266 18
186 58 91
481 440 46
85 177 92
401 451 36
148 192 31
313 332 79
142 162 39
416 309 91
403 281 82
448 381 34
120 176 12
79 161 73
208 223 54
162 42 92
107 140 48
145 143 17
317 313 52
122 202 25
483 434 95
295 260 14
122 237 78
4 116 33
373 462 90
489 290 17
404 324 23
171 212 58
154 212 57
473 277 42
155 125 94
462 482 91
306 472 33
325 314 30
38 91 32
408 282 37
177 211 99
112 243 54
317 487 69
357 270 25
279 428 94
490 410 45
25 180 3
72 180 51
75 53 63
37 90 37
219 115 97
21 139 64
384 347 91
417 252 5
496 321 12
205 170 11
86 189 22
320 288 80
159 0 13
262 305 83
285 459 41
251 496 23
341 315 35
28 61 22
268 318 88
94 166 54
237 103 52
183 156 62
463 420 9
108 58 43
324 440 36
246 56 92
45 186 82
323 369 76
164 46 60
469 262 79
331 395 73
22 24 80
165 240 52
141 168 88
469 258 78
26 14 77
339 371 8
134 78 20
369 324 2
39 187 71
492 257 53
211 32 38
450 409 26
452 318 18
14 234 64
319 297 77
109 134 33
200 239 71
307 458 60
297 330 76
176 126 84
413 369 2
329 477 56
107 234 87
385 461 52
211 64 72
433 339 82
332 265 63
491 299 78
114 135 46
107 70 83
296 263 21
356 389 97
103 83 40
302 382 53
404 250 69
177 18 26
345 453 33
148 99 11
159 85 91
179 243 40
394 414 1
416 304 40
179 118 7
280 414 74
74 13 100
123 200 80
391 376 75
279 325 97
499 392 60
383 425 76
24 82 100
160 44 66
162 168 7
392 423 54
286 427 51
328 451 20
465 386 64
360 461 44
181 52 92
400 420 30
189 155 46
62 223 14
136 51 96
459 468 74
246 176 54
180 104 72
52 242 41
391 491 87
231 51 35
269 347 83
64 55 28
394 477 7
226 93 76
356 369 91
494 480 5
452 417 56
188 19 32
0 188 93
6 35 100
86 240 90
427 326 4
142 207 62
205 183 8
456 480 78
277 261 31
270 382 82
159 217 41
236 40 56
32 79 93
356 414 37
64 188 48
44 43 13
314 287 38
376 353 11
125 147 54
29 57 80
375 262 31
387 487 43
58 217 70
52 167 76
53 136 52
445 324 43
386 300 43
102 156 31
450 332 18
325 379 17
432 274 67
153 21 72
268 460 2
227 82 4
354 487 68
27 206 37
367 382 10
285 496 91
235 48 82
110 103 9
101 41 34
223 157 47
406 252 85
77 97 42
388 366 16
340 306 40
359 417 10
85 19 38
190 154 54
159 212 52
270 395 83
206 124 23
89 202 23
492 293 52
108 207 52
163 73 3
140 61 90
470 323 68
144 206 88
155 129 88
381 364 52
249 183 14
2 208 1
113 213 74
368 341 11
198 115 77
187 95 29
186 185 10
389 343 30
147 179 13
219 175 13
144 190 16
73 104 47
103 31 4
11 78 25
338 447 79
27 33 98
483 375 33
249 236 75
152 89 85
490 425 14
17 134 6
367 452 31
83 135 75
116 36 39
66 118 4
123 158 89
104 131 65
167 247 71
426 310 100
419 373 52
410 477 21
104 19 49
186 124 78
39 23 37
296 370 17
21 89 2
114 11 31
286 440 20
483 291 88
315 307 78
204 25 75
427 354 70
400 292 56
258 337 11
135 139 34
452 468 90
346 469 48
133 223 84
346 277 70
101 173 79
253 423 55
73 98 94
187 137 89
445 398 96
176 93 94
1 160 17
328 450 51
350 413 74
187 87 52
289 334 7
260 365 21
474 447 4
479 251 57
169 53 74
113 79 78
298 318 49
182 68 82
396 420 50
87 162 49
103 190 55
21 235 30
499 377 75
128 148 68
463 418 61
50 208 59
361 256 38
48 86 74
476 392 42
86 38 50
266 356 91
459 298 11
202 85 86
330 367 23
64 10 94
59 53 7
290 319 48
83 27 81
249 209 4
155 34 87
263 366 63
273 462 46
390 325 93
2 130 69
459 313 78
126 81 51
96 206 45
477 424 19
272 344 7
493 469 83
198 197 36
429 417 84
246 226 14
81 171 91
119 228 92
431 380 70
445 265 68
253 335 79
57 49 100
68 218 92
416 316 41
354 349 1
72 5 74
304 429 37
269 459 77
296 472 21
16 203 86
213 101 10
399 499 69
318 310 14
491 456 72
287 368 11
193 210 38
390 343 50
83 79 64
279 328 34
60 45 59
220 213 6
115 22 92
463 315 61
193 164 78
102 39 29
278 473 48
77 175 55
121 192 40
19 212 24
221 92 60
340 419 91
477 492 95
447 453 64
477 380 44
209 204 25
356 341 6
77 89 1
315 380 38
40 41 72
12 106 64
331 293 23
207 94 58
424 342 2
402 477 18
46 35 20
391 354 48
447 436 52
248 176 25
388 334 87
161 149 40
85 205 79
352 456 73
250 414 41
488 445 88
245 218 32
302 313 62
271 381 8
261 482 72
468 255 11
440 406 85
370 294 30
408 465 4
26 96 67
94 23 75
367 304 77
53 141 28
207 93 63
278 443 92
17 165 44
101 74 34
187 82 99
244 5 28
460 478 94
246 224 18
21 56 10
31 5 100
104 141 58
148 176 68
290 491 45
125 113 21
3 212 48
287 491 77
41 114 53
43 241 83
29 44 94
492 287 53
72 224 39
222 249 30
471 426 91
362 381 56
25 60 99
142 80 51
86 204 4
79 119 76
98 195 17
199 190 99
180 11 26
111 243 1
210 157 42
359 395 18
81 67 17
477 386 67
196 178 82
12 30 24
22 150 54
244 160 51
461 282 14
473 418 67
98 249 36
475 401 25
403 333 19
300 463 49
106 109 2
34 206 66
10 114 100
68 13 33
42 151 4
17 111 43
9 155 84
19 193 44
153 68 88
330 471 38
44 8 27
75 131 33
358 420 48
389 376 28
287 273 25
88 183 24
405 452 62
303 379 64
47 40 53
285 378 96
53 111 89
282 260 75
421 299 6
168 50 90
186 90 4
398 281 48
426 407 5
239 17 50
44 97 61
168 197 81
217 106 100
121 227 68
0 130 96
172 112 31
499 375 62
236 169 86
298 286 54
78 230 25
455 417 86
104 207 14
374 400 99
272 463 17
322 402 69
169 8 7
160 230 42
398 438 68
180 230 24
81 1 43
431 393 61
493 385 85
473 417 90
66 130 85
69 64 33
339 259 49
78 240 28
471 356 52
335 318 65
58 52 49
228 103 96
306 347 38
249 231 41
44 195 38
223 147 52
13 204 40
18 99 72
174 110 39
147 107 75
452 350 100
420 338 80
233 7 21
188 132 47
116 100 77
398 357 76
78 118 21
28 229 11
491 402 20
383 299 58
105 237 95
164 228 6
290 354 1
111 1 44
175 80 99
41 122 73
270 367 81
154 77 41
474 387 63
401 385 100
456 488 57
252 461 8
348 270 91
60 89 28
432 491 52
456 449 11
259 343 95
243 170 45
41 69 73
253 464 88
426 424 51
175 85 32
130 115 66
189 28 75
428 323 81
424 321 53
396 443 24
115 167 65
110 112 40
356 377 41
399 307 100
16 30 79
201 46 21
332 299 76
439 436 84
404 271 46
138 83 53
119 159 4
307 312 5
161 140 66
52 42 43
229 183 3
285 364 54
154 94 28
494 250 29
385 406 34
199 75 69
274 485 37
45 249 99
204 200 37
364 392 21
480 345 41
360 423 43
364 421 4
321 336 92
395 488 65
420 425 83
175 163 28
198 124 56
434 397 65
270 465 50
169 138 10
200 86 60
283 288 46
242 25 90
80 161 41
345 485 11
384 256 60
27 76 19
194 29 12
448 318 3
203 127 26
485 406 14
368 292 63
299 316 72
322 317 94
84 85 69
18 152 65
99 219 66
297 397 3
252 402 1
258 439 70
17 44 77
223 205 21
492 321 93
394 273 99
377 430 21
284 252 61
79 95 21
15 167 7
392 458 23
138 107 51
262 297 8
55 214 11
414 360 35
221 193 59
488 405 29
350 388 87
157 144 30
276 399 17
82 244 72
131 15 51
300 417 36
301 300 94
181 102 47
183 27 45
389 361 72
52 131 80
2 23 95
456 420 55
461 410 47
287 254 58
17 127 64
423 443 44
467 323 40
259 487 47
453 415 33
455 456 28
372 255 9
75 40 52
74 4 14
479 255 91
492 353 85
429 286 81
318 347 80
245 46 61
120 172 18
181 215 24
69 178 89
467 288 25
405 429 77
121 96 54
250 335 10
495 444 58
154 113 42
0 105 44
123 50 93
161 100 8
137 68 34
498 399 4
283 496 43
397 475 15
316 469 39
395 289 76
87 32 58
482 285 43
315 325 61
338 283 24
127 42 73
389 338 39
448 456 36
256 253 87
339 449 21
281 441 63
314 380 60
432 268 5
180 237 70
36 158 73
84 104 58
285 264 10
187 153 98
113 175 56
325 408 4
380 369 40
56 65 34
463 345 83
341 258 97
315 263 35
396 474 45
177 171 95
170 160 87
14 22 67
336 323 37
241 188 93
98 48 93
183 22 69
111 62 70
265 350 5
429 470 93
30 139 89
412 282 6
426 431 95
117 114 24
383 482 21
120 28 86
9 196 51
495 337 8
76 244 44
341 255 52
221 79 96
440 302 59
430 484 82
145 210 60
476 426 11
411 349 25
341 354 5
107 44 50
52 178 45
65 180 76
361 299 34
54 179 55
466 262 44
446 499 78
239 168 37
245 58 17
278 379 84
461 278 26
273 322 2
330 483 50
207 170 2
202 197 2
391 330 70
174 145 52
38 112 50
353 273 25
302 269 90
463 376 67
466 361 21
349 384 5
50 108 38
126 235 48
165 228 59
442 429 10
438 278 69
251 470 38
204 39 13
331 284 60
450 379 87
82 160 24
413 486 83
397 363 4
131 102 5
96 153 39
79 151 38
92 37 55
73 118 66
463 412 40
9 159 97
319 373 83
472 431 29
140 225 63
176 146 44
233 241 24
35 194 3
143 235 25
49 0 47
457 439 48
141 41 12
452 310 70
232 11 90
490 436 82
43 17 6
254 395 26
286 428 20
398 313 3
358 431 72
14 236 95
190 138 46
5 154 30
411 452 67
160 239 43
129 100 79
221 11 78
202 66 91
396 283 66
356 250 18
205 3 30
305 369 14
191 29 25
80 75 25
114 77 32
460 252 6
491 409 72
360 372 91
76 225 97
92 215 78
128 222 91
371 364 3
9 203 62
415 255 73
169 39 60
50 147 6
100 232 48
179 80 25
453 316 30
472 368 91
72 177 74
204 20 40
418 271 78
253 476 67
472 395 22
111 55 96
236 107 83
462 350 66
248 34 90
132 98 10
210 111 77
323 255 16
237 242 49
386 484 64
440 319 48
90 163 13
422 307 11
479 261 36
436 306 6
299 377 9
117 40 68
319 360 52
348 381 87
14 192 32
184 143 100
242 221 89
240 18 92
86 196 76
143 190 75
59 112 42
72 147 8
353 365 40
58 121 35
239 165 37
322 289 47
358 285 90
31 53 43
370 480 83
477 296 98
306 292 74
87 52 34
346 318 76
268 303 1
238 215 59
116 1 53
108 221 43
114 231 45
436 264 79
172 47 47
231 119 15
31 139 73
82 115 45
129 216 94
26 229 89
56 228 90
426 446 28
39 38 3
33 149 41
167 14 32
152 76 20
397 416 74
32 54 67
69 230 7
302 258 92
127 125 48
197 113 88
458 450 68
324 412 27
234 135 88
97 90 95
440 453 74
441 360 67
434 311 24
49 169 28
42 10 38
480 298 20
461 253 15
214 180 92
124 149 71
90 126 52
402 414 14
155 232 69
450 480 78
457 271 18
347 469 8
172 11 46
358 302 6
293 486 76
331 350 52
307 494 3
482 445 50
439 480 77
256 459 31
118 140 91
73 174 21
68 101 39
165 191 97
371 488 41
153 183 55
224 21 50
399 260 12
412 264 59
213 17 93
1 11 14
369 379 95
384 252 19
87 80 73
86 110 87
251 354 50
469 372 68
309 431 29
132 57 8
297 294 40
467 413 69
196 188 79
493 443 58
238 180 51
78 193 69
353 296 71
146 88 90
440 280 38
100 36 27
333 328 13
53 114 11
387 346 95
423 382 73
96 238 30
214 157 37
342 364 15
208 71 64
35 204 50
105 186 81
308 394 20
339 498 20
497 346 50
72 220 100
108 173 1
457 368 81
310 296 34
46 93 48
313 375 16
355 465 52
21 27 3
42 238 64
32 92 40
70 44 42
149 163 23
384 250 60
68 116 96
358 449 94
294 369 19
21 219 88
400 313 33
280 262 30
481 465 59
493 417 100
61 125 42
306 450 42
327 300 23
158 139 74
287 360 54
55 180 94
406 444 73
190 187 73
483 402 20
52 197 7
143 228 72
146 148 59
47 136 25
34 74 42
33 31 50
103 89 18
368 414 37
415 478 100
456 294 85
378 438 96
251 360 88
258 335 82
107 59 90
63 70 28
60 21 12
279 264 83
11 225 10
375 440 18
291 280 39
139 68 86
339 477 68
497 315 72
418 251 97
172 233 43
144 192 56
442 438 26
9 241 90
340 404 5
56 67 26
399 378 23
307 263 82
335 478 12
30 0 100
241 77 75
46 105 71
431 401 10
479 384 65
455 330 30
51 226 16
118 166 82
288 446 83
316 470 97
328 483 99
448 255 37
443 438 20
48 7 56
430 328 8
40 43 68
158 35 80
485 301 68
425 463 48
187 57 11
109 215 69
205 77 78
461 450 53
230 113 58
238 122 89
444 282 21
24 49 76
262 447 79
431 283 34
118 110 71
484 284 45
252 367 45
196 134 20
52 113 75
491 281 12
110 144 78
330 485 57
382 266 99
430 499 95
218 223 77
457 408 38
15 114 94
460 484 96
343 344 3
134 245 72
478 455 87
449 421 58
176 22 88
216 3 32
44 74 67
440 351 32
103 137 83
72 119 20
268 339 30
169 15 84
234 46 48
412 358 68
269 405 82
240 51 76
403 348 68
49 134 69
338 399 17
250 264 39
479 420 37
53 165 7
382 476 57
173 182 84
369 341 37
296 447 95
88 170 63
241 121 33
403 290 78
226 215 25
470 283 83
240 117 32
283 257 47
290 277 42
230 142 12
112 200 4
397 376 87
329 301 77
482 455 1
494 462 8
423 463 66
207 247 75
261 445 38
6 209 1
341 475 56
21 187 1
185 79 13
436 438 96
289 447 47
129 134 55
84 73 51
144 70 54
278 486 75
35 234 98
485 265 60
219 243 15
157 91 4
282 265 34
402 434 55
337 385 79
294 277 54
370 469 58
197 222 27
39 126 91
105 173 6
219 161 89
113 127 58
262 376 55
275 475 33
115 236 84
92 141 22
174 187 16
197 31 76
363 390 97
388 418 74
5 88 63
150 200 74
214 192 73
155 182 19
195 208 42
365 341 49
111 174 100
470 446 49
239 10 57
406 420 12
91 126 61
333 262 26
230 147 65
48 157 85
34 18 72
319 306 69
473 256 21
487 318 55
172 127 22
220 13 76
348 429 76
36 63 72
305 375 58
495 285 81
70 134 94
465 460 66
237 0 82
135 148 74
222 89 89
153 15 44
67 110 5
430 253 88
361 405 48
337 261 7
22 223 31
127 183 71
184 173 35
97 186 4
388 382 63
160 120 63
36 194 91
394 325 22
117 76 43
195 74 57
216 235 12
164 173 49
481 380 1
69 202 22
292 402 15
241 96 58
200 242 7
141 186 59
431 453 98
312 371 39
448 426 7
443 440 78
151 56 2
91 20 40
427 254 13
52 154 94
430 463 100
256 328 95
269 457 82
349 453 48
349 471 71
272 322 79
117 208 29
88 57 1
126 152 49
226 243 65
480 459 93
397 276 82
416 333 49
184 189 21
204 168 20
134 143 14
422 298 54
97 151 89
369 337 36
221 31 86
10 9 21
23 143 39
280 433 89
4 53 35
132 238 73
118 135 99
396 487 80
3 203 82
442 336 30
387 401 49
371 423 77
359 416 41
333 424 1
296 264 22
192 248 9
422 286 72
84 62 88
266 285 20
14 224 3
171 99 52
54 105 19
459 361 56
189 88 61
368 471 17
62 4 88
264 278 78
466 408 15
72 243 92
274 381 18
469 267 71
343 498 61
279 399 71
185 240 63
159 173 78
401 295 23
144 215 32
23 230 5
430 469 92
241 246 39
193 35 1
206 152 59
254 462 40
22 89 100
325 400 38
437 448 96
409 447 28
377 381 3
187 195 59
38 88 31
462 486 89
473 332 100
301 279 19
438 390 67
411 496 5
262 327 84
27 161 58
419 271 89
104 248 50
61 82 94
497 375 70
211 209 13
344 258 28
467 486 97
198 35 21
19 139 65
68 138 96
491 331 28
450 377 78
158 240 87
261 367 54
102 229 4
328 356 93
457 429 94
431 289 30
477 431 39
475 285 50
54 52 9
452 487 95
279 288 60
277 316 79
122 182 18
269 439 100
324 349 71
263 284 77
57 80 77
51 92 38
362 369 3
290 415 27
402 430 18
175 95 29
245 236 58
279 444 79
112 43 5
258 295 54
284 254 76
386 466 33
366 336 35
272 467 97
217 93 73
260 261 94
364 291 45
260 339 75
138 136 97
185 81 25
294 428 39
72 236 20
12 185 51
403 255 44
483 316 81
116 224 29
378 263 4
375 318 59
219 127 61
21 148 58
36 88 76
247 144 42
42 88 46
224 84 75
344 262 37
233 229 82
197 118 49
354 367 10
423 313 36
275 378 71
381 344 63
317 315 99
60 136 6
167 196 35
43 102 55
248 83 89
20 36 16
418 326 5
215 236 40
377 321 31
396 308 29
367 418 62
131 136 40
122 216 31
189 150 75
111 32 14
261 495 1
191 68 43
31 27 49
486 339 6
378 354 83
139 171 24
295 335 61
399 400 67
201 240 7
25 173 97
351 413 11
80 115 81
493 383 37
243 46 39
358 297 55
457 432 64
149 66 69
457 489 30
354 466 97
416 436 33
265 412 93
277 407 58
453 318 69
392 313 74
228 5 7
467 422 50
7 216 94
64 35 96
337 484 65
77 242 98
227 148 78
402 489 3
428 446 42
446 456 43
57 45 78
365 270 87
429 462 61
309 259 25
63 187 59
327 265 89
332 268 52
173 67 97
53 193 89
154 176 14
360 339 69
143 102 28
344 441 96
475 330 41
422 454 99
127 56 14
193 213 22
393 368 48
221 145 76
95 138 83
405 426 7
220 243 6
183 210 60
147 9 29
260 413 42
166 187 53
198 168 56
389 418 55
159 230 38
244 89 81
278 478 19
350 276 20
284 395 50
428 250 52
227 76 7
44 113 48
104 143 16
57 44 9
227 168 42
484 376 54
126 148 78
167 79 38
175 201 82
406 438 62
162 133 23
173 24 49
76 93 78
119 46 25
115 47 13
495 384 61
131 148 57
263 417 19
264 498 3
75 47 48
270 364 93
121 105 69
248 140 92
434 326 14
420 274 29
331 483 26
345 358 9
466 355 88
7 68 27
11 194 53
316 419 42
348 252 61
338 405 97
13 135 61
31 107 84
441 253 83
51 211 86
246 148 51
468 328 79
75 69 13
99 200 1
82 159 46
455 310 89
308 483 90
188 112 57
430 436 9
279 300 52
167 172 52
341 465 98
271 452 26
149 153 51
464 300 49
338 311 57
236 75 72
30 55 56
222 180 77
317 423 84
165 78 30
233 187 43
72 186 40
50 55 28
135 20 49
371 298 32
119 226 87
444 346 65
148 61 72
404 258 84
63 56 15
57 32 17
87 84 38
210 82 47
322 499 100
119 194 39
331 410 37
238 13 90
165 116 30
367 366 21
105 110 100
128 87 26
255 350 42
44 219 2
102 231 17
413 412 30
160 246 25
311 489 55
408 398 39
327 296 28
199 38 30
201 5 73
106 184 12
301 377 67
284 489 4
174 167 60
264 471 66
354 384 49
445 347 36
444 446 52
92 64 97
12 122 93
396 481 38
33 218 87
218 3 87
491 439 90
133 144 72
143 12 40
440 476 62
215 79 81
82 116 45
136 88 92
213 127 25
390 461 34
188 47 78
399 377 44
463 287 38
417 412 7
242 209 79
177 145 20
428 365 47
430 280 57
497 365 14
399 355 84
72 234 20
264 265 17
249 5 50
26 102 86
136 80 51
243 64 84
285 298 64
328 384 91
86 142 9
61 128 70
100 188 4
383 330 17
55 203 79
291 490 62
167 21 79
452 380 86
123 165 98
311 278 100
268 383 45
265 345 85
259 462 44
2 136 53
71 204 94
346 316 44
467 284 44
3 210 46
249 246 78
11 87 25
343 338 26
178 20 75
59 195 54
384 262 46
275 314 23
26 77 93
188 10 18
486 345 18
298 350 69
57 127 92
123 120 4
478 398 24
435 306 58
297 430 97
193 48 42
1 171 14
172 142 36
146 19 4
495 473 91
45 243 22
265 392 2
282 274 82
397 428 22
39 238 3
223 37 3
152 246 47
436 301 76
398 263 87
12 178 41
37 80 60
363 317 78
380 376 43
456 359 84
298 358 15
64 0 10
437 490 15
56 172 80
249 188 90
452 317 21
418 291 42
86 208 93
472 450 98
260 410 58
490 333 4
323 438 83
255 289 68
251 324 92
408 356 78
439 286 27
216 188 56
198 46 90
145 66 21
261 313 58
8 54 90
84 45 51
4 47 52
264 276 85
59 119 46
498 258 44
455 394 29
195 18 73
285 498 69
38 203 12
397 400 57
11 165 19
317 323 93
103 181 79
180 183 57
207 213 31
422 478 6
469 342 30
277 268 37
294 454 79
4 157 40
2 34 16
459 415 66
417 495 41
148 124 64
440 489 64
375 352 35
456 312 45
294 275 61
214 139 24
141 235 22
426 474 44
494 394 34
157 150 82
474 455 51
452 470 23
424 442 55
341 425 71
214 32 13
20 56 43
445 294 20
100 203 87
145 15 72
315 434 90
254 364 45
247 225 5
257 271 3
305 359 4
346 335 67
126 134 15
240 175 23
119 223 75
64 172 96
461 418 51
282 345 8
57 17 58
410 394 71
297 390 29
191 156 91
194 91 35
150 193 90
491 431 3
372 315 80
256 257 2
347 454 27
189 176 27
124 122 53
380 306 48
409 496 2
237 231 72
415 425 56
208 238 16
454 365 48
440 329 36
446 412 3
74 3 64
147 85 92
371 261 93
73 215 79
301 323 84
431 300 41
129 246 3
491 271 16
462 372 9
366 351 37
241 232 28
360 403 93
453 475 74
132 173 58
443 347 62
218 213 5
84 105 65
102 96 16
39 100 59
470 357 55
13 121 21
35 1 16
353 421 79
41 131 48
325 473 1
123 122 50
473 415 48
240 32 40
348 364 83
265 492 91
36 230 3
242 131 1
408 292 53
454 439 74
242 103 87
19 174 62
116 34 77
124 46 7
385 433 31
404 269 92
407 258 56
135 189 25
457 299 73
98 84 94
492 282 2
214 237 37
325 264 73
50 233 72
60 69 21
267 494 35
34 191 13
118 30 83
479 478 79
356 418 55
318 267 50
52 114 57
207 52 6
85 161 41
299 400 50
148 118 51
143 52 30
332 339 25
350 268 60
102 85 51
9 191 40
141 224 46
387 357 45
287 472 15
307 408 13
223 61 67
292 438 65
149 190 55
159 143 87
253 486 47
429 359 53
344 365 48
6 131 70
327 486 59
390 252 50
51 169 61
393 470 87
152 247 66
340 395 75
89 69 43
108 147 65
228 159 83
349 250 46
436 260 27
212 249 48
321 484 73
219 196 88
18 68 72
228 147 42
116 157 63
456 422 99
89 7 34
450 444 96
457 256 27
43 176 73
110 50 13
25 247 31
65 15 94
389 407 78
398 390 36
35 10 13
357 469 76
50 120 80
244 148 89
306 298 23
241 93 17
249 12 82
160 35 86
359 277 19
68 85 91
189 98 54
232 231 14
267 462 23
18 147 44
340 315 64
334 490 85
11 215 41
247 31 31
63 153 58
459 343 61
497 376 61
315 342 35
349 276 85
446 256 14
251 386 91
315 384 90
400 349 69
29 168 63
357 394 67
389 438 10
282 438 68
202 18 10
447 413 84
186 130 50
114 33 57
109 173 76
310 387 56
119 86 5
439 264 2
85 37 40
454 331 60
204 125 72
76 95 85
232 113 55
46 175 45
69 156 71
393 462 2
435 286 55
220 198 20
373 263 24
122 221 50
112 70 58
491 407 56
72 25 62
214 131 88
105 134 71
371 399 39
326 442 74
284 411 43
310 329 92
49 114 22
337 344 59
383 375 87
410 366 7
102 194 20
47 64 45
445 289 91
283 263 75
466 474 6
159 208 8
165 132 62
402 345 45
145 16 9
292 298 28
97 137 16
282 341 79
260 373 56
183 134 25
265 257 25
110 125 91
209 108 90
64 183 60
449 394 34
473 331 70
422 371 59
61 25 79
126 137 81
179 82 16
32 226 73
345 448 57
376 321 71
55 141 21
306 488 43
420 360 31
171 105 100
75 98 79
415 460 18
356 292 99
499 291 84
411 492 62
87 73 5
252 419 70
120 179 76
418 252 37
347 382 80
425 366 55
