2000 10000
1573 1030 2
1592 768 50
1705 1498 42
1301 211 25
824 904 2
664 1357 88
37 1034 33
1113 648 1
1077 713 46
97 684 46
1908 1181 74
1635 763 70
1221 1107 12
831 923 44
1 1456 66
1369 435 12
1921 1256 70
1141 811 20
905 1986 81
906 1120 47
1189 1090 63
1698 192 38
600 201 62
160 858 79
402 60 61
1041 1211 71
922 1838 41
1722 666 43
957 1979 87
1762 49 64
1981 1646 35
115 160 32
422 14 18
1485 306 69
253 73 91
674 1722 29
929 97 5
1600 1085 12
1604 897 93
1253 1921 43
980 140 6
1846 977 49
262 1851 44
1474 824 87
1945 1037 24
1662 266 81
1930 1273 58
337 1169 100
55 855 45
1733 1265 52
1572 1141 92
1039 479 84
658 417 16
990 1135 13
1992 1138 1
352 955 32
411 1870 85
1007 904 19
1076 479 91
1888 201 18
1832 1298 5
1267 1635 54
101 599 27
1280 876 72
1545 1211 41
1823 650 26
1011 1619 23
1252 1457 52
1088 1946 91
871 650 12
1819 914 43
884 1975 51
320 653 58
158 1716 100
1839 50 43
898 1356 40
1209 200 97
587 1311 25
1957 1647 61
7 1498 79
1963 1686 4
925 1946 21
702 595 36
1436 1157 52
1886 175 8
248 653 12
1131 1553 77
974 197 75
478 944 73
1852 253 18
1074 1886 71
1499 876 84
1530 739 99
1358 1 42
1017 231 100
1631 1858 82
675 608 47
954 1011 55
1844 607 40
401 1508 69
1092 1208 97
132 659 98
1728 182 99
102 225 98
1159 1135 70
440 1414 77
1943 40 3
1397 37 59
1842 1546 29
841 1778 63
1479 835 81
1417 1041 1
43 1832 63
823 1900 42
590 1235 2
943 462 71
1856 1823 52
1148 1355 75
1941 1008 80
388 418 70
1065 1870 77
1249 996 43
1528 1628 92
926 1247 92
1469 1555 45
41 1311 57
1486 1858 75
618 1807 23
1515 943 2
1014 659 96
294 1784 15
1154 1009 57
806 649 7
1849 1963 88
271 1313 52
36 1218 79
1962 1313 85
1316 114 97
1073 1174 97
1043 1148 12
1442 1678 8
505 926 49
1776 72 78
275 1499 65
395 1137 41
1228 169 92
168 435 86
1878 1872 72
1798 1002 55
304 1120 31
936 1604 28
838 1838 31
219 268 8
1177 1566 84
851 666 99
1977 765 47
721 1401 86
1365 1921 86
1407 1565 11
1464 1369 27
382 1430 8
1190 1283 51
5 1092 7
1685 589 64
1351 1733 80
1980 1660 42
751 1631 11
1463 751 11
1968 1963 64
783 1986 71
1608 1992 85
260 471 13
1787 7 87
624 1121 16
324 900 61
801 348 16
1111 315 19
407 23 51
619 1469 19
313 1237 68
330 83 14
1523 950 24
821 407 1
1606 1041 58
708 898 7
1179 824 34
1303 1914 99
1598 1246 49
1275 806 35
1083 1656 43
1531 530 45
1248 1771 73
848 1223 54
98 1410 9
1845 275 57
1443 1678 5
1122 306 29
1158 980 74
604 324 91
785 1742 50
1151 123 71
1185 1071 69
554 1225 74
1939 235 59
1989 1892 46
1234 1407 75
1931 1716 2
1494 1524 93
935 844 36
1699 265 18
1563 925 30
1425 1807 19
978 49 49
836 1740 26
394 411 9
984 1736 76
1651 819 65
1542 187 96
1862 1573 38
1847 697 57
509 1592 24
1370 127 72
1078 1365 77
939 1649 25
982 929 43
1470 1033 89
1404 372 37
34 1578 65
1855 1414 38
750 1094 81
1676 1691 81
1466 1217 8
1674 1228 37
1694 926 95
84 411 81
146 1077 85
1434 1228 1
198 1914 7
1322 1012 61
1451 1866 1
707 1598 25
1042 1862 22
1993 1303 26
972 1464 20
184 1740 67
1183 1131 4
882 1217 81
744 1662 1
601 1963 19
1933 928 31
1581 629 9
1621 1646 24
683 1676 76
623 1676 3
30 389 34
1538 894 33
255 82 56
615 1219 41
959 1729 18
559 389 27
1764 1505 54
415 1566 54
1567 1855 61
52 178 52
1864 1946 75
1452 1754 43
104 319 14
1853 43 61
531 315 87
1427 1885 32
1602 1931 25
1828 1489 80
1453 964 42
825 1011 10
584 1418 44
645 1350 52
332 1184 77
1058 83 43
716 1192 80
776 607 96
460 1569 97
830 952 95
989 1778 11
501 823 85
228 953 4
1715 953 70
398 111 41
725 299 35
712 1169 12
1820 1155 10
1114 97 45
421 1915 40
812 196 77
773 445 23
48 384 34
1883 658 46
526 271 68
1375 1771 87
580 952 64
333 993 68
357 1039 40
85 1538 25
1670 756 55
429 674 57
165 187 15
1765 645 95
1706 389 12
1487 1621 98
1091 953 71
1290 923 90
1153 1537 56
1633 1483 70
758 266 82
1305 876 15
890 671 22
780 1474 53
528 1153 35
298 619 33
343 891 89
770 509 32
1146 825 1
889 1209 63
881 1855 25
1599 1157 24
1339 435 41
1815 1177 37
987 1214 33
1373 1275 24
1344 37 13
263 882 55
1768 706 20
1959 1986 85
1202 1772 70
693 1190 67
157 1494 6
258 111 97
1949 782 59
241 1616 9
153 1941 57
226 1292 63
1796 412 16
436 1986 58
1143 309 86
792 1423 11
1449 658 47
1502 501 92
1193 1441 83
112 654 44
150 330 91
308 77 93
403 114 100
1047 1209 27
1386 674 28
1895 1796 29
1236 956 83
1066 1898 14
456 823 16
301 1870 3
1106 1898 26
1998 1658 56
1405 939 74
1779 597 64
1086 157 18
691 1637 29
297 30 98
444 1449 29
1245 197 99
131 1686 68
748 1322 90
1533 822 75
1406 12 4
533 559 59
679 1693 17
172 53 91
269 617 9
1527 1647 98
1103 878 83
344 125 13
1543 1418 53
76 823 45
1932 863 45
1126 1742 30
644 1546 15
281 1465 77
208 1669 64
373 767 48
833 275 75
1983 1065 87
1501 871 11
507 1479 22
760 1815 84
1534 693 46
797 1963 10
1016 829 54
1173 803 89
1347 23 24
753 1201 59
1521 675 8
1907 1386 57
1652 801 21
566 637 77
967 98 94
992 48 8
223 891 57
1491 661 25
1783 395 88
1571 421 78
278 1705 68
778 422 7
6 1137 75
873 1516 69
1220 1684 13
1953 1457 64
91 390 24
287 1878 29
1100 617 37
78 1424 63
1732 539 39
350 1982 64
1549 1017 91
314 1059 73
866 110 53
1345 1736 24
1003 984 75
1821 1669 98
1215 1020 93
1144 863 41
636 557 57
665 1002 75
837 86 72
292 133 10
1402 168 85
622 1846 20
1055 1083 82
1337 848 27
1170 1762 54
1893 1071 81
1125 1963 6
628 1828 33
614 1915 52
828 1483 71
796 48 14
1312 1631 18
1116 501 72
1057 1116 54
1827 124 98
934 1953 60
494 1900 56
1496 1464 94
1393 697 23
1419 943 63
171 292 85
470 1121 91
1887 45 94
1786 835 53
656 1807 71
17 1764 90
284 1752 4
1285 241 24
1161 1252 25
1926 1840 75
541 1086 76
1868 41 51
1509 1135 11
433 1611 27
362 559 90
1130 1567 26
329 1008 89
376 1598 45
1630 944 97
515 1 25
1817 278 16
22 1154 47
551 1409 65
1919 1313 70
1461 50 25
565 1407 63
1264 595 48
1973 415 48
709 605 90
1894 1144 80
549 923 15
1896 1039 32
242 499 98
58 1884 28
183 796 2
290 1921 76
1089 1256 78
963 17 5
734 421 83
1680 132 36
222 1236 79
875 187 86
1723 1292 89
1554 1012 27
177 1174 53
213 1516 77
640 797 11
488 980 28
1053 704 36
491 882 64
1913 200 36
496 1543 59
1544 1885 69
1435 628 6
867 403 65
105 1578 38
991 215 93
847 914 12
1394 313 64
669 1554 19
1514 290 63
757 1208 10
1789 1684 29
1166 1302 46
484 592 98
141 1705 57
1232 1411 48
1468 150 25
221 1545 3
148 1823 20
1101 897 51
458 1553 13
1205 1628 29
1902 1609 41
490 225 31
755 636 52
1476 1047 84
118 415 67
328 786 28
159 343 95
1873 1016 44
913 253 87
514 649 95
536 497 46
571 1485 38
556 1763 24
1841 968 30
500 858 29
1294 1033 43
940 362 29
727 1810 84
574 1800 43
145 198 26
450 23 43
519 1800 82
1257 165 26
1576 1671 12
535 471 6
93 1662 30
1777 1864 31
1916 1514 6
46 1671 78
273 683 56
682 1038 17
1299 456 60
846 1738 44
687 1982 73
1204 165 87
120 1074 99
1791 1183 96
1734 1357 94
715 1435 47
1909 785 68
1741 587 90
1590 263 88
293 1245 23
1098 210 41
842 1855 51
1721 1486 39
577 707 73
188 1501 48
1561 83 82
1860 1122 84
1315 382 72
1128 1911 27
1072 1294 1
1657 1668 33
42 957 71
1222 145 40
1966 228 30
1880 565 85
267 773 91
1307 525 81
1069 287 9
283 516 34
468 206 90
370 1693 87
63 136 38
1920 1921 96
353 1101 27
1029 1599 60
1725 628 89
1139 63 1
129 177 30
1964 603 18
817 659 32
323 680 13
540 1888 74
790 1705 90
1023 451 72
449 756 37
1403 1245 7
1653 1533 100
791 14 54
632 549 25
113 315 83
1413 1072 47
742 326 49
9 46 64
1274 1597 63
4 1460 92
347 173 74
788 139 84
1467 1179 57
1389 661 58
1595 177 62
1577 58 48
931 725 80
1997 526 76
877 828 12
853 1186 20
1588 1653 93
181 1273 67
296 1380 58
1640 1841 48
1937 110 94
218 193 22
1589 137 50
832 1621 82
1551 1621 35
997 1470 95
233 1056 66
1824 1220 87
1010 1592 30
1005 1882 86
1650 912 62
717 941 47
560 756 40
809 1783 50
336 1896 62
161 1904 83
522 1763 35
1525 1449 14
1720 1584 22
1511 140 72
1354 490 76
1696 1584 65
1124 1146 52
1067 383 75
911 1904 60
1940 93 15
641 212 90
1231 1671 96
545 980 65
1547 456 85
57 1045 2
457 1053 24
410 1739 95
1539 359 54
1875 1220 31
16 709 45
612 568 29
1391 1531 81
108 545 43
1326 1940 58
1348 1674 55
537 436 79
62 1411 29
1744 1424 54
1060 434 50
1019 765 92
368 279 82
921 877 44
1709 1862 94
1340 241 14
1644 283 89
1804 1036 33
27 1315 61
71 1468 15
1481 1184 65
1244 1904 14
1948 1183 82
29 1199 94
885 856 3
1172 733 96
1794 1785 34
1843 922 90
1837 1316 90
581 1010 49
224 186 50
441 488 60
1063 1862 44
1226 290 68
90 108 100
414 926 27
1568 1524 64
998 836 98
1558 45 41
149 1370 95
399 149 100
423 928 33
1304 702 10
647 1019 40
95 1908 50
405 756 12
958 770 14
174 1571 18
1848 46 84
1645 1872 2
282 258 51
331 1685 72
1118 1205 25
1938 612 54
1520 1728 21
1731 1543 15
365 225 64
673 871 34
735 1671 61
1437 249 18
13 1953 85
1667 1090 38
1081 1608 67
453 233 72
1607 1199 37
1735 133 59
1317 1954 29
1132 1656 3
663 332 12
854 1219 91
646 1406 82
1994 1567 97
1677 1819 83
1119 1656 4
703 368 96
310 571 19
195 1072 5
80 265 70
567 1381 35
868 1153 55
1112 414 91
975 652 68
424 526 11
1814 1548 28
769 37 41
1196 1937 99
1239 1621 54
162 1246 62
1634 687 12
1379 744 88
345 1445 57
1726 943 36
1682 162 8
1922 1074 20
392 1778 10
385 1298 7
413 1595 85
1594 1035 19
1271 1419 88
236 286 86
1901 291 40
1426 11 8
1970 1566 87
579 165 86
473 784 33
1781 669 25
1254 1948 15
166 1143 92
879 1919 24
1395 693 4
349 1017 78
582 168 48
138 1302 45
119 1012 50
1574 1920 13
1171 1883 46
808 1908 81
10 59 12
1176 1490 33
995 969 100
1046 1983 60
257 500 86
1802 835 71
1472 864 16
1661 1520 83
100 1424 18
1972 137 66
736 1119 57
616 1633 17
1276 968 68
419 997 81
1967 1463 71
789 499 64
1935 1518 45
1751 791 23
486 239 81
576 531 31
1210 435 9
631 479 28
237 22 88
404 1112 54
670 921 75
1587 1686 31
1613 1059 75
465 785 99
1665 74 25
443 1271 60
1160 753 50
220 127 53
874 566 26
745 1765 25
564 1515 45
1593 1505 72
527 1073 14
1026 1247 87
920 607 32
1942 1741 22
31 1568 53
781 125 87
358 458 2
425 411 89
1200 275 49
1718 913 11
1438 607 55
442 30 31
1195 273 99
431 1962 8
594 1241 79
361 1116 80
961 991 63
1697 500 83
1708 74 67
467 577 37
1362 402 94
1450 40 70
1079 1362 73
1512 1423 64
426 501 85
1462 1186 45
430 1885 2
1455 1775 48
1459 624 5
861 736 31
1361 1669 48
723 1658 19
1874 623 65
87 178 92
44 618 62
1015 1365 48
979 629 89
1332 1850 71
521 101 85
1642 174 32
795 1741 19
155 1462 75
719 1361 94
1421 7 94
1206 41 22
1260 102 19
1420 1252 64
1320 281 69
1835 95 69
1617 818 11
1050 760 100
229 987 42
2 1290 14
144 1465 30
339 1864 93
276 311 5
1510 1025 81
1891 332 56
1748 444 68
1281 1853 3
611 1232 24
1492 1502 39
1027 1377 94
482 1937 46
247 1877 82
859 153 95
1871 834 50
1175 833 13
381 7 13
1319 926 91
988 1450 6
1664 500 63
1194 298 22
860 776 80
400 665 87
1102 876 49
1540 1245 26
25 370 27
951 844 35
503 1106 90
1833 1486 4
68 1474 29
625 1804 32
1142 1234 88
295 505 79
1774 589 12
106 968 64
981 923 70
1412 16 18
204 155 96
1761 781 8
1971 1729 17
1557 323 64
1334 1257 12
474 712 63
696 1910 5
1262 680 79
1552 1215 24
1335 366 97
1713 655 34
1928 1071 70
1564 780 90
711 792 11
1897 1749 93
1291 1646 13
1550 1640 23
318 1501 67
396 795 95
1944 1802 62
75 358 73
1049 628 53
1255 1725 22
1614 1449 51
393 9 8
1773 269 23
1958 200 41
892 813 88
274 140 3
1233 242 82
826 284 30
371 108 16
463 1982 22
38 1420 35
485 989 83
1519 616 68
1714 1791 26
737 1316 42
1526 995 75
416 1393 49
147 1491 70
495 1692 91
621 1845 95
971 1040 96
469 1132 46
1321 859 9
1324 818 15
1556 608 1
1745 735 88
163 513 77
1477 110 37
762 1498 54
1758 1128 76
1480 991 86
880 601 82
217 1041 79
1535 1725 61
915 1438 40
1308 530 10
1213 1775 26
1353 875 84
1829 43 38
88 41 58
1286 1660 74
965 1744 93
480 382 65
1372 1030 88
1711 1817 57
498 1419 35
1168 1231 20
18 879 1
1439 1823 31
8 343 50
1536 1785 64
408 784 100
942 52 42
738 984 80
724 402 99
243 447 49
1075 545 58
1447 1201 30
983 1122 6
1881 969 18
1360 1755 48
1341 310 82
1004 1848 25
1666 22 34
1562 934 48
1601 385 84
1082 1423 76
300 625 82
230 325 48
1104 443 62
1150 474 93
1497 383 45
1704 1646 17
1140 1466 26
901 1742 53
375 195 22
1444 1884 3
1416 279 25
816 655 77
1278 278 18
190 906 26
1681 158 39
1093 1397 63
1149 1538 52
327 27 85
1969 401 59
341 1302 99
259 331 90
506 459 67
1325 1332 22
694 1465 62
1269 822 7
1770 144 26
672 197 56
1654 1671 67
107 1848 5
573 243 1
570 1462 8
916 1510 10
1359 1548 26
122 125 32
109 1483 99
1197 1179 30
1289 1896 40
678 1006 36
849 1444 21
65 864 85
909 1029 30
583 1658 37
334 1311 8
794 1350 48
364 1246 67
1857 118 38
1297 844 50
1690 1020 25
1378 1478 44
409 384 56
338 1501 20
775 1365 54
609 1839 39
1044 874 25
406 1015 99
633 239 25
1876 1735 52
216 1895 24
170 968 1
1826 1103 99
1766 57 20
827 986 95
1368 615 82
19 1509 11
747 318 9
558 1486 47
67 353 80
369 1144 42
1282 658 47
1612 208 44
502 1061 93
1924 967 62
1167 1888 75
492 776 40
1284 1136 54
56 402 85
872 1335 52
613 284 82
1272 1128 91
342 370 69
1859 434 39
985 1066 56
642 382 95
1603 1131 95
764 1609 20
933 1661 15
378 1011 86
194 648 42
774 1984 88
1727 1606 72
1792 1901 23
1314 1405 54
1688 22 10
543 1598 22
1747 1351 37
908 957 15
1629 686 33
285 634 28
1279 1735 12
1327 339 77
1780 1480 38
1985 1405 9
461 894 79
377 1033 83
477 1114 7
1869 1989 63
561 988 53
151 212 54
207 249 72
1899 341 83
550 1990 73
1605 250 52
862 800 6
363 998 37
428 439 75
1087 1511 11
578 428 32
718 988 66
869 1850 15
1812 324 65
121 114 24
356 754 43
1757 1034 19
586 356 28
1022 1896 5
261 249 65
1861 484 99
902 1994 5
99 1289 63
1068 791 9
1808 1982 17
532 1891 38
1724 821 28
688 215 30
1277 862 34
1575 1218 61
302 1615 83
176 1994 16
1707 851 25
240 1569 73
947 996 12
1388 1640 64
692 804 41
1560 565 37
1504 1623 69
1147 1410 42
1918 416 93
779 500 90
66 835 60
949 1236 22
379 1959 25
1129 1551 63
367 934 23
437 1508 12
1096 856 36
690 1297 48
1659 263 18
657 1392 41
524 175 25
899 736 62
448 808 50
1191 837 34
593 1447 100
28 780 58
54 1150 17
1482 530 84
51 1520 16
1809 276 59
1834 1142 82
805 1223 96
893 1566 67
1801 146 71
346 437 43
627 1076 22
1836 1298 7
701 786 66
752 1829 63
596 1183 36
1663 1468 25
1385 1289 11
1976 345 27
896 1885 62
741 993 61
575 48 36
749 1464 3
1330 1150 33
272 1627 71
130 516 23
700 597 72
1632 1596 85
1207 386 94
1863 350 77
1805 1058 84
538 875 21
1300 1162 32
116 1959 25
1793 488 35
1702 710 91
1506 1067 10
20 1913 99
1955 1729 45
1165 806 58
483 1589 23
588 206 59
1700 1599 95
3 1871 41
32 505 2
1559 1426 5
1689 335 17
994 1921 91
1134 1115 90
1338 923 19
1648 114 94
94 383 47
732 1112 91
685 1397 56
1934 466 9
152 1267 19
1052 358 99
585 801 45
232 747 53
1672 806 14
512 1207 76
907 1973 71
730 19 73
1216 192 79
1400 1135 78
620 327 74
1110 748 3
553 1019 82
1387 1418 91
351 941 22
1242 1402 64
852 1234 64
1746 20 8
1717 403 70
321 623 17
1031 536 45
520 921 47
322 1471 54
662 1721 22
1507 775 54
1293 877 29
1224 1490 86
1995 1977 41
1951 501 76
1719 236 34
1054 1375 50
476 93 84
1363 1719 97
89 491 66
1018 568 45
1580 1128 9
591 515 40
1495 1272 23
1399 790 84
729 1141 51
1822 1762 11
635 1116 10
772 1845 50
883 1598 12
1903 1670 86
35 644 61
1021 514 59
973 1387 38
1318 485 30
548 1254 67
1376 934 99
938 1222 44
1927 428 73
937 1191 61
1743 691 2
454 1398 55
209 925 66
1991 201 33
850 1301 55
1965 161 28
1203 74 46
1488 1755 11
960 1246 15
1095 1076 2
1867 296 68
1750 6 21
446 1347 84
962 959 85
807 1082 58
455 600 93
277 527 16
1639 1463 8
167 25 47
924 1706 15
932 445 73
134 1611 8
1484 342 74
1790 839 97
126 1042 31
546 747 100
1070 1871 14
1889 1892 8
1917 1776 15
676 734 74
1064 350 77
1227 1590 69
857 621 17
1108 1662 16
1097 1927 86
602 1274 47
820 1810 39
1109 413 13
1522 1512 29
1431 6 78
598 382 90
1626 578 83
1446 329 28
689 1937 51
1454 1594 81
234 1662 49
542 1205 33
391 349 48
759 29 98
799 1161 32
256 488 84
1610 1075 78
1458 540 14
743 911 44
227 287 23
475 1979 14
518 842 86
246 659 93
1625 1693 10
504 1850 90
79 294 78
1105 1084 56
552 1487 10
643 1158 39
1287 1715 30
438 1766 64
238 1302 3
1529 320 15
1999 1413 81
1799 758 31
1001 894 25
1923 1674 14
976 1584 80
1000 258 49
135 1084 56
630 165 34
251 478 21
1240 1571 41
720 1093 65
677 1345 52
203 356 2
254 1867 20
69 187 37
1374 41 66
117 861 45
189 390 87
1947 213 33
610 810 29
1906 1205 75
270 678 22
1618 1292 26
840 509 86
845 9 79
1133 976 45
81 1905 48
312 1395 2
1048 676 46
1695 1947 48
1701 1882 81
1806 1410 12
39 127 34
191 85 92
606 1435 93
1180 801 87
1473 1548 9
1366 1858 46
508 991 13
1028 123 91
927 1487 24
245 1319 76
1163 1798 41
945 1778 10
1117 900 38
1187 1046 28
1865 1649 47
1367 1541 80
865 1370 40
1333 1584 2
205 873 15
1756 1174 61
1818 513 71
397 1866 3
1831 1037 19
1352 189 48
1343 1256 31
1978 1854 14
1178 1266 7
1830 114 71
1080 1789 1
1250 480 12
1960 1790 83
1513 1129 27
374 577 38
714 958 85
1675 1392 45
142 597 99
360 1608 24
1270 1614 42
946 195 2
1383 352 69
103 726 65
1475 984 27
1268 1051 98
317 212 70
1428 981 47
280 1884 80
305 1937 74
1062 819 80
143 16 45
1238 1518 29
740 1127 90
1879 820 12
547 1238 58
1816 773 91
481 88 69
1429 177 83
1396 928 34
870 1763 46
843 193 90
895 391 42
660 1459 2
1620 488 39
472 1921 6
1673 529 52
355 1420 24
1448 1150 42
1263 495 51
340 292 88
919 1795 58
511 465 26
917 1685 40
1624 100 25
1408 500 69
517 1198 5
888 1688 75
1683 1534 51
1390 1835 60
1974 1162 71
1987 343 61
681 914 45
1936 1380 60
1769 1025 91
1532 1495 94
1230 1468 35
128 974 35
1384 268 59
1679 1597 55
626 19 51
1988 1497 87
1013 1280 46
1212 1143 78
264 1873 74
1500 1612 62
569 1297 54
452 1081 74
354 1253 42
1329 617 85
15 249 74
534 61 40
1996 1745 50
886 767 78
1710 994 18
464 1041 3
651 1631 74
1258 274 12
1433 172 47
814 574 13
746 526 22
1813 1603 71
639 1651 61
420 733 17
787 1209 28
1591 1423 82
638 1107 53
1493 1570 50
918 1676 5
288 1438 27
1579 364 95
699 795 55
563 711 70
1950 992 83
1309 1976 82
761 408 98
252 797 76
1342 1935 56
1687 249 73
26 1056 98
1251 1519 45
