500 2500
351 361 6
238 337 55
420 447 36
122 458 86
236 93 72
118 386 74
119 7 19
372 46 73
466 351 50
49 385 68
66 112 44
454 344 79
430 221 62
293 465 18
41 392 53
121 372 20
97 161 46
383 162 50
444 478 52
497 254 33
31 357 47
269 183 67
358 459 96
48 376 49
238 91 2
365 345 38
329 114 88
278 369 70
128 150 70
311 12 61
176 422 17
221 287 51
296 369 41
283 271 26
313 87 69
285 316 3
234 465 25
422 464 84
73 370 5
1 358 39
77 238 98
268 254 8
137 14 15
414 484 5
243 199 80
347 65 12
415 464 9
10 358 92
496 174 44
352 392 55
338 27 79
405 448 9
180 323 85
218 477 67
440 245 31
147 347 36
211 237 84
100 233 84
74 330 40
249 98 77
150 71 55
27 279 87
358 23 60
165 107 86
289 386 64
418 0 4
152 272 8
50 139 85
176 324 42
170 81 66
138 274 35
50 258 43
127 449 34
170 17 43
327 284 71
227 329 79
194 58 96
457 221 36
67 13 44
141 118 78
158 390 4
50 55 51
298 31 65
370 367 84
130 497 76
402 423 93
430 271 16
48 112 68
486 244 96
204 214 76
391 72 18
183 97 90
329 404 18
382 12 77
446 496 62
403 412 69
22 480 99
324 0 79
114 241 12
409 447 68
169 381 83
129 164 67
37 133 42
250 55 37
381 276 53
87 334 87
34 65 91
106 462 50
432 271 47
428 455 39
373 299 88
320 497 10
93 475 3
282 214 2
345 34 73
194 82 81
4 362 95
367 113 95
391 71 73
492 301 51
368 169 47
486 396 61
386 353 32
416 265 73
260 108 82
262 382 40
92 305 36
426 415 76
126 187 15
310 459 60
285 446 22
204 183 22
107 154 34
245 274 27
205 166 3
162 245 40
259 252 81
23 43 91
449 81 92
159 168 70
96 144 43
474 470 32
140 348 5
357 227 76
374 431 36
310 15 31
345 423 8
380 312 15
133 23 65
128 446 80
279 97 99
218 47 77
289 83 85
78 32 70
115 165 86
279 72 82
441 496 67
66 69 20
361 9 86
111 115 74
271 292 53
238 227 94
284 138 100
287 15 77
268 352 99
374 150 99
133 358 46
451 329 24
424 476 87
88 398 43
345 486 81
5 230 30
318 412 47
444 82 40
17 188 28
84 85 53
251 469 78
342 489 80
330 312 27
348 161 87
275 499 28
188 455 97
137 303 85
351 331 45
77 307 22
289 181 13
22 469 7
238 369 81
189 122 14
76 67 95
184 467 75
320 228 34
499 272 12
398 43 47
261 221 1
192 426 91
240 187 4
465 445 66
496 238 47
11 262 71
264 184 95
167 460 39
493 122 15
354 304 26
499 306 4
393 141 42
409 368 28
224 109 25
184 5 85
44 433 65
279 428 97
329 474 58
203 232 43
2 7 44
313 257 85
370 382 24
268 59 56
235 176 86
67 287 28
239 247 66
95 53 14
205 336 47
369 244 86
13 216 68
367 129 64
425 488 84
208 30 62
407 224 64
293 47 2
435 338 50
155 293 94
484 235 62
322 166 67
301 102 30
424 216 35
51 169 71
365 373 23
215 97 88
235 2 4
266 248 11
389 248 66
152 438 43
493 8 54
224 227 24
30 396 51
82 303 94
132 384 15
95 486 3
153 180 95
463 314 36
350 288 85
353 241 3
441 265 65
19 462 62
235 324 7
479 253 17
181 78 11
315 284 42
53 166 4
94 135 83
427 201 68
60 467 57
39 147 63
247 359 27
303 57 39
109 461 18
238 111 23
344 205 20
222 168 79
83 136 82
189 55 2
44 337 96
386 349 16
71 294 68
176 319 42
344 200 32
255 127 62
179 52 30
68 492 61
486 386 75
404 445 41
322 489 34
397 112 94
323 98 71
388 150 78
1 64 38
157 140 94
251 489 75
16 314 40
294 219 74
429 467 68
1 136 87
66 411 67
239 244 97
406 168 54
438 406 71
215 258 26
93 143 44
447 235 79
102 378 38
431 453 52
173 216 76
262 481 70
378 238 67
238 294 46
449 448 18
389 130 13
229 421 8
283 66 15
216 366 84
474 485 43
29 155 74
49 284 29
54 33 83
106 338 66
345 26 62
375 226 87
351 15 77
300 285 53
275 185 7
342 0 10
258 373 92
288 173 43
44 226 47
371 311 10
492 37 31
319 486 1
415 57 71
103 395 79
75 104 20
277 184 100
77 363 42
143 15 50
338 225 87
205 51 7
466 255 55
31 316 88
213 388 8
42 59 39
62 221 92
428 229 4
425 308 76
263 157 54
319 328 65
324 247 15
367 96 17
116 275 21
9 230 22
424 288 94
281 158 59
353 11 46
382 366 32
21 236 79
102 258 89
398 47 71
474 328 73
163 419 43
398 353 79
481 210 87
332 445 30
111 477 90
233 367 40
299 387 57
198 6 99
489 23 29
384 72 52
51 303 9
159 236 40
399 166 73
376 211 11
478 493 84
96 453 84
357 228 68
236 202 74
270 431 51
168 262 95
149 9 45
490 407 85
70 104 78
182 148 2
462 470 81
423 462 99
28 86 67
290 203 57
119 478 33
124 108 7
372 462 18
50 138 61
154 233 95
433 310 76
340 202 47
215 184 11
115 10 83
296 315 63
287 364 99
359 379 72
481 187 23
212 464 12
227 391 7
117 427 54
146 117 8
311 301 26
477 12 48
436 414 55
139 44 71
165 27 47
415 59 42
268 424 47
58 413 36
153 61 81
421 343 15
271 433 76
172 270 93
238 186 37
498 359 68
271 54 57
381 448 87
449 149 66
87 485 20
197 373 49
236 182 64
361 484 35
307 110 90
348 53 23
230 47 20
15 436 59
413 499 38
370 458 59
126 141 4
358 315 48
7 399 12
318 341 8
350 473 3
153 408 39
423 218 79
114 127 30
92 85 86
372 2 35
186 185 57
270 402 51
350 192 59
410 168 39
201 344 56
451 163 38
461 20 33
336 3 83
321 293 95
413 339 45
348 263 70
410 177 46
91 322 31
79 405 17
33 420 78
286 279 17
406 37 44
149 338 75
337 369 64
34 435 3
490 17 52
341 376 47
434 25 67
493 429 29
297 65 40
297 480 33
131 92 43
162 324 95
280 86 20
153 443 98
452 128 99
16 244 10
247 221 88
124 408 11
147 476 39
386 199 49
406 198 55
332 320 37
223 439 42
250 257 70
369 425 48
10 123 11
211 490 46
394 116 85
31 171 96
42 319 60
219 98 40
464 397 32
100 310 84
400 35 9
319 310 35
419 313 18
109 173 20
84 475 79
161 34 74
190 289 31
141 491 21
312 59 55
67 301 70
296 114 57
62 198 43
458 410 31
398 437 45
207 312 40
401 145 23
314 185 58
498 92 21
30 354 57
207 232 69
3 256 48
274 493 69
66 70 32
401 259 3
118 197 23
443 492 15
421 395 77
359 131 54
301 19 38
233 114 42
394 245 92
185 143 33
53 243 4
150 237 39
53 109 21
202 376 40
30 467 90
252 355 80
63 318 57
391 348 93
60 455 61
257 412 76
83 268 57
161 477 79
442 294 90
318 2 22
144 384 26
64 311 17
180 321 24
130 121 33
338 121 33
196 470 94
467 375 33
390 428 73
95 435 21
12 491 60
217 461 38
147 346 37
419 345 52
5 258 82
284 389 45
78 319 89
141 144 87
257 121 59
47 103 92
480 206 79
174 438 18
67 101 64
375 56 23
325 80 41
164 25 55
103 113 82
101 347 96
395 452 37
259 156 95
158 252 82
160 49 3
389 358 70
207 81 80
80 472 58
31 57 78
341 74 27
374 16 42
466 441 30
249 145 30
487 325 55
130 347 16
416 244 47
176 352 31
0 307 56
476 245 16
164 104 7
224 89 47
273 101 36
399 254 58
252 428 18
296 21 86
217 118 90
452 306 35
393 328 69
213 486 27
301 25 62
147 30 50
309 286 75
239 232 79
135 413 53
415 65 68
121 101 85
313 153 50
5 153 52
84 138 97
157 359 94
477 388 10
245 156 11
9 104 81
192 460 12
476 42 52
122 149 1
458 475 14
7 215 92
321 482 75
318 116 100
255 429 83
265 209 64
136 283 45
455 34 11
63 486 76
313 423 89
60 70 58
416 259 25
169 118 87
82 81 78
345 357 99
417 234 98
128 237 51
3 414 50
85 349 81
75 288 20
181 117 16
282 125 53
229 332 88
363 212 86
400 70 27
369 187 15
385 418 39
452 448 13
335 30 16
27 325 43
98 206 59
225 43 28
317 191 93
243 113 42
4 132 25
172 69 41
254 262 92
306 482 8
90 341 49
379 309 58
493 494 61
15 452 10
458 48 82
361 148 30
133 193 38
228 495 61
147 372 61
97 172 12
351 40 87
194 44 7
341 420 31
302 281 39
14 332 8
132 187 22
184 38 82
143 92 46
131 415 99
325 457 85
175 167 89
441 10 100
168 456 22
247 74 23
173 86 33
286 287 10
352 120 84
375 44 54
354 427 91
459 100 2
184 157 8
268 204 56
329 83 47
186 361 2
363 147 22
128 317 72
252 371 50
31 488 1
185 409 56
186 476 100
446 282 22
295 259 66
364 92 77
290 71 86
5 414 92
412 394 67
415 367 100
172 8 76
78 323 21
24 375 62
248 218 64
118 28 86
186 195 55
85 198 66
468 210 11
101 235 79
161 85 22
157 124 94
466 332 19
295 243 97
5 128 91
162 315 34
282 468 90
202 146 57
45 111 48
128 211 74
335 119 81
312 428 71
18 292 39
47 0 53
212 374 3
175 73 38
191 150 55
356 203 72
486 23 88
113 491 53
140 280 96
400 360 9
374 74 82
346 458 31
468 271 16
261 26 19
138 410 74
149 496 94
293 220 89
312 254 7
325 342 28
248 435 39
121 328 74
256 362 88
188 75 91
147 288 90
353 426 59
250 169 31
482 145 78
285 101 87
123 130 70
334 66 97
224 364 49
321 485 15
410 349 20
33 367 66
80 47 47
3 151 99
192 432 52
212 209 90
448 10 53
471 345 91
382 166 100
453 48 26
17 117 61
424 81 37
85 338 48
258 149 92
22 113 26
362 63 93
276 249 19
41 436 87
301 376 38
332 492 59
111 55 67
299 272 18
77 460 38
343 413 89
245 456 53
106 372 62
411 72 22
75 357 33
284 158 58
380 475 63
49 23 8
484 325 40
136 434 96
278 10 29
177 275 12
436 286 38
418 65 87
86 26 97
184 150 60
112 70 55
390 397 97
405 184 37
338 447 87
101 488 46
476 124 29
65 15 67
158 55 51
206 277 69
385 41 24
199 385 49
443 102 17
155 31 17
196 486 61
341 495 33
166 230 96
141 325 76
153 470 83
39 340 92
32 100 43
409 398 29
86 53 50
372 318 95
112 411 90
143 60 83
102 145 4
188 463 21
205 109 2
245 329 90
125 244 55
304 147 73
13 28 52
224 196 64
16 329 74
418 490 27
493 230 51
59 309 56
397 208 88
467 302 78
358 298 4
159 371 54
298 442 65
480 203 66
363 385 91
112 232 74
188 9 77
262 138 36
462 144 37
419 116 6
169 176 32
470 8 91
364 463 49
271 15 36
182 191 83
316 27 68
415 105 7
45 436 41
55 59 13
230 217 54
355 167 27
45 230 96
272 258 42
42 481 45
325 171 75
493 17 40
336 102 9
5 254 17
21 9 42
406 218 97
17 205 53
384 269 56
105 54 14
206 369 16
121 375 27
321 91 81
66 402 83
95 58 4
489 436 8
371 191 40
489 326 86
390 229 70
107 118 62
362 8 59
380 68 85
364 268 66
62 258 6
180 48 93
246 199 68
239 256 26
430 139 29
268 87 49
188 247 28
497 28 37
453 20 60
393 80 78
222 248 24
286 40 39
55 172 62
104 35 57
94 53 60
413 321 70
47 105 4
238 244 100
346 155 50
217 302 86
348 336 17
5 135 39
49 356 87
290 105 90
356 338 40
15 246 35
269 295 26
5 322 89
299 390 53
122 496 42
46 380 12
484 159 89
420 418 56
94 374 64
34 188 70
262 194 38
226 94 37
324 464 92
396 496 65
294 26 63
325 13 66
299 285 39
290 301 8
98 358 98
201 254 70
163 324 51
367 349 20
410 197 34
150 87 26
171 387 23
216 188 91
351 340 51
26 70 35
264 175 96
182 12 82
156 14 85
403 108 10
255 394 39
240 198 38
229 361 41
185 11 97
250 353 26
371 147 8
207 242 13
299 279 4
192 114 14
408 136 24
126 110 35
126 6 72
447 114 54
456 127 46
37 93 6
327 60 28
258 119 67
54 104 74
268 38 57
71 423 5
446 469 59
259 381 88
308 332 84
458 337 72
423 377 78
126 109 12
90 204 48
61 485 57
336 331 24
325 205 95
255 182 49
258 180 71
497 277 1
15 105 52
178 396 67
251 369 42
185 297 46
474 365 53
402 64 78
192 135 12
382 384 71
425 455 67
135 4 3
135 482 40
248 102 30
311 208 90
152 177 41
491 497 34
489 238 80
121 355 66
31 131 7
179 13 23
71 443 62
84 274 20
211 466 34
143 390 74
298 178 66
76 399 81
462 211 60
17 181 8
360 159 78
397 236 92
134 469 82
225 451 84
435 449 51
160 156 99
51 267 99
178 490 65
213 409 46
483 71 88
342 382 15
49 358 77
134 40 60
470 9 62
488 396 68
60 203 6
426 228 37
73 311 10
70 191 68
305 226 68
101 161 29
14 265 88
433 333 3
54 246 86
193 149 6
136 456 91
279 257 67
392 70 59
232 278 33
143 268 81
145 492 46
243 46 4
76 426 80
340 338 45
214 210 97
240 470 59
372 241 45
484 65 79
337 251 87
103 139 35
224 274 82
233 475 57
416 429 72
12 96 80
64 447 73
193 271 100
400 262 81
347 458 83
297 215 87
234 204 63
280 472 20
366 282 23
498 149 24
499 439 94
305 143 87
238 340 9
163 499 69
64 377 77
489 289 54
322 402 56
304 374 72
220 66 70
300 83 29
249 391 60
33 100 42
471 37 62
418 430 4
385 208 10
189 264 64
146 346 35
87 416 53
5 389 14
255 39 60
323 127 19
452 42 55
116 272 50
318 370 7
145 298 62
20 211 16
467 91 78
47 152 46
487 207 10
83 172 95
402 376 29
90 360 86
258 85 47
438 227 13
141 107 19
289 332 89
35 192 43
350 399 23
23 208 66
157 497 94
211 359 43
436 301 9
488 406 24
99 178 60
234 139 84
434 320 93
250 123 54
482 491 96
330 152 17
207 38 39
420 390 34
133 411 22
121 399 45
192 23 73
447 91 27
447 298 47
295 147 43
67 381 52
435 158 86
368 78 97
446 414 17
194 298 29
379 420 82
126 366 59
440 447 90
185 26 41
11 399 24
145 440 79
490 489 8
268 125 49
270 30 73
253 496 2
367 414 2
433 213 99
101 61 2
131 0 68
119 98 86
282 485 27
1 50 58
421 368 26
355 492 10
272 184 77
319 129 24
224 112 66
211 367 27
110 151 32
38 354 97
250 68 69
49 113 91
405 447 72
241 358 44
219 257 50
68 163 63
490 313 1
379 377 73
87 168 62
302 223 74
343 171 33
268 465 72
312 29 67
487 176 97
364 66 85
116 338 45
221 336 45
424 287 72
204 270 76
498 423 24
389 492 46
313 499 3
470 216 80
249 146 28
156 373 60
77 273 91
286 112 11
86 264 84
455 373 13
4 55 9
407 405 95
301 60 85
3 145 31
43 270 85
219 334 7
469 314 25
63 38 94
480 262 24
434 271 23
324 440 61
351 442 56
13 334 67
368 206 26
485 258 2
57 116 76
319 130 12
435 342 63
149 196 61
94 175 30
116 442 60
105 112 1
429 381 71
245 420 15
237 192 15
374 33 73
393 273 17
277 472 72
223 482 52
173 24 79
23 346 82
217 161 46
486 106 45
309 369 72
447 240 24
161 373 38
448 371 18
129 88 39
118 225 9
83 452 39
212 469 14
265 371 54
335 286 22
456 371 69
305 160 12
400 254 4
181 188 70
365 494 72
2 454 68
99 5 98
207 453 89
315 416 58
129 91 82
210 4 63
443 470 36
460 47 18
388 499 79
347 393 21
302 71 81
95 46 58
477 23 27
20 192 78
301 203 8
71 494 36
449 181 47
307 443 39
220 131 33
376 201 66
212 134 72
445 209 73
160 261 10
307 255 59
60 262 71
267 419 78
108 300 52
296 387 75
120 348 99
390 57 11
68 35 14
169 457 11
189 95 48
105 36 84
143 188 81
126 154 9
410 273 26
361 366 80
371 372 55
332 301 19
53 17 55
261 340 76
126 341 28
260 214 62
419 361 38
120 256 47
261 99 40
458 90 4
442 379 61
428 330 72
372 44 64
31 304 67
214 5 73
478 129 72
490 255 62
163 315 61
377 253 44
460 347 15
290 92 24
223 433 44
492 306 10
398 331 86
420 331 48
479 456 2
390 297 81
381 35 23
391 170 34
384 365 75
349 323 52
462 129 1
418 9 16
407 314 23
304 449 18
67 290 98
170 402 67
74 465 92
148 14 7
252 133 55
286 154 20
43 463 32
483 257 92
318 291 40
119 243 61
434 239 17
119 235 87
297 17 69
305 155 60
113 378 45
303 243 26
176 459 10
311 30 38
65 126 55
82 213 51
273 170 72
392 341 8
87 63 63
478 138 39
49 100 94
278 45 95
123 444 12
267 227 33
40 183 55
333 368 94
16 286 90
347 351 3
35 175 11
120 133 43
323 305 21
175 445 91
381 393 88
255 165 4
362 75 16
330 19 28
300 254 90
372 483 62
34 420 85
324 400 97
55 360 9
421 172 38
307 75 6
295 402 92
372 450 97
378 225 33
310 321 69
379 202 73
114 360 30
343 50 31
332 167 9
484 10 5
420 298 6
495 380 90
362 368 14
237 191 31
264 59 65
42 99 5
13 66 39
453 140 11
491 323 71
217 194 4
433 198 7
458 166 77
466 2 29
385 204 93
273 487 81
294 452 16
360 143 90
46 452 4
130 46 65
81 359 8
320 499 29
177 80 17
22 156 97
394 380 59
36 335 33
73 332 87
91 487 93
466 18 1
91 366 13
450 58 98
457 299 28
451 484 51
341 349 87
217 281 50
343 457 64
212 36 31
37 35 21
198 324 45
227 147 14
284 179 20
130 66 6
244 212 80
120 365 84
54 190 29
432 83 45
156 386 1
169 354 98
478 314 48
120 26 26
44 88 72
124 268 39
88 466 25
13 496 34
414 451 27
304 406 79
126 258 59
242 26 29
282 119 26
328 186 54
375 23 28
165 44 46
297 237 31
295 448 4
402 209 32
290 375 91
110 266 69
209 348 73
171 494 8
299 315 79
348 493 49
188 0 91
164 380 35
258 370 35
276 274 51
405 36 86
367 26 43
157 465 70
215 286 9
458 246 51
346 209 46
464 145 1
236 142 38
474 497 54
244 137 44
290 445 57
196 144 12
267 495 2
11 373 21
36 261 94
71 256 35
493 351 84
228 499 28
79 12 34
40 272 90
442 495 79
445 369 11
454 24 12
404 13 78
163 366 28
461 440 96
314 283 1
376 219 57
316 328 100
333 264 85
481 128 61
236 195 43
366 332 24
154 407 66
445 64 51
416 195 17
496 181 29
5 75 19
298 140 45
339 46 62
355 22 52
306 419 68
487 55 84
446 18 46
33 206 74
279 481 55
482 302 64
167 323 63
221 390 66
495 100 38
140 101 61
187 90 90
311 72 60
463 166 64
121 258 71
319 441 93
136 340 37
246 44 65
84 453 92
434 429 18
76 47 9
319 487 77
463 298 63
244 447 96
387 15 24
383 470 46
366 43 97
36 464 43
458 49 55
410 377 22
117 448 79
405 306 61
26 321 45
434 47 46
489 58 76
11 434 12
395 14 8
174 352 40
437 291 99
60 451 20
121 10 4
333 402 39
330 297 27
45 252 19
232 161 57
275 448 44
228 59 69
181 309 22
210 232 14
347 356 53
396 7 62
313 161 14
109 107 35
304 189 47
177 283 78
223 227 65
83 406 50
372 361 57
233 2 4
107 398 91
243 341 58
462 261 7
234 8 12
2 163 52
329 94 37
152 134 77
111 430 62
274 182 26
400 388 1
72 79 71
96 486 56
384 10 28
293 449 67
59 241 95
254 57 75
381 107 10
9 204 97
13 32 65
70 324 62
212 122 58
80 153 89
295 266 44
53 234 27
154 317 4
459 480 69
259 264 83
415 481 54
470 333 21
77 428 34
484 197 75
484 474 70
22 387 81
62 150 97
112 77 99
133 241 19
118 19 12
269 491 83
396 346 63
460 91 40
340 492 10
260 300 53
123 483 17
40 235 75
491 448 29
350 436 17
397 122 80
426 215 50
229 136 79
449 485 54
85 81 3
496 258 19
341 304 35
66 197 83
326 213 63
275 70 42
102 461 4
430 459 100
418 119 17
154 281 53
180 83 82
344 391 95
395 310 37
498 328 86
487 108 49
43 370 40
371 169 65
291 332 49
417 134 100
280 257 61
14 425 95
169 277 45
116 461 95
164 428 20
428 138 38
407 152 67
104 499 16
291 387 66
11 363 10
