10000 50000
7921 4794 76
412 7020 94
1185 2124 3
6116 4675 18
9784 6252 64
3519 9843 98
8698 5423 56
6486 7238 12
3013 3200 78
7216 9721 92
4378 3578 38
9019 510 16
2814 7840 2
2305 1408 17
3026 8198 65
9426 7793 26
7687 4252 20
3638 8249 82
573 1249 75
4315 1433 90
2073 7492 86
6229 973 41
2252 5113 54
6318 4197 81
7706 537 56
3864 6972 39
1982 3026 49
7586 5429 37
5343 3061 7
7038 4122 20
2579 9414 32
6600 9383 66
8440 6642 41
9668 415 47
6440 1884 22
3098 573 17
5788 4197 69
5441 6809 57
3658 6127 48
6828 6640 9
5773 2792 1
1638 667 59
3088 4714 73
7482 1886 24
1331 3369 24
5130 7793 50
8711 1886 1
8322 3316 63
2051 4561 6
7131 2159 4
43 7304 60
2810 7312 87
6566 3685 1
1312 6801 34
687 7766 93
8185 9019 57
7033 9642 11
943 7799 26
5502 7327 73
2107 8900 7
5867 8909 45
1108 5804 4
1595 7565 48
2595 1674 19
68 5804 75
3428 6947 78
6549 1847 12
6412 5112 4
2660 537 82
8252 225 81
1995 6370 90
8591 1654 85
7201 7238 72
4126 7687 75
3289 3650 46
9336 7565 87
5748 5518 76
9275 3088 37
3321 8709 84
5321 3888 60
1223 499 72
6794 4030 68
1375 3060 3
3418 5402 96
3696 5663 24
2574 1437 21
1634 100 95
3915 71 48
8214 761 51
4265 7021 79
9556 4807 24
1362 9526 88
9780 5931 98
1614 3998 17
5710 465 50
9397 5963 24
2816 4807 82
2120 4252 10
6435 8845 12
8270 6001 7
3340 5663 76
5959 6508 7
5264 9831 31
8934 8170 72
7303 5204 20
3802 7308 77
6841 8252 98
3952 5663 30
6598 2845 68
8367 7626 97
8944 48 22
8793 4354 45
7540 7492 75
228 5570 93
6163 1847 8
2545 5502 81
3405 53 13
5396 6357 46
481 7131 75
8786 3458 28
8199 1577 31
1081 2401 54
9710 1901 61
239 4783 36
6356 4264 29
2168 8793 84
9169 2159 47
4897 9952 72
3895 3935 73
2596 6753 73
849 1847 3
8767 5130 30
44 9379 27
8844 3316 59
2759 7136 19
1155 201 7
9644 6370 44
8102 2159 13
6018 754 49
9507 8067 16
3968 68 73
1329 8924 63
6521 6284 42
3581 4265 61
784 3580 3
9790 1407 16
8893 9828 29
234 2814 33
2461 9500 6
7229 6126 60
4215 3289 70
2585 415 83
7663 1433 87
3691 3344 62
1895 3284 97
5470 7082 61
8943 1375 4
894 3221 89
3368 4714 99
3303 3802 52
5679 6947 13
478 4953 84
9983 8322 53
6922 9078 100
2914 1145 2
9749 1364 92
8022 9497 33
8427 7880 70
1379 3458 69
3173 7303 54
7074 6060 66
5517 808 82
3000 868 6
3822 5867 43
9600 5296 77
8951 6126 33
3325 9560 7
1212 2914 9
7190 7308 52
2335 1031 41
4336 2258 91
2563 9604 92
2985 2272 60
2573 8456 37
8859 6476 49
1570 3416 56
3242 5307 72
584 1441 68
2873 7580 11
1733 2304 15
8334 8934 9
7841 5040 79
6818 8135 29
4338 603 14
5232 5829 61
7591 7082 54
640 43 22
7160 4336 2
2886 2384 94
6666 9404 93
6996 5502 79
4578 8900 100
8648 5470 30
9574 5748 64
4856 4126 24
9146 5296 88
8535 7611 2
8171 8198 80
7403 6794 100
4506 1386 3
4084 4684 13
2658 5570 65
6745 4480 1
430 9507 90
8671 7626 88
7380 1158 44
3682 7268 23
6967 602 27
7236 7268 13
4673 53 88
9494 687 92
7643 8102 55
9292 7045 2
7963 5541 98
408 7345 86
2770 9642 72
5188 7756 84
735 7626 7
4668 1108 78
766 5710 55
109 2596 10
9059 3314 23
5878 4062 41
3052 3104 13
9782 9083 13
9727 9743 5
5000 4215 87
3337 2985 35
6165 395 27
2665 704 7
1013 3390 49
9077 3573 39
8713 7938 22
7051 5710 36
9719 6033 60
3891 3864 69
10 4315 63
9189 4675 78
919 7308 45
9489 9584 69
4782 9499 85
7358 481 55
6826 3885 77
3260 8959 73
3425 2335 9
1184 7637 57
931 7938 24
1941 8786 5
248 4668 98
9479 8767 68
3598 4757 19
7150 1494 45
3536 7312 60
1165 6898 52
4781 8178 32
4155 2768 51
1461 1527 74
4213 5402 66
3297 792 22
4982 3458 43
5898 5272 21
1399 9660 41
8121 4529 99
911 6898 24
5158 9077 85
2783 420 91
2616 6356 43
5865 2124 26
6893 7482 4
2163 9059 51
3142 2792 80
5790 5672 31
9993 8839 28
2650 2073 46
2527 334 94
3102 9350 80
730 593 3
1358 3314 68
3119 9304 6
2740 9571 67
1344 6356 58
5839 3216 25
1462 6518 81
7927 1577 60
4993 7478 25
663 8550 14
9741 7492 27
8972 8845 22
4431 2092 62
5487 8981 98
4463 7448 22
5164 2981 65
7699 3836 31
6079 8102 92
9989 8944 10
8284 6712 39
9835 1995 66
6849 5057 61
9476 7139 7
5964 53 64
3283 6284 17
2500 6729 76
7351 8785 52
1294 1362 72
6477 1595 33
8027 4126 48
2075 1909 80
9760 2596 37
4240 2945 68
416 7201 6
8347 7329 25
6174 6687 79
904 8864 85
5079 6478 41
9733 1607 7
8611 5057 86
3403 8648 36
9508 9056 31
4765 465 99
6257 9790 56
6541 6399 36
5555 6603 30
7311 7373 30
7162 7626 65
7984 128 75
6882 7699 78
1608 9019 81
6200 1238 80
5085 9502 34
7318 5931 27
19 8711 24
905 8893 84
1394 7020 59
6008 4480 69
2096 5343 61
5495 4694 46
1045 7545 49
2337 6604 10
9375 6922 15
6261 1901 44
2436 8540 55
9491 1427 59
9598 2886 89
9510 9574 33
4848 9710 38
1191 2510 69
4986 1045 66
6649 8924 61
8571 9952 34
856 9710 39
1095 9560 84
2136 1239 70
4268 5479 50
9269 3628 70
2683 8648 55
4335 1532 98
6574 2919 42
5660 4828 47
300 6163 77
7164 1638 94
4806 6200 89
1666 9574 85
9592 5130 37
4779 2740 82
4994 9375 49
2793 8334 81
119 8170 98
9886 1777 57
9259 3284 91
5393 8714 39
7222 5296 54
8432 9077 16
8592 6898 77
5725 4155 45
1914 8611 89
8876 4033 72
2991 5272 90
5192 3658 60
6359 380 25
5055 3998 25
8382 7160 47
2447 5479 63
1632 5865 61
137 7014 67
46 1570 89
5433 3013 22
4471 263 93
8500 7699 21
9064 7684 99
9175 5663 36
5098 19 77
8689 223 38
4593 2856 90
958 455 66
9180 6598 15
6519 4507 62
6154 3052 57
3969 3898 17
9027 8860 39
4915 8287 95
2970 1632 68
4405 9123 37
7648 4445 38
9377 3102 57
2166 9886 46
5508 931 25
6461 7358 18
464 9555 68
186 6229 21
8945 1379 71
3529 7195 2
7885 602 7
6012 3249 70
9280 9660 7
9981 68 39
3780 3429 85
5108 4480 28
392 5601 49
2966 746 7
3782 7329 37
3705 8648 79
8530 7156 65
7632 7156 71
4858 6919 95
6860 4553 66
7990 2579 43
2891 9330 33
979 1358 62
5778 5352 27
3478 46 57
7 5502 26
7665 6261 50
3064 2816 12
2560 6805 5
1310 5446 11
4430 5555 5
485 3098 81
9067 3705 10
3363 6461 19
8508 68 87
1248 412 58
1213 9721 34
4579 4336 14
5081 5272 27
8085 2770 12
2613 8802 63
5389 1995 6
2369 2219 57
8735 7704 97
9836 3283 71
8149 8679 34
221 943 80
9208 3322 61
4186 5592 17
6980 6521 88
2675 1359 54
9122 8924 5
7179 499 64
4685 2981 13
6281 9936 97
4098 4884 52
4663 3552 48
131 6600 85
3988 3087 70
9613 119 86
5593 7984 70
1450 392 40
3707 1886 86
6016 1223 35
7207 101 2
5623 8149 9
8636 2768 31
4136 5402 18
1870 7528 36
7490 9660 56
6395 8264 28
3254 3173 16
1897 5164 74
4610 481 45
9387 808 50
6605 6981 20
3761 8427 65
2904 4897 38
2637 8322 39
955 499 23
2440 3131 65
8153 2970 59
6587 2136 7
7784 6435 94
5119 4714 84
835 7260 64
8443 5170 1
1474 1277 76
7157 9794 39
7178 8864 92
4666 6156 72
370 1184 95
5937 9828 6
5651 2335 10
9687 8900 20
33 7102 16
8019 3421 58
5107 4781 76
8286 9782 24
2988 8850 97
91 455 26
3858 7921 22
236 6395 91
5437 4030 72
8632 9507 16
9458 1364 69
4181 1614 93
2116 9831 50
6553 9292 15
4933 7216 30
4978 8839 73
5126 9259 6
6774 1527 69
2837 3780 82
2286 4668 97
9902 849 86
1444 6261 36
3603 8178 5
2278 3917 95
1190 3403 83
5546 7706 6
2822 9059 12
933 3696 100
9485 7687 55
3863 2436 82
1637 5865 85
2078 9566 21
8246 4033 91
8637 4848 17
2193 7961 11
7333 9458 99
6514 2436 98
197 4507 20
4693 8175 13
6296 6415 48
3642 6788 1
5826 5204 95
7570 3685 98
320 4779 86
534 5555 27
9845 5296 53
5190 6649 59
6092 1345 100
7450 2436 89
4527 6508 88
156 6156 1
972 8592 41
2785 2683 13
7758 5517 19
6376 2092 86
3001 8860 67
7944 2199 72
4960 6138 64
9226 5525 81
1232 9106 21
3 667 37
6153 1777 73
4071 8959 8
3874 9499 11
54 5308 85
313 1427 44
3422 1013 35
4990 1095 92
1940 7207 50
535 6252 65
9590 3142 24
5383 5672 74
9949 8698 18
803 1184 89
2809 101 11
8874 1331 8
8548 7927 99
4522 2655 86
4809 6566 52
5819 4675 81
5800 6060 78
1602 9949 39
6223 9597 54
7633 2616 11
8470 8648 30
3854 9491 6
519 9743 75
2979 6387 48
6626 1375 91
6524 4084 65
6481 4765 39
5282 5170 17
2046 4405 58
7292 4030 20
7028 9476 96
2639 2305 46
2387 6256 61
5353 7984 79
790 8980 64
8763 2596 59
8588 9397 8
2351 7333 86
7444 8492 32
8696 6801 10
9927 3368 73
7788 6399 22
2824 5800 77
6308 5663 56
2024 3137 97
4134 2924 47
5838 4049 30
1252 1037 55
4656 8440 10
4758 3101 45
6931 3137 19
2525 4264 22
3128 800 98
4009 2193 5
9776 8934 9
9287 4098 26
2620 3101 22
428 6225 83
5297 499 65
9345 6440 89
4899 2286 1
8448 1940 66
3471 3988 68
1361 4848 75
9279 5297 44
4440 186 89
3648 6826 45
182 7799 39
5262 4553 45
4606 8829 74
9740 7643 16
7163 2966 4
2923 6972 38
6369 8500 51
6721 1982 59
7488 7755 21
2619 2886 86
1763 3598 11
6315 3822 81
8694 5878 35
5238 7766 60
4428 9479 63
1282 6898 88
9136 1089 95
7796 1165 56
8891 5593 95
3154 8347 60
7176 263 51
6171 1608 31
5634 9566 32
4727 1312 47
5847 1248 83
3849 6089 87
563 9642 49
4831 4197 5
6495 5057 66
9498 2219 69
5468 761 19
939 6947 59
3745 9404 4
4958 7136 69
8674 3137 99
6918 6745 53
4142 8492 91
2890 3595 35
7824 7021 96
8472 8709 22
4243 7796 48
770 8674 13
6065 9560 71
6433 334 84
3059 9491 68
4366 4624 73
5614 7136 61
5309 1315 46
1084 5555 62
1317 5158 81
1705 7266 5
985 2078 52
5229 2440 13
6029 589 94
8240 2024 88
7610 2069 47
3997 7139 75
1885 6200 60
7349 9056 7
6650 9929 19
6533 7222 94
4876 6919 90
5159 584 57
7198 236 82
2624 3368 4
6245 7 11
7787 6008 30
7677 263 31
7617 5788 60
6943 1213 38
9057 2966 97
1352 1816 74
1719 7880 53
8568 2873 31
5589 7796 67
664 1674 20
5635 7478 4
789 2070 52
9431 3536 14
5940 433 13
27 7303 14
5097 6649 85
5337 27 26
3120 3458 60
9060 3154 80
3540 7661 25
6374 6587 29
991 7482 87
312 7358 13
1815 6893 35
7306 7074 100
1713 8214 17
7202 4374 12
3873 9330 41
6407 3249 50
4054 6541 1
3299 6171 25
3509 7333 48
9155 4134 70
1871 1277 58
6447 3552 22
6458 5773 79
2815 9776 85
2952 9431 82
6797 7308 91
6876 6870 24
9263 1638 94
5419 9721 69
8968 4016 36
3253 3761 55
8828 4578 15
8420 833 96
8115 5204 28
2169 1352 43
3306 5437 72
3228 408 49
7219 3306 49
6978 415 5
8885 7306 24
3521 2162 39
5851 201 72
9043 9604 65
1753 8246 33
3668 119 12
2774 7591 92
7676 8204 82
2496 6626 7
5722 4663 60
7621 8440 63
5922 4675 72
8726 8972 1
896 6650 97
2438 8968 86
6982 3340 27
9481 5383 64
6925 2510 3
1590 263 7
6053 9983 59
3349 1901 9
7210 4341 42
8695 7210 51
6544 6627 11
7689 3254 96
7209 3816 60
2517 3221 79
6799 3054 76
2786 4480 60
9679 8571 42
178 5434 56
7786 5126 9
2363 3589 52
1593 5161 40
714 7164 33
622 5438 17
6373 4241 62
1688 696 59
26 5925 77
2604 6171 82
9610 9843 91
2378 2116 53
873 868 15
9899 9420 94
1298 3874 47
2094 9761 16
7469 6603 16
324 6514 18
8614 7349 96
1888 4071 68
600 7433 25
6736 2024 29
6040 6388 59
5536 7793 60
2897 7586 27
4412 1190 95
1791 9584 96
3914 4354 57
1200 4931 60
9992 1793 43
4337 1190 1
3750 589 52
1056 6308 9
6078 395 51
7085 9595 23
9407 8492 6
2539 7164 63
3379 7201 49
3660 664 38
8430 9479 83
3215 2236 56
9104 4828 37
3958 4978 91
6693 3260 90
3440 300 77
9462 3927 27
8566 8711 41
1565 1995 89
2041 6942 67
7377 7210 3
4028 4374 7
2790 9507 90
9817 3098 24
4566 7238 85
8511 5040 74
6865 8508 54
2004 5278 64
1247 201 73
7791 68 36
399 904 66
2410 2387 7
2449 3989 57
2705 4412 49
1948 1180 7
7361 3265 15
7530 7403 72
1572 8249 10
5376 2616 21
9773 6642 63
4898 367 66
5425 8571 34
2524 567 96
3880 2957 28
4226 1884 74
3850 5232 83
2621 6078 11
3149 2297 49
1819 3660 22
2123 5851 67
84 300 62
654 1433 80
9837 1185 67
1964 2873 5
7233 9992 21
9327 9560 65
8073 9733 56
4934 2527 99
4748 3154 73
4963 2069 76
5606 7528 89
466 6388 39
3263 1870 56
5465 9851 99
1951 2209 2
548 178 21
3904 4252 54
7999 3369 46
1262 4924 83
8496 5804 52
2488 6753 28
5351 2305 69
5522 7060 39
7832 8775 70
6266 8898 2
3908 6533 63
962 2790 2
8586 3917 42
2476 6374 34
4514 3768 22
777 2585 28
6043 2496 45
9599 6261 91
6686 6379 90
7856 8199 86
1413 2560 63
7912 6461 84
6735 2650 71
2760 8885 50
8313 9387 29
2423 4787 5
6718 9054 25
7605 6376 45
6180 3458 38
1781 7689 91
3370 6841 1
9272 2401 14
8502 7268 72
6623 5242 82
6272 3691 36
8336 7492 21
474 7191 66
6800 7051 87
4182 5800 80
6307 4963 58
3086 9599 61
7362 5487 36
5539 3927 30
4401 8611 93
1488 4136 21
8459 6524 96
418 9014 100
3178 6721 49
6005 2624 98
1220 2774 85
6594 71 39
8236 1128 27
9181 6943 9
9772 2952 12
5742 300 87
6773 1491 54
9432 9952 66
9809 6136 17
2714 313 83
9285 2320 63
1401 9056 25
2205 7318 70
2352 499 100
2042 109 32
9665 3154 91
5255 9665 82
7746 5057 15
2142 8695 57
7230 2816 16
372 2496 56
7953 9032 41
817 9983 47
3899 7139 24
9096 334 86
947 8611 96
9970 4553 46
4550 236 31
3085 8924 16
9290 9013 13
6498 2963 24
9504 3200 27
1163 2525 56
7505 9516 72
6857 2759 91
3818 9992 26
3194 7655 49
2558 8214 45
5965 7219 1
257 1688 14
8627 2219 42
1142 8270 67
4047 789 35
1088 1184 24
7501 6972 66
2254 2320 65
6161 7202 60
5832 7001 41
5293 9269 95
8295 7490 47
688 1238 33
8617 6412 45
6221 5423 53
3011 9494 40
3402 5606 44
8647 1951 86
2883 380 82
2233 7362 15
7291 7131 2
5372 9014 54
797 8987 72
8917 7540 63
8291 312 18
4421 3771 35
1467 53 48
5104 6308 8
6884 3555 22
8137 6519 24
8513 1763 58
7855 5898 85
5335 6252 63
8035 8695 31
163 9782 52
5669 9776 61
1903 5272 14
3109 2952 21
4972 6942 30
6459 4606 56
7034 6357 27
2691 3858 43
9050 973 9
8248 4447 34
3273 6893 99
7471 2107 38
2367 8432 22
7218 2461 8
9630 3429 63
1300 7268 36
1149 3658 61
2240 7912 59
8579 5546 85
2389 4993 47
4021 109 81
804 6498 62
1533 9773 27
5214 6154 83
1806 5098 60
1721 9184 77
2220 8819 79
7801 2219 16
1930 3836 12
5698 7496 2
8507 8198 75
3183 408 83
4756 1012 18
4271 3200 69
4541 704 84
6086 3131 71
209 2822 59
8394 4663 73
7804 1190 81
6977 4100 41
6979 2923 71
451 1364 65
4891 1816 71
2344 1871 66
1143 2389 32
7363 4784 50
349 6281 32
8176 3349 46
7899 2335 50
3336 6640 45
678 8531 82
1459 9043 81
2071 4374 2
3925 2527 15
3700 1816 90
2332 3289 95
4956 3316 40
4000 5502 59
3441 372 75
6303 8135 21
9201 9369 19
5978 5963 92
3596 4986 10
8979 2337 30
5519 5343 53
9310 7020 70
9731 3322 85
4980 4136 36
2057 696 25
7018 5256 19
1648 1315 86
5281 8550 39
3076 1888 66
6636 704 11
8973 3242 98
4841 182 19
1855 1637 99
4260 3059 73
3351 5433 68
6189 3263 39
8113 3418 59
1613 735 13
2216 6143 17
2548 5439 10
8210 3732 48
3522 6477 14
6812 1841 12
6548 8406 26
5400 894 6
8437 2637 92
1221 3314 21
7472 4566 48
9041 6367 34
5927 5465 24
4176 8535 79
1920 6959 5
3474 5438 100
5821 2436 48
5182 8819 48
6454 4663 73
5266 6882 75
9367 9746 42
9214 4126 69
4029 4713 20
4687 395 98
5504 6367 98
7537 8322 32
9691 5081 42
4763 1310 67
4511 9784 86
8849 6116 31
5063 4226 8
7740 8478 73
7338 9481 99
7511 6686 60
6534 7329 94
1571 2814 3
5114 972 3
7442 8171 68
4111 9719 9
3879 9500 39
8138 6918 42
1628 7179 42
1076 8204 32
9653 5778 14
9953 896 10
3565 1791 79
7535 8647 16
6068 573 4
7966 9574 77
9793 1142 53
7645 9817 54
5064 9899 70
8486 1249 15
5401 6534 3
6253 7899 96
5267 1884 94
