1000 5000
80 371 40
513 570 48
304 216 53
840 546 73
632 927 66
550 677 62
127 277 82
401 357 4
708 507 26
806 514 10
517 680 99
460 43 26
335 498 90
895 541 54
762 770 66
759 894 6
983 902 51
921 859 53
695 934 78
534 978 37
271 147 17
772 763 6
675 517 97
986 967 20
253 134 15
193 444 27
953 528 57
347 53 32
344 110 20
825 764 86
835 735 90
734 975 15
950 705 39
187 293 23
683 639 53
338 495 69
518 575 17
5 180 47
237 196 65
546 874 99
99 413 82
546 783 100
726 959 37
888 758 25
254 359 59
365 438 78
837 541 55
103 202 44
642 845 100
471 46 48
876 625 6
525 766 72
282 316 43
700 650 94
419 372 39
560 848 6
153 288 54
438 137 69
283 415 31
156 184 86
456 91 68
851 625 62
703 850 22
770 526 57
915 796 28
470 257 96
826 974 60
430 28 59
771 804 15
798 935 34
57 124 31
189 96 41
740 600 41
600 825 9
217 299 38
563 757 22
683 891 43
988 919 13
210 220 23
685 766 22
548 868 97
824 610 56
308 432 40
146 467 41
713 605 84
35 281 29
785 519 40
753 526 87
551 775 72
542 972 29
359 430 75
832 599 19
951 888 7
900 790 48
469 38 53
6 259 94
34 123 3
105 286 12
810 514 42
624 745 11
283 61 3
718 902 68
544 883 83
67 143 29
884 655 50
997 856 57
162 42 65
476 492 70
879 565 77
927 988 87
986 784 57
777 926 5
833 831 24
12 155 8
174 292 37
582 849 69
501 826 28
859 805 38
893 639 60
712 981 23
153 395 41
316 178 92
62 499 13
906 555 78
868 634 45
240 156 33
678 534 54
715 716 73
688 859 70
574 706 99
810 886 98
741 587 26
41 483 14
628 890 44
542 588 6
191 182 88
510 523 22
493 271 39
386 447 35
179 84 45
778 931 6
779 850 43
856 600 33
908 723 64
355 207 37
778 620 41
722 573 32
564 527 7
741 808 98
655 661 17
928 796 82
117 248 52
240 223 100
973 650 77
99 495 2
523 595 95
632 612 68
490 2 92
174 211 14
427 317 82
744 819 66
41 220 67
644 747 36
534 537 7
860 960 91
43 486 33
223 250 2
386 87 56
809 507 3
534 976 69
686 722 2
11 235 74
927 523 38
412 341 22
169 298 34
343 317 92
914 663 67
235 81 19
574 829 3
557 618 52
695 585 11
115 249 42
605 654 57
239 86 21
334 244 62
512 675 57
278 411 21
640 643 20
264 58 26
780 676 29
851 542 76
662 706 65
409 379 83
193 484 85
95 127 53
527 620 5
458 392 52
342 129 3
483 172 98
403 218 9
948 651 15
210 285 18
104 82 35
915 751 57
958 981 29
18 160 40
954 829 84
899 553 1
465 234 89
891 759 56
125 476 70
692 847 75
899 821 8
684 653 20
227 0 93
738 711 34
102 430 3
847 785 79
251 316 18
646 795 3
5 373 13
360 20 31
754 879 18
672 680 54
983 955 33
175 467 15
368 76 85
773 958 9
836 925 6
877 778 69
615 727 86
825 664 55
194 166 64
291 449 20
930 553 24
176 265 36
753 521 32
320 290 82
315 396 42
628 907 23
417 115 7
594 959 50
509 722 65
900 605 22
923 888 81
945 631 58
961 805 90
842 734 91
728 870 47
178 237 61
596 797 88
77 131 82
323 23 13
112 327 57
121 299 29
543 719 96
845 866 64
825 748 97
634 827 8
951 594 88
631 681 92
513 966 47
824 598 43
271 136 72
298 152 37
832 683 6
114 119 86
198 325 48
937 880 60
559 610 72
453 277 81
717 584 21
198 127 86
195 230 48
573 518 78
105 98 14
872 782 8
47 20 32
12 29 43
298 43 13
377 233 85
597 949 16
321 336 18
269 149 30
317 375 70
649 761 91
81 341 8
894 501 94
820 963 51
323 264 20
937 984 57
966 652 69
867 924 42
793 652 46
381 214 73
641 967 3
326 152 70
785 895 73
613 891 89
688 533 21
890 893 57
330 425 27
935 964 17
186 203 35
563 870 10
787 779 35
542 693 78
594 778 43
790 961 34
485 168 59
695 823 97
331 239 4
795 894 46
445 110 71
231 97 17
445 13 87
156 70 46
70 177 7
210 254 12
466 470 9
315 143 31
174 82 63
276 468 2
541 653 81
262 293 45
425 484 65
306 290 83
587 974 83
147 76 51
692 969 47
207 86 15
136 223 38
773 590 63
735 562 11
521 668 10
529 792 96
763 665 83
663 787 31
547 820 81
827 728 85
398 496 39
750 543 56
707 736 7
969 814 23
725 869 96
887 937 38
49 166 57
607 995 52
914 892 40
775 543 34
951 510 98
333 75 31
597 782 72
699 732 96
331 205 13
964 655 90
390 378 8
231 65 53
203 211 53
361 487 72
483 315 7
622 823 70
750 546 37
442 451 79
509 561 70
417 333 12
205 319 23
946 514 91
354 0 86
280 438 35
780 746 56
732 535 89
514 710 24
149 115 62
326 426 62
974 660 99
754 945 29
375 464 12
373 108 35
312 431 96
557 628 89
416 110 88
195 39 100
879 943 59
122 279 21
692 665 34
867 571 1
811 587 65
804 530 40
643 562 32
600 680 17
561 764 10
40 45 12
642 705 25
316 299 87
864 582 24
698 966 9
534 979 55
933 689 54
227 84 46
758 755 88
990 516 81
823 621 23
820 566 40
606 596 1
40 273 49
582 837 94
745 677 93
6 266 77
316 102 78
515 960 40
915 722 59
778 784 99
18 211 45
107 472 13
713 632 39
199 429 65
114 491 31
570 696 2
764 961 35
413 199 47
191 95 92
140 3 39
396 109 54
997 809 90
639 954 49
14 202 49
919 961 17
623 776 98
99 60 78
625 933 5
140 304 16
139 229 75
261 45 32
973 509 34
593 644 77
135 132 2
468 217 23
502 682 34
253 177 23
367 33 4
484 194 60
657 909 24
482 147 7
338 295 4
270 420 48
104 466 24
408 120 43
213 149 68
562 960 45
551 952 12
480 474 96
364 19 20
194 165 8
977 752 25
439 434 44
65 392 99
741 685 80
413 102 95
276 36 59
815 913 28
634 570 24
569 727 75
925 893 98
452 484 13
486 80 17
671 778 98
38 457 76
459 344 57
129 415 19
368 244 46
156 450 19
90 396 14
240 52 6
765 594 34
143 283 3
636 779 26
319 232 30
161 415 79
303 338 6
873 979 49
597 581 35
824 957 33
690 516 24
202 124 27
507 788 90
550 866 97
106 300 98
798 660 70
235 489 3
912 530 47
35 306 21
438 340 1
139 190 62
274 350 8
709 754 53
499 109 29
302 313 85
394 364 32
138 364 29
741 560 94
907 850 3
551 501 24
253 254 24
185 188 10
450 129 38
722 825 8
399 159 5
527 526 28
781 699 5
471 240 9
585 753 6
655 947 57
872 953 93
563 985 39
783 646 17
743 820 53
451 418 55
279 296 51
29 66 36
151 208 2
979 836 23
851 870 13
56 178 84
163 177 27
32 46 73
719 512 70
129 134 21
451 290 89
975 943 79
160 113 75
864 803 67
853 709 8
624 860 88
126 4 7
858 825 15
676 669 22
276 133 46
139 135 47
695 613 5
42 277 38
996 520 44
2 80 52
871 902 98
910 642 65
435 420 51
159 487 46
196 259 54
290 19 51
351 482 12
29 9 42
565 982 51
101 3 74
3 1 59
146 233 100
295 166 24
72 337 53
393 273 25
19 161 69
862 837 93
208 54 69
696 787 22
458 25 54
632 929 56
26 417 31
158 350 50
270 246 26
192 206 25
853 802 58
203 196 55
232 291 30
35 62 13
822 825 36
143 112 68
413 323 91
714 606 51
6 491 74
199 225 66
220 487 17
753 846 8
41 192 50
311 184 22
459 0 89
329 385 34
459 497 75
636 629 28
474 334 84
137 264 80
710 895 24
342 430 97
81 117 41
879 774 98
766 936 74
815 589 81
381 375 1
992 730 79
731 964 42
1 157 28
766 962 41
750 802 53
897 677 7
262 457 40
954 981 46
852 977 37
986 964 68
411 78 100
936 863 67
102 293 60
617 934 99
899 688 98
173 18 21
747 732 3
376 456 10
44 253 5
969 537 89
33 318 41
130 477 52
862 691 94
766 598 92
277 20 52
593 831 71
708 974 98
46 143 77
373 166 16
588 633 92
257 174 20
952 567 1
488 353 77
372 329 21
8 4 75
307 189 33
613 868 24
282 278 37
342 408 22
977 870 46
166 471 46
471 482 95
451 295 89
212 15 23
470 82 90
642 832 73
812 883 77
455 232 90
894 897 78
284 478 73
881 617 32
221 365 14
19 470 73
650 975 58
479 480 44
250 44 68
924 655 13
396 474 75
299 8 55
137 187 21
824 956 98
739 816 58
952 698 69
132 6 2
781 507 28
398 396 57
968 684 22
717 818 70
161 189 21
252 242 91
106 71 76
139 6 91
744 675 51
660 922 52
652 791 34
829 857 56
178 425 44
510 873 95
969 919 50
549 844 62
161 411 81
604 739 58
139 191 43
136 463 71
96 88 6
318 233 97
322 431 62
936 809 69
472 461 47
939 611 8
358 144 88
744 902 74
102 417 53
126 42 52
284 359 1
688 743 15
102 79 72
213 215 42
908 544 62
399 62 47
585 809 13
214 264 2
859 927 15
731 524 100
374 177 85
38 49 84
593 681 64
362 53 21
411 227 91
548 924 38
763 682 87
323 7 44
113 229 29
717 678 75
390 111 79
388 160 96
730 788 7
998 548 35
117 61 13
297 496 7
617 717 65
987 603 37
485 107 30
415 52 96
450 212 68
781 750 3
12 360 6
849 795 60
972 721 40
196 199 83
164 317 22
877 600 41
661 523 31
929 601 85
704 510 70
27 464 13
821 755 27
468 494 70
171 49 63
119 204 27
97 336 43
250 53 97
422 208 72
126 12 1
589 801 94
786 568 8
712 614 48
881 632 10
845 712 72
343 42 3
648 846 61
728 790 64
314 35 44
380 438 30
797 501 57
43 12 50
725 742 88
513 729 35
932 759 80
491 289 83
414 342 25
912 950 93
894 902 47
724 544 67
150 147 92
696 884 41
614 780 10
91 67 32
449 250 74
735 574 55
201 180 45
865 753 49
475 275 79
676 825 37
964 972 70
770 792 72
217 127 75
688 513 90
468 324 68
402 14 68
984 977 2
500 563 87
28 360 49
666 862 91
292 240 39
517 934 52
790 949 20
459 87 16
738 522 36
482 22 71
297 228 82
268 282 81
173 374 14
980 900 47
991 604 12
619 700 74
975 918 79
100 382 9
940 504 74
648 997 74
621 661 29
434 492 13
840 845 85
28 101 68
405 420 79
991 911 5
976 919 65
14 142 7
370 80 80
663 799 32
160 428 78
644 514 15
436 101 17
338 242 35
505 606 77
437 373 54
822 952 70
658 858 71
55 328 60
68 8 31
790 565 100
999 986 35
271 320 77
363 166 36
521 820 16
673 628 89
493 357 70
815 561 45
477 259 61
344 146 66
779 750 91
438 81 29
529 773 13
310 101 92
595 981 45
627 955 31
585 640 92
798 852 18
207 248 19
719 610 78
436 283 46
241 125 91
96 170 76
262 413 78
188 340 96
837 756 68
826 645 83
697 786 89
233 261 2
760 972 54
700 793 48
237 251 99
512 814 50
512 696 60
849 811 4
666 816 88
620 729 82
658 714 25
608 617 4
344 281 8
480 275 85
885 625 31
186 63 68
440 331 57
150 436 6
498 400 19
895 827 41
610 796 95
612 731 17
34 112 27
500 592 19
920 721 26
126 253 20
493 332 62
605 675 34
249 174 30
793 865 99
832 880 17
807 988 52
769 630 1
364 226 59
255 96 77
398 124 52
487 185 87
809 582 19
442 5 74
520 875 60
173 464 4
653 980 85
131 351 76
615 835 27
149 76 28
359 278 32
82 127 60
189 195 2
526 648 89
460 254 10
455 261 3
543 604 86
506 875 91
244 184 31
506 986 61
997 950 35
277 475 18
397 481 35
765 787 34
398 31 41
880 650 79
434 201 43
703 602 83
845 965 14
926 940 74
544 541 4
54 423 69
565 995 13
381 294 79
292 20 81
629 800 16
35 323 64
969 995 72
918 665 96
857 899 84
139 248 38
274 281 13
998 870 9
831 818 62
6 41 16
389 80 78
150 114 40
812 669 31
492 300 51
147 385 8
425 87 58
27 306 79
806 979 59
263 255 91
960 760 35
261 19 38
140 280 61
255 249 32
143 103 28
7 475 86
223 168 9
743 633 7
340 330 25
125 461 66
816 959 31
12 361 80
871 817 24
908 617 30
162 233 49
117 260 9
551 525 16
708 589 65
455 459 14
404 409 62
710 886 65
754 989 85
698 873 87
989 674 55
288 421 33
954 888 28
362 320 6
190 186 98
448 360 10
27 364 15
966 794 43
516 943 70
285 46 96
695 903 94
981 931 31
909 758 96
749 627 76
708 794 35
136 325 61
477 241 79
859 737 5
273 183 43
237 391 3
5 90 69
761 615 91
567 810 34
141 350 29
68 241 77
506 907 42
422 115 66
236 106 56
185 302 13
136 232 55
407 100 77
933 537 91
190 35 79
70 204 18
274 355 15
268 401 21
446 215 23
574 558 32
245 150 8
406 325 64
586 811 10
463 323 65
406 437 5
914 664 66
43 484 56
67 148 62
452 174 23
711 899 59
805 998 54
233 350 40
277 479 65
658 843 11
276 26 67
643 516 61
865 835 89
564 755 3
14 443 2
432 311 17
936 997 50
605 761 13
950 979 29
46 11 70
623 821 19
244 37 66
329 62 23
571 627 54
978 669 34
801 543 18
368 425 58
507 944 72
234 53 65
784 541 60
555 524 36
696 773 22
404 133 50
774 949 56
578 823 85
548 562 83
187 218 2
373 6 15
675 808 3
949 951 93
857 512 25
270 487 10
969 910 83
979 692 39
413 460 23
573 873 24
962 838 74
240 3 23
353 182 57
48 212 76
556 669 88
233 419 80
856 711 99
409 326 52
799 806 57
159 158 36
561 720 83
439 66 54
124 408 71
690 711 2
5 84 71
841 541 34
510 957 41
759 556 17
364 137 94
505 711 29
816 523 57
831 640 34
508 978 27
733 685 74
440 470 30
360 244 52
923 745 40
112 280 23
61 143 50
498 441 10
659 585 66
213 123 76
613 657 96
642 983 27
721 808 78
894 696 94
466 331 1
671 871 32
441 386 18
581 907 96
439 239 30
193 293 21
610 991 71
53 201 57
139 59 31
908 606 27
459 336 76
16 29 18
80 303 33
805 830 10
935 961 13
586 785 100
369 443 92
196 86 19
887 827 35
872 721 91
892 697 28
133 42 14
319 162 17
445 405 27
359 304 43
15 459 45
361 4 77
59 106 46
950 881 28
87 448 57
923 595 34
578 789 38
138 321 17
572 504 39
539 721 23
155 49 30
162 232 73
541 982 28
454 447 17
801 668 85
245 34 90
189 66 79
408 456 80
206 354 21
421 305 22
673 762 78
612 754 30
418 368 29
36 328 37
412 465 3
233 61 9
277 69 47
138 384 65
137 249 46
290 188 48
540 611 5
620 518 63
986 825 97
288 318 26
889 913 71
951 902 99
394 443 95
290 29 39
290 352 9
47 179 66
647 913 38
233 303 65
588 883 22
286 372 11
222 128 100
134 279 77
934 965 15
223 131 15
804 691 2
43 146 53
973 923 100
676 775 99
786 652 8
406 20 48
611 922 10
629 674 53
792 970 67
263 101 11
930 866 73
709 787 61
666 743 48
223 326 2
68 423 65
183 392 100
165 310 46
922 588 58
26 163 15
739 884 9
910 594 19
469 422 56
475 177 84
936 765 48
421 496 46
136 139 8
132 83 68
219 2 97
394 400 61
343 108 10
703 631 80
530 573 96
682 848 11
968 521 27
774 741 47
431 92 67
570 650 30
82 232 43
695 550 32
301 455 13
318 449 94
910 544 32
899 517 9
907 600 88
890 535 75
505 882 21
377 197 56
30 289 7
516 599 46
419 266 47
915 864 5
406 348 24
802 779 95
349 270 10
144 492 80
264 329 38
527 667 31
238 336 3
38 181 23
637 538 74
683 739 70
129 336 11
228 204 5
928 969 14
169 200 61
168 494 89
388 457 91
283 76 56
127 382 52
487 109 49
47 78 4
986 601 23
962 621 53
472 320 8
260 165 72
746 727 78
385 83 34
157 299 26
644 885 57
669 991 63
147 176 39
201 360 36
527 670 28
888 632 24
849 501 17
523 710 11
961 602 89
22 294 61
531 518 53
252 183 7
998 763 77
157 276 34
699 523 82
617 562 41
852 884 92
368 28 99
295 482 19
202 477 4
478 356 87
437 196 87
334 122 34
907 819 59
806 964 26
224 436 67
218 373 73
430 226 91
338 368 46
296 325 11
311 146 3
813 701 81
222 53 87
560 798 61
674 946 98
363 462 93
764 595 58
239 349 83
577 930 90
663 948 92
957 687 22
846 706 48
700 662 56
335 182 62
394 470 94
960 714 10
649 962 27
230 196 67
883 896 81
740 520 12
415 196 69
466 248 89
580 629 40
673 522 73
143 495 82
853 901 2
935 882 50
68 216 54
277 37 83
622 941 94
711 703 34
97 399 35
23 173 95
848 839 34
734 993 35
741 914 77
971 580 88
671 591 53
770 800 92
517 724 12
10 335 91
938 616 43
371 108 67
815 940 51
972 665 45
964 684 3
714 798 81
472 143 18
136 278 4
10 256 97
747 715 57
565 926 43
39 240 47
364 173 7
472 188 1
374 91 98
870 777 1
978 763 13
361 127 66
68 302 74
985 621 85
898 571 55
690 556 94
867 877 73
416 369 11
203 229 7
220 325 100
420 387 56
632 804 77
306 13 67
322 280 31
375 37 6
146 244 87
56 381 10
503 656 92
498 43 40
273 245 72
329 288 2
197 227 68
415 155 74
783 608 95
517 844 6
327 204 2
192 383 14
580 528 67
121 144 9
291 161 84
802 594 100
0 380 68
902 922 64
487 433 98
885 846 95
360 478 16
697 757 11
44 258 33
788 687 45
973 904 95
640 862 100
65 23 85
214 317 99
815 706 97
990 606 77
151 155 82
982 853 92
610 672 94
530 701 21
451 3 57
793 748 21
987 735 12
418 216 95
694 830 67
455 141 47
182 165 27
201 159 23
239 219 23
977 950 94
385 135 43
448 302 80
239 153 88
339 419 34
723 869 20
399 339 52
790 737 24
318 80 1
165 226 96
604 693 60
542 815 69
942 802 18
83 50 63
278 482 65
971 648 82
485 30 18
910 518 93
154 101 24
149 392 5
669 587 42
259 47 90
421 204 29
1 48 63
656 940 15
977 860 60
471 201 55
162 332 26
903 714 15
26 488 87
569 696 45
671 577 41
390 41 29
6 313 11
18 50 83
918 511 95
808 734 13
990 869 93
304 119 20
634 532 90
48 473 99
425 44 29
828 676 49
105 386 81
961 756 23
737 639 31
628 804 63
218 371 88
872 658 75
362 493 33
435 266 67
303 451 50
881 912 6
872 832 19
881 689 33
146 172 73
205 62 93
900 964 57
769 794 41
64 300 51
692 577 5
895 586 12
825 816 52
844 510 35
247 433 66
689 577 56
293 121 62
727 632 16
254 172 57
198 32 89
422 125 28
290 345 44
430 133 85
595 557 21
992 698 23
849 975 33
352 233 13
688 534 4
91 349 46
313 337 79
319 20 59
270 470 42
980 547 19
534 841 10
797 635 21
250 48 92
256 452 50
636 902 28
281 314 44
356 418 98
200 380 15
933 703 51
885 555 51
388 174 33
50 122 19
605 869 42
869 824 11
943 912 9
473 159 26
280 219 21
565 581 20
930 537 31
240 10 13
330 56 27
601 778 20
976 648 31
56 85 45
957 895 26
715 708 3
875 651 86
558 876 77
384 13 14
679 968 24
23 490 92
962 885 19
437 230 31
438 45 6
140 178 90
513 926 3
603 527 83
267 125 15
520 734 28
363 421 21
980 724 1
43 83 81
778 901 75
100 398 10
711 942 10
295 2 76
498 325 7
417 6 26
621 581 10
724 792 25
738 704 9
295 353 83
351 454 26
841 939 56
378 18 13
830 884 27
277 25 91
755 682 81
579 607 24
946 766 17
220 100 41
280 155 2
744 996 6
293 14 60
268 353 53
731 881 22
39 319 68
150 410 33
66 334 18
496 347 31
888 713 42
342 89 68
918 911 30
493 182 48
584 846 57
230 341 90
69 250 45
946 522 90
134 108 41
10 181 27
743 853 4
435 261 74
795 550 91
830 542 77
885 791 30
345 365 56
245 90 83
239 233 50
418 110 97
496 206 53
847 830 62
686 751 49
697 845 41
937 580 40
630 745 12
692 686 61
633 718 67
80 272 64
27 198 2
455 397 39
806 688 94
478 23 71
557 667 97
218 443 99
162 142 37
436 300 95
670 578 52
52 143 10
780 713 22
337 257 33
722 951 56
319 213 41
533 796 50
79 153 91
173 251 14
422 303 51
566 690 27
681 731 32
140 69 58
234 8 2
324 334 56
941 876 100
296 171 49
815 849 98
430 193 86
374 416 19
637 565 51
643 756 3
725 718 62
526 521 25
603 824 98
425 119 42
866 881 43
997 585 44
79 307 100
226 16 67
913 674 79
11 283 39
785 913 79
103 167 31
971 650 70
149 310 59
710 731 51
164 181 43
20 257 73
131 164 89
883 789 45
582 685 6
585 556 56
210 7 65
752 698 14
52 350 38
722 707 15
698 657 16
37 55 81
112 47 67
907 691 91
477 387 38
667 558 63
19 212 93
22 481 37
905 785 36
875 948 77
980 962 25
796 736 27
197 129 70
973 531 52
318 245 10
763 515 71
148 193 26
849 911 42
574 987 98
650 533 15
622 572 47
218 482 32
907 948 78
704 972 18
146 270 76
542 826 47
743 572 37
958 540 94
771 764 15
597 500 44
997 960 49
823 880 66
679 775 94
276 338 83
924 881 61
147 319 65
712 671 72
766 683 16
835 623 25
969 990 57
352 462 23
144 479 73
129 101 89
602 849 64
227 122 86
367 305 7
541 869 60
967 726 70
630 817 100
981 533 84
916 805 83
478 134 34
938 768 86
287 326 28
591 867 10
50 352 94
773 684 41
69 34 40
606 728 100
364 461 42
802 999 93
771 685 42
807 905 10
289 76 60
129 137 95
691 825 82
635 665 1
686 923 89
421 298 7
121 219 75
96 49 92
404 305 68
914 576 93
77 331 62
892 556 89
734 667 31
581 716 35
199 465 39
90 137 44
962 759 8
454 420 83
655 971 55
65 398 10
168 479 51
314 175 72
728 936 67
230 337 26
9 145 45
392 473 76
95 420 82
905 659 42
705 506 81
359 412 21
300 458 54
608 663 82
300 253 54
77 248 71
705 800 15
545 726 3
543 560 10
121 285 16
127 196 24
823 896 36
667 706 39
521 869 26
63 34 76
376 235 15
464 285 33
932 786 55
186 438 6
132 131 99
887 740 89
692 887 3
514 965 71
284 215 59
619 756 99
779 594 11
279 456 47
783 805 49
394 323 40
217 450 19
27 143 96
587 850 79
564 783 15
139 446 33
588 507 4
995 709 45
490 55 14
217 347 22
209 211 74
77 187 67
487 397 17
828 830 47
876 641 100
241 72 14
462 4 45
623 790 68
656 729 85
620 506 71
288 46 6
569 701 18
555 863 52
760 629 49
754 766 57
996 538 73
788 933 94
565 613 55
96 330 69
655 823 50
797 838 2
174 78 95
18 221 25
52 356 61
37 443 48
455 25 55
746 881 7
194 389 90
502 552 89
680 643 62
690 753 65
870 547 56
116 447 63
884 764 78
585 639 63
449 354 48
963 887 94
969 949 79
914 982 30
723 992 46
967 889 28
937 978 94
447 180 73
101 147 43
883 617 20
395 40 30
139 496 99
991 706 6
284 77 95
450 106 25
295 273 74
969 964 70
761 900 4
223 423 55
504 743 72
326 198 86
630 907 42
358 445 81
190 448 61
490 416 11
355 318 28
100 182 57
752 535 50
775 699 68
333 395 36
174 99 36
426 210 79
559 873 78
163 132 39
340 142 61
748 690 43
45 97 78
398 397 27
263 197 36
604 843 72
177 337 8
272 36 36
216 19 44
991 801 15
308 122 30
586 592 78
212 18 76
905 918 26
418 336 51
372 463 89
436 400 27
885 770 13
232 445 36
139 123 23
424 381 4
609 738 64
682 847 26
103 331 91
208 218 51
531 569 13
580 785 40
201 442 30
649 934 94
256 458 26
584 533 72
505 533 25
920 507 48
918 988 50
353 225 98
181 368 72
780 865 27
216 496 83
837 529 59
39 256 20
327 29 91
226 393 12
111 31 47
637 757 45
321 74 4
171 413 4
973 537 38
816 833 31
878 679 98
817 596 84
630 610 97
372 143 4
740 958 35
460 24 61
536 677 100
128 44 7
161 461 59
633 771 30
770 967 25
551 796 21
656 923 53
711 955 40
81 75 95
912 797 71
212 179 88
953 852 89
210 336 39
948 693 6
354 259 91
13 79 56
69 425 82
135 375 4
595 578 79
969 755 94
363 423 64
214 493 40
294 345 87
749 647 99
472 141 97
325 450 30
25 440 26
46 489 88
245 115 18
449 197 45
340 14 3
811 844 45
794 805 20
690 720 68
527 807 35
211 410 55
320 299 91
682 505 45
727 956 18
700 898 71
843 540 87
211 247 74
985 686 68
596 930 81
175 14 89
879 980 15
81 428 35
203 313 33
542 506 14
675 896 93
579 845 67
721 536 83
484 281 46
819 511 40
836 539 32
388 288 94
832 980 65
38 302 29
652 932 14
3 133 44
629 545 4
595 946 35
657 612 39
47 39 54
849 508 20
489 490 37
429 436 75
885 917 90
562 943 89
85 116 97
111 3 90
841 936 66
377 136 59
379 458 32
192 63 68
728 993 10
469 344 75
423 284 13
645 505 2
340 191 71
961 868 88
844 551 52
877 558 17
287 452 38
512 680 81
309 406 4
438 443 59
262 233 65
105 436 21
83 8 100
515 820 96
620 621 63
584 977 62
310 166 37
190 495 22
841 853 86
797 924 72
984 872 92
541 580 98
837 621 45
745 768 99
736 740 97
863 942 13
76 355 99
945 771 100
67 288 40
683 591 75
980 687 93
928 612 100
621 555 11
95 384 62
266 44 34
3 428 85
376 198 100
612 923 47
530 944 47
112 150 17
989 790 87
420 494 54
517 570 68
975 930 45
276 206 36
732 580 26
160 133 69
464 11 80
373 359 93
745 760 6
988 868 64
43 379 80
5 229 4
306 184 22
617 772 33
198 440 13
104 27 9
317 471 44
480 469 5
892 565 64
563 781 8
690 527 47
440 288 67
603 629 84
250 164 91
105 219 36
627 909 68
562 706 39
810 834 25
415 409 28
477 274 17
482 302 68
239 72 27
240 444 68
142 441 3
984 808 22
882 911 58
842 502 59
288 305 69
952 767 79
11 319 6
743 622 50
118 389 52
882 612 84
331 456 96
966 790 66
193 318 26
384 431 39
82 416 63
406 252 43
605 971 46
217 38 43
589 766 97
4 144 10
712 736 20
526 592 4
144 195 18
828 548 83
577 961 94
253 426 53
972 900 79
55 498 43
833 655 44
200 36 32
873 649 68
593 680 34
660 787 54
57 156 79
176 66 33
620 502 32
