2000 10000
1342 1777 3
1294 1396 85
388 540 22
9 333 63
1218 1610 9
1121 1624 71
1108 1505 78
1135 1550 20
1860 1020 72
1003 1177 74
1820 1155 95
425 470 95
569 696 7
247 443 79
1513 1150 48
1188 1056 36
1773 1378 26
1178 1744 94
247 116 51
1877 1686 51
477 412 52
1642 1890 12
1652 1783 71
1352 1147 1
797 864 11
49 141 8
250 289 25
1513 1338 82
1353 1010 29
38 938 68
1048 1774 50
710 501 4
863 115 33
627 572 84
1152 1623 99
922 117 85
914 829 37
1030 1822 29
1009 1560 99
1433 1575 59
1591 1285 45
1236 1266 63
1470 1763 27
1578 1740 31
91 603 30
1856 1491 14
1604 1489 52
31 711 56
226 171 15
1248 1363 36
352 759 54
534 82 92
97 78 2
879 580 8
893 493 82
931 512 98
100 841 63
707 849 39
576 392 12
1874 1388 40
1687 1700 42
119 925 38
167 576 100
913 455 42
1096 1362 80
1809 1819 77
845 993 4
651 613 84
634 143 18
68 267 88
671 958 8
1709 1727 19
1051 1412 16
158 530 20
1865 1008 59
291 449 47
214 796 38
1082 1714 18
400 331 88
1971 1293 81
856 442 5
1694 1628 98
1896 1520 29
1896 1245 17
1678 1431 13
357 396 41
847 994 85
1407 1948 72
36 783 39
1045 1333 43
279 165 10
892 884 46
1446 1188 52
890 719 84
175 881 94
1413 1784 1
1842 1497 12
1031 1727 89
234 418 46
1693 1226 23
451 103 39
75 671 95
637 162 29
41 406 59
1711 1322 26
520 913 26
1828 1101 72
245 212 35
1033 1172 10
477 911 35
1068 1915 92
1871 1553 6
1646 1615 98
621 772 13
1977 1720 70
1994 1454 7
691 142 4
292 979 22
1977 1198 32
1347 1829 62
260 36 64
872 902 23
1615 1328 81
142 914 93
1742 1323 71
1092 1984 50
1119 1840 61
425 79 92
740 221 80
534 987 22
1423 1513 76
1159 1079 83
1237 1510 33
394 649 59
795 101 39
1149 1219 55
475 22 38
1819 1150 24
671 719 30
1048 1670 60
268 706 79
1376 1251 43
153 633 77
1315 1883 59
957 211 53
924 755 68
387 126 98
1804 1157 17
353 500 56
1315 1913 56
916 320 73
1584 1310 25
1045 1752 90
891 182 83
1630 1322 9
1049 1047 44
1549 1568 82
760 735 41
600 766 45
622 789 28
991 409 5
1445 1645 72
573 999 11
1674 1729 75
495 907 59
641 42 23
1618 1607 49
1290 1414 52
456 697 5
1543 1977 39
620 569 64
779 454 22
1392 1599 64
611 645 65
1462 1583 63
968 989 85
4 286 8
243 880 24
1685 1451 51
143 403 91
1399 1313 45
19 340 7
479 377 33
165 228 56
1110 1386 92
303 541 80
1759 1211 97
1892 1707 64
1374 1332 77
515 476 37
194 459 40
1323 1130 80
243 538 58
493 133 30
1676 1083 30
1677 1146 4
1433 1726 46
1489 1993 63
1586 1151 56
615 736 93
1398 1907 85
827 507 86
1288 1464 62
54 157 68
1645 1882 62
647 774 30
491 2 25
822 556 40
228 335 83
267 523 25
1680 1551 73
563 808 30
1454 1347 30
315 991 10
1611 1680 14
602 842 92
344 787 58
1755 1002 5
480 418 94
1056 1437 12
191 575 45
472 408 5
1819 1573 45
1505 1517 45
1199 1307 11
1901 1884 53
1035 1662 62
888 740 81
1806 1433 59
1011 1554 58
1576 1717 6
585 508 79
1707 1703 100
1099 1405 92
1328 1866 8
246 570 4
136 996 54
513 850 77
1895 1852 31
1677 1772 35
588 332 43
1997 1499 65
469 415 24
997 917 74
805 276 97
461 343 83
1512 1584 42
1549 1042 3
1899 1592 23
640 209 28
422 980 27
1747 1760 93
363 236 100
1428 1630 100
1510 1103 75
85 211 58
1180 1694 54
480 338 16
1590 1757 5
410 768 10
709 634 36
602 994 87
293 932 37
136 178 10
852 756 23
416 51 84
673 591 80
1406 1496 73
79 57 100
1746 1088 78
873 266 76
699 964 85
685 373 59
1685 1775 10
963 44 61
1877 1685 65
1453 1901 8
225 388 75
1102 1111 21
170 165 12
909 157 9
723 963 32
1977 1113 70
1001 1458 72
1115 1458 9
762 81 64
913 558 15
1880 1704 36
375 592 42
1733 1194 56
117 362 94
1990 1900 81
118 219 26
562 659 31
1756 1643 58
1530 1817 55
839 665 41
824 617 84
1861 1236 26
113 494 63
824 830 8
1925 1775 61
277 401 51
1971 1742 14
641 878 66
88 67 33
324 89 5
1462 1221 44
1783 1550 74
1054 1449 30
647 262 98
1353 1984 28
1921 1098 38
1120 1597 19
646 862 55
1921 1460 34
382 831 12
1587 1060 22
502 173 49
22 893 31
532 721 8
1133 1442 10
167 64 89
61 32 78
649 941 15
1789 1765 65
1766 1234 82
678 921 22
709 271 61
1874 1047 77
1827 1745 39
943 677 53
1020 1108 71
1131 1567 58
316 785 81
878 71 9
1975 1784 12
1237 1584 2
1783 1142 95
1067 1149 65
12 64 54
1391 1759 43
1826 1982 33
1714 1692 47
1400 1617 29
1392 1824 20
1061 1196 64
1540 1703 23
451 349 10
30 256 59
1982 1661 22
1622 1971 21
1195 1164 1
1967 1043 30
547 957 47
1623 1701 98
263 424 31
1987 1415 85
1995 1282 77
773 905 76
1669 1710 27
623 558 46
780 951 78
1487 1860 68
1979 1835 44
851 799 27
1485 1033 77
244 785 74
816 187 60
1980 1069 2
1196 1293 84
185 863 28
635 603 93
1922 1853 39
1896 1198 55
710 992 84
1914 1063 11
930 691 15
888 298 58
57 474 57
747 604 55
307 396 78
1049 1797 62
1200 1474 74
398 550 20
596 501 85
1690 1964 3
883 507 1
1376 1411 73
547 81 60
1578 1618 82
1278 1826 72
912 477 28
1103 1062 57
608 525 36
418 339 30
28 298 24
1862 1096 93
1033 1042 100
1564 1948 22
68 886 14
1622 1467 80
452 779 68
195 760 14
1429 1950 91
815 292 53
985 311 75
1389 1117 76
1542 1302 47
1654 1063 13
1412 1465 91
833 430 31
941 387 78
419 617 100
1798 1022 71
214 169 29
1826 1074 38
811 639 51
1763 1483 38
785 888 46
618 830 34
838 324 74
1340 1227 37
1402 1211 63
317 324 64
665 702 66
1637 1524 4
1535 1131 7
976 841 58
403 609 46
15 107 93
646 95 17
761 338 35
1099 1809 37
1527 1594 98
766 323 78
265 170 15
1007 1843 42
555 848 14
1158 1658 22
1580 1902 50
1894 1339 58
475 704 79
1211 1483 39
418 291 91
1270 1943 56
1597 1391 36
397 72 59
121 734 78
1941 1025 55
783 290 55
298 311 98
1840 1930 61
1731 1624 22
1088 1845 48
1384 1484 32
1212 1564 29
1157 1223 2
638 100 7
590 284 98
814 761 27
1467 1090 86
0 60 89
1083 1547 70
762 310 19
1970 1936 81
596 490 54
1268 1533 49
112 798 89
1729 1555 61
465 418 63
369 640 31
653 438 7
1911 1640 17
1061 1800 25
456 111 97
570 363 31
1011 1356 91
623 529 47
239 632 3
339 586 69
1617 1452 82
1909 1490 47
1590 1574 12
920 638 83
538 156 100
1726 1967 48
729 742 100
783 669 70
804 744 68
1689 1100 56
1169 1005 36
1830 1906 6
1381 1669 16
1531 1630 91
890 295 85
581 778 57
892 271 67
1091 1818 73
1533 1361 74
1497 1554 42
1742 1587 79
73 660 63
1311 1350 18
1065 1855 95
140 525 82
1761 1096 38
1040 1253 18
963 356 58
1218 1987 40
1083 1579 68
916 448 22
1359 1455 35
768 360 55
1318 1226 17
964 757 88
474 867 31
893 864 65
719 337 39
140 233 15
67 165 65
1198 1649 45
774 260 84
1381 1903 28
609 979 88
42 623 40
185 689 83
1388 1372 11
1082 1935 14
1552 1655 43
1405 1890 7
848 884 18
1564 1592 45
1270 1580 55
891 846 69
1736 1765 47
1263 1600 57
522 123 58
1184 1561 97
465 723 18
1344 1325 87
1124 1474 100
626 806 64
875 457 31
942 420 46
1442 1668 95
1201 1819 46
1500 1533 11
1559 1704 1
1329 1293 64
387 420 89
346 428 44
483 407 38
474 899 16
950 269 3
1636 1593 59
1847 1492 4
441 162 8
1273 1204 67
489 329 75
186 29 41
310 63 94
1354 1228 43
134 17 44
1779 1741 71
584 485 50
1400 1185 26
1035 1972 31
1895 1690 69
1987 1314 21
361 738 82
206 289 56
1447 1639 11
1257 1801 51
1932 1193 67
1421 1651 59
487 234 57
1149 1792 53
175 124 17
1823 1702 49
1191 1478 38
1224 1363 86
369 479 17
1090 1503 75
1172 1001 82
1248 1566 86
48 607 35
1982 1291 76
1407 1718 47
1307 1606 13
956 191 56
1872 1070 86
332 131 54
1023 1439 39
529 861 41
1582 1685 29
1739 1171 71
1180 1695 7
1807 1069 33
1585 1356 22
810 308 9
1679 1040 94
101 940 86
989 152 84
0 873 13
616 777 63
640 101 43
945 909 81
386 456 61
340 533 65
1335 1838 35
1148 1911 89
1289 1949 94
618 793 59
1738 1347 11
13 763 9
713 227 29
1793 1905 58
789 609 27
930 478 44
673 289 84
983 50 77
1001 1315 24
217 869 28
889 625 50
1979 1769 83
1114 1583 82
537 907 96
478 282 90
1771 1465 10
345 729 67
273 261 3
632 703 78
301 552 9
1507 1606 41
974 423 35
1836 1764 37
1553 1049 95
1294 1217 67
456 367 26
193 223 25
37 794 97
1722 1040 43
1404 1136 99
141 259 52
910 879 42
293 968 44
1531 1768 57
927 878 70
84 485 37
781 307 73
449 138 30
1662 1796 32
1662 1255 64
80 248 55
549 899 4
801 217 77
833 258 46
1183 1306 54
1022 1560 62
1628 1417 96
1108 1340 73
141 782 3
379 581 95
296 842 27
1238 1824 47
275 553 30
1042 1847 28
650 863 68
821 642 29
807 750 93
1865 1306 9
1265 1030 99
1072 1064 30
375 203 2
223 810 8
1812 1947 97
981 974 23
1786 1996 48
122 165 36
1889 1322 77
866 17 78
335 438 81
434 422 10
838 95 82
263 716 5
1995 1805 76
1003 1962 34
1458 1176 6
1433 1005 23
1861 1197 64
86 574 34
1828 1705 32
272 335 29
1164 1939 86
512 79 45
274 14 65
193 576 32
807 924 18
616 279 56
651 435 90
636 676 25
1811 1491 21
1573 1517 39
588 502 87
262 487 18
1039 1439 47
1468 1597 64
253 835 36
1830 1910 67
1515 1458 82
1509 1650 5
1380 1694 19
347 669 22
467 42 48
1701 1835 10
1000 1963 11
1075 1386 56
967 362 16
1524 1962 47
999 352 98
517 231 22
1390 1800 60
568 589 5
1375 1713 62
606 307 41
1445 1201 95
1192 1616 21
1927 1778 38
127 217 75
316 143 16
1713 1816 83
1782 1407 18
373 902 64
1825 1065 20
347 137 3
66 582 78
750 990 25
570 802 71
171 112 66
1249 1339 22
1810 1478 98
1133 1048 54
1289 1616 73
603 554 35
1726 1010 100
1066 1765 77
867 304 43
213 584 54
1929 1264 95
111 48 86
1336 1682 31
766 9 80
826 658 64
1122 1173 55
1797 1196 47
388 105 19
839 783 82
1321 1215 71
378 475 57
1559 1918 98
375 450 73
132 868 100
4 514 40
1964 1028 4
744 16 85
1553 1767 46
555 366 22
1098 1191 3
1481 1469 26
46 895 85
413 459 71
640 68 14
1856 1798 15
1770 1974 41
473 463 44
1227 1135 58
1779 1024 25
1187 1762 53
1580 1013 19
1452 1669 80
138 710 55
1776 1103 99
582 211 73
71 594 56
106 982 76
688 593 45
1764 1604 6
164 539 86
1483 1740 39
952 822 33
1758 1293 2
1529 1044 72
1346 1220 53
271 584 87
922 275 71
1260 1817 73
382 899 45
700 38 69
47 651 39
1117 1768 63
486 453 46
1830 1460 98
906 303 82
321 125 12
368 207 66
1970 1373 11
1707 1726 44
1215 1996 28
443 238 84
223 343 51
1751 1124 78
1661 1890 60
781 277 34
21 70 30
854 124 5
1843 1523 91
1573 1298 83
704 462 77
358 524 9
934 260 16
1601 1729 1
1377 1061 98
1629 1681 62
1957 1889 85
1399 1022 63
676 566 1
1667 1518 77
1991 1759 81
1127 1038 3
378 598 32
1844 1760 15
514 986 45
174 638 12
1967 1041 77
1873 1292 43
300 711 65
499 977 60
916 148 35
919 262 44
1460 1274 16
1990 1853 42
254 580 72
1141 1306 91
865 648 79
123 189 80
1659 1157 99
1185 1502 8
441 245 17
314 583 60
1179 1252 71
2 541 85
1923 1470 48
1801 1247 18
868 364 5
1127 1453 97
1132 1919 24
319 793 80
388 523 89
1365 1353 13
1028 1365 43
1202 1546 20
106 749 85
1564 1558 29
585 293 50
1800 1311 93
1252 1231 75
1042 1593 47
458 18 45
1033 1091 56
376 980 21
1790 1966 34
1613 1337 98
19 868 26
103 258 52
589 409 7
1280 1615 72
1067 1061 36
1325 1133 36
462 112 42
1418 1136 65
1705 1468 20
1865 1162 92
1481 1590 89
162 865 31
1116 1621 30
1098 1972 31
867 705 66
622 926 66
713 276 88
246 154 56
435 716 28
612 516 51
151 398 51
276 390 88
111 188 14
1348 1567 53
1757 1776 48
1978 1621 99
1766 1854 62
1658 1644 71
1617 1373 3
1520 1925 27
447 550 74
71 328 19
338 803 81
1802 1825 81
951 345 93
257 334 80
222 734 46
1520 1334 46
182 187 6
1814 1803 27
1700 1962 15
1425 1368 67
226 88 71
1732 1588 45
1233 1732 24
1434 1069 15
713 590 70
330 685 42
1134 1504 86
1003 1792 21
571 736 22
702 171 38
719 155 45
265 902 2
796 387 17
536 371 31
1156 1834 21
1652 1108 30
1661 1852 39
1101 1736 24
1052 1616 45
673 366 22
883 727 93
1157 1527 63
492 587 10
1000 1344 38
1629 1457 34
1509 1877 78
187 695 40
438 151 91
1217 1846 20
1379 1687 28
816 688 32
1787 1272 61
1198 1002 91
688 888 17
1377 1787 73
757 550 74
1179 1091 100
1848 1205 61
1365 1276 78
322 15 40
389 268 74
1147 1915 64
1138 1441 90
1376 1760 90
36 427 79
775 598 31
1414 1556 38
1151 1139 39
1542 1395 2
1379 1340 71
1761 1356 9
1269 1911 76
353 225 82
1052 1247 33
48 220 66
1960 1391 45
1500 1706 25
51 445 43
547 505 31
1607 1504 99
1454 1225 37
820 659 4
559 847 79
1200 1503 90
1820 1037 54
1359 1364 95
300 507 32
514 808 76
1542 1857 84
1625 1325 30
1007 1529 69
1947 1943 83
1546 1969 56
627 963 16
1655 1311 100
1714 1233 1
1526 1074 87
873 379 86
1779 1711 92
1974 1667 19
601 970 100
1995 1360 33
1841 1296 55
420 457 65
202 323 42
1679 1783 57
479 309 56
1027 1415 94
1510 1387 19
1723 1966 74
1989 1979 65
1354 1922 89
29 550 73
1367 1031 10
817 806 97
1048 1527 45
1213 1000 59
752 920 16
104 139 38
778 794 63
492 215 79
1965 1726 26
1299 1871 63
1000 1839 47
1673 1070 65
1172 1060 94
1174 1493 22
1535 1532 35
1827 1187 74
989 728 44
1265 1891 61
159 803 93
1991 1705 45
605 453 57
475 788 68
861 27 96
1741 1573 20
339 720 24
449 142 29
1329 1336 18
1843 1964 19
838 399 12
594 909 58
864 13 94
1911 1018 55
372 748 47
629 118 33
1794 1888 62
1072 1636 91
1019 1069 79
184 644 50
652 269 66
653 62 65
435 471 56
817 652 55
1846 1712 82
19 860 20
521 77 79
1024 1700 22
302 510 59
1242 1020 55
1340 1797 31
187 343 25
234 364 42
112 553 60
242 34 35
631 905 56
121 78 33
1891 1632 17
1187 1882 37
1637 1465 72
1593 1089 12
914 790 26
1292 1984 64
417 192 5
1584 1896 77
1723 1471 23
828 98 86
531 998 60
558 569 46
254 400 73
810 179 13
450 765 45
33 752 26
872 581 93
1683 1665 97
1299 1043 25
47 617 56
975 755 18
167 23 43
1357 1219 88
799 978 85
108 821 31
253 531 74
847 283 35
976 934 69
1787 1066 22
962 176 76
239 623 42
1815 1154 53
1059 1332 25
572 580 1
1379 1955 62
443 634 1
548 289 87
972 898 71
1723 1604 6
283 972 55
794 925 74
662 904 79
732 807 50
5 483 85
1414 1885 54
1026 1425 97
918 863 70
369 123 22
1397 1373 84
734 107 44
574 914 42
171 259 76
1958 1777 15
833 993 85
1972 1579 17
1483 1885 90
1320 1791 25
576 913 23
309 544 92
872 295 26
552 522 62
1956 1910 76
824 541 62
1167 1782 32
1022 1160 71
1161 1918 80
1548 1654 2
1568 1260 56
1560 1380 30
1518 1501 20
567 632 83
1512 1112 63
1276 1587 100
259 534 39
1400 1416 34
1567 1533 70
1425 1298 57
1589 1800 36
1293 1985 74
1306 1224 27
1517 1229 13
804 430 45
101 857 46
1849 1941 19
1696 1985 26
1813 1716 33
1197 1676 68
594 986 77
622 970 38
1143 1568 18
334 126 3
1475 1258 31
1184 1652 60
1960 1533 34
636 659 61
1010 1834 57
1859 1981 23
983 393 73
136 90 25
719 478 78
1398 1904 25
1971 1640 84
1326 1197 5
904 612 82
432 450 40
811 501 2
838 97 44
795 159 25
1126 1888 75
435 303 22
1494 1644 20
863 860 48
1440 1262 21
1356 1569 22
949 17 4
1482 1872 80
1404 1945 79
387 207 84
1529 1956 6
619 135 59
1784 1660 33
1063 1471 60
1017 1195 21
1808 1789 37
339 814 37
607 853 79
987 562 87
192 15 96
1187 1922 74
201 197 32
486 54 78
1825 1625 3
263 396 13
995 603 70
1983 1426 50
42 849 7
870 249 74
1020 1709 3
127 540 53
65 346 15
446 718 15
387 247 58
946 295 13
126 705 23
821 327 91
1862 1548 28
984 161 52
405 411 67
1130 1809 47
284 723 62
864 846 38
1534 1892 64
883 856 43
602 735 84
1319 1346 41
1128 1968 7
728 424 97
240 141 34
1484 1786 83
392 924 74
1093 1391 39
156 816 38
174 26 34
1102 1221 29
451 920 12
1821 1015 7
363 840 38
759 879 62
479 1 19
1569 1813 95
1650 1326 76
1339 1518 28
1688 1149 98
1750 1615 32
1457 1819 8
1311 1599 60
108 857 59
1451 1545 82
94 218 91
1187 1319 57
1875 1498 1
1973 1321 13
117 732 23
134 545 21
1361 1472 76
735 295 42
993 330 1
125 703 32
340 268 86
505 208 3
748 771 55
204 610 58
1212 1787 90
1348 1649 56
1680 1348 14
1533 1177 42
1232 1010 97
801 9 23
1812 1950 38
136 250 30
1648 1168 11
576 31 23
1129 1974 91
1101 1765 13
519 123 4
897 802 32
625 227 98
301 662 28
307 779 78
277 126 88
1442 1739 72
304 934 16
93 365 13
1309 1940 55
30 317 45
1807 1170 1
855 296 5
1498 1330 69
1277 1359 9
179 545 92
264 627 95
786 350 87
664 376 94
1763 1761 81
833 675 99
1152 1758 34
359 470 82
712 922 56
98 913 6
35 122 41
1747 1632 92
676 624 87
1125 1617 56
1677 1663 34
732 324 28
781 76 33
1256 1163 29
917 957 77
1075 1921 81
1830 1747 95
1014 1677 71
1332 1121 34
576 133 97
1773 1372 86
374 341 6
443 802 30
1651 1160 88
542 890 68
1151 1057 24
1107 1534 59
1724 1701 87
1929 1472 29
961 704 92
964 873 64
22 822 36
1329 1107 68
558 521 79
1727 1083 75
36 424 98
1720 1802 79
1175 1259 90
1842 1503 21
331 752 46
696 103 44
649 188 80
588 507 47
1212 1988 36
778 881 82
497 404 98
1795 1082 28
113 559 75
600 319 100
1551 1094 39
1429 1702 56
1871 1611 93
175 580 33
816 472 10
838 425 100
403 98 54
1387 1649 98
1001 1529 44
1834 1448 89
1495 1895 54
1377 1323 96
285 142 42
1319 1547 6
58 13 98
1669 1434 43
482 129 45
0 77 89
368 109 6
1380 1578 32
1699 1052 52
1482 1673 89
1812 1643 92
738 877 62
758 10 68
577 394 36
501 665 35
1356 1750 87
311 717 30
867 761 18
717 346 88
1790 1990 87
1442 1599 38
371 10 34
458 503 3
1893 1474 31
156 956 32
1702 1118 3
1632 1148 29
1173 1394 79
1666 1454 98
1456 1001 56
1388 1131 59
903 991 24
1926 1967 78
1486 1554 7
1413 1412 29
894 441 50
945 534 9
259 31 46
1317 1899 96
211 475 9
1828 1434 14
1865 1983 94
532 493 18
1271 1179 63
309 407 88
1985 1326 66
1577 1799 41
142 485 29
1683 1395 96
1864 1297 48
954 173 5
1312 1549 36
972 585 45
981 830 75
1141 1188 35
1107 1025 33
112 886 3
1710 1303 2
65 120 42
606 843 86
1843 1711 14
786 378 27
1581 1158 1
1495 1802 47
373 895 83
920 483 76
1863 1555 98
1309 1384 61
1732 1172 35
1173 1966 40
1934 1706 68
1374 1868 64
1640 1658 81
1825 1537 86
703 672 8
73 41 49
173 134 3
714 120 71
755 610 15
755 220 76
283 403 96
1814 1926 31
350 788 61
1205 1425 90
1921 1448 38
1732 1937 81
199 483 14
1339 1053 23
1876 1071 89
515 230 49
1830 1860 64
1814 1957 36
916 341 61
352 464 20
1064 1570 78
1690 1389 12
855 536 27
1859 1036 75
773 850 6
999 968 14
1210 1931 3
690 903 45
1921 1953 42
1019 1701 41
358 811 98
515 884 4
141 347 42
1565 1151 38
72 269 61
142 394 40
1383 1222 3
163 515 100
1622 1045 35
719 980 82
1732 1084 16
1540 1214 79
56 399 90
1351 1582 36
1756 1707 100
870 763 67
140 848 77
123 181 55
901 831 89
1456 1583 20
592 765 42
1441 1614 47
1662 1846 5
519 992 80
1539 1777 37
1818 1301 4
588 314 16
1548 1153 86
787 219 42
1522 1359 52
376 41 43
211 47 68
823 789 42
1768 1920 33
1798 1903 37
1956 1478 45
325 29 65
804 165 2
1501 1298 33
1582 1059 56
1388 1902 56
139 673 94
1669 1812 49
550 74 94
178 303 84
1588 1595 67
132 187 96
43 689 10
1526 1378 68
1381 1357 7
839 532 51
100 466 59
406 133 90
1917 1189 45
798 514 95
455 548 19
1633 1507 77
1626 1039 88
1615 1770 88
1379 1978 84
126 83 72
564 664 86
632 330 46
1349 1057 31
1146 1679 100
1488 1564 49
569 580 67
310 277 87
1916 1637 12
1053 1432 12
599 574 50
1107 1539 49
716 240 96
161 136 61
1113 1093 29
986 960 99
990 583 61
291 152 4
173 12 38
386 455 47
338 692 93
585 406 10
1787 1872 77
499 54 12
207 877 4
1131 1125 90
224 327 63
1993 1113 100
1258 1030 72
966 810 82
1067 1451 67
172 692 81
851 867 31
129 546 42
83 331 92
1106 1036 11
120 417 49
1234 1721 67
350 833 76
370 165 76
438 869 30
1696 1956 76
186 275 29
1002 1236 86
302 307 66
281 126 35
1807 1902 87
1409 1390 27
565 991 32
1101 1366 75
850 573 15
1381 1198 27
1561 1239 29
897 366 75
362 726 40
1284 1162 35
1562 1662 61
803 949 93
1893 1676 93
1126 1342 87
38 849 18
540 749 63
1131 1709 44
1504 1822 65
603 516 90
936 740 92
1177 1068 8
545 215 42
1624 1980 72
1454 1574 87
1798 1879 43
1497 1949 55
1555 1766 26
526 736 70
745 305 7
1820 1685 64
1459 1230 7
1452 1926 59
1695 1136 40
1010 1284 74
1990 1097 61
625 948 5
528 519 91
1097 1453 37
1027 1594 20
1330 1280 27
523 932 47
144 918 69
112 39 88
958 669 46
957 730 15
93 859 89
972 732 58
772 697 79
1772 1855 28
1486 1304 34
1205 1117 27
1937 1879 78
1177 1918 83
467 234 92
1442 1448 25
1069 1900 90
1736 1701 12
954 350 60
410 880 24
254 677 19
1185 1199 92
1096 1215 77
874 378 70
498 702 18
1626 1154 59
1254 1331 39
1946 1346 70
968 395 10
514 409 17
1488 1821 54
711 302 97
990 426 89
222 194 100
758 723 86
1680 1345 82
804 790 70
1174 1144 62
94 849 1
85 312 4
1223 1269 88
1689 1169 19
831 963 47
610 559 94
957 618 97
1571 1025 84
639 214 20
504 900 69
1350 1546 28
565 299 8
381 183 48
1035 1170 77
393 178 98
1908 1486 42
175 313 97
260 606 84
106 990 79
464 28 89
1108 1170 78
240 909 72
1777 1762 89
214 316 17
154 502 37
1253 1234 44
1653 1396 82
220 681 63
679 785 85
979 3 34
1612 1848 57
27 663 52
691 720 100
888 276 57
1340 1041 9
1527 1500 20
1307 1935 53
1066 1130 92
868 5 63
1832 1436 76
1326 1587 62
1103 1312 76
1506 1913 28
964 642 11
491 433 58
703 13 93
1838 1856 24
1210 1525 80
497 516 31
224 507 72
709 175 50
848 960 65
276 114 96
1032 1031 85
309 738 74
604 423 44
94 15 79
1310 1191 30
1294 1519 69
1437 1088 93
266 247 87
72 830 93
62 130 62
770 719 9
1921 1879 94
1381 1137 21
876 270 64
129 567 71
1097 1795 55
820 173 88
877 313 40
120 167 42
224 520 36
962 918 57
913 80 30
1710 1618 16
188 379 95
1742 1448 47
1454 1614 8
1746 1164 16
476 367 56
1271 1416 31
1066 1504 56
1842 1411 91
1432 1330 89
187 939 5
828 475 22
821 627 6
420 680 92
610 148 70
1026 1987 3
712 424 49
1568 1853 79
728 281 94
363 156 10
491 678 72
1650 1974 10
1221 1015 35
1878 1372 25
748 507 57
1905 1280 46
1528 1632 35
353 518 39
1394 1803 11
1339 1342 75
166 803 37
1754 1175 83
323 338 16
1207 1317 79
1591 1835 59
1656 1828 95
829 101 66
1443 1011 75
1856 1957 40
497 978 49
1455 1120 5
1445 1563 92
1329 1134 71
76 660 12
1384 1543 86
109 394 58
360 914 93
1328 1334 71
1566 1072 20
256 892 66
530 53 22
243 751 28
519 855 30
686 150 44
1072 1052 79
1923 1346 61
411 584 34
1372 1173 57
311 412 44
1223 1667 17
1119 1040 14
930 20 37
750 809 59
1493 1208 95
530 386 14
1701 1153 40
1802 1399 58
1588 1772 8
1242 1661 79
1460 1263 5
500 52 92
1115 1772 100
639 748 100
1974 1612 29
305 354 96
1512 1349 93
494 52 64
121 404 80
1360 1728 71
633 867 86
198 393 93
1155 1859 3
583 90 32
1773 1227 48
1534 1104 78
476 695 61
1013 1963 7
994 608 75
1907 1381 1
1066 1674 45
1568 1569 4
1039 1713 21
1022 1340 20
82 643 38
1631 1536 24
1459 1544 25
1027 1068 46
765 708 69
1209 1940 60
1764 1387 48
1298 1926 46
375 684 25
1547 1866 54
1760 1255 38
345 81 94
40 110 97
188 871 75
1646 1335 69
1142 1305 85
1335 1087 64
1763 1511 35
1556 1432 87
1657 1618 21
1177 1587 58
270 478 77
361 751 3
