1000 5000
120 581 43
473 852 8
562 695 30
266 114 54
791 196 53
936 251 81
187 946 84
815 238 80
753 852 43
143 2 34
781 34 46
10 106 3
57 542 33
463 167 11
341 670 62
400 379 93
186 793 88
973 7 26
610 447 80
449 22 28
424 471 23
44 546 18
866 563 100
575 857 90
706 4 42
859 668 74
535 850 45
511 692 70
439 819 17
919 526 38
712 527 59
490 416 12
691 515 60
508 925 29
553 269 65
862 425 60
70 257 65
465 201 17
776 174 11
892 30 95
935 155 72
863 739 33
560 847 49
689 920 84
983 187 30
482 328 62
90 364 29
177 55 60
759 738 42
915 984 97
746 445 85
897 425 18
291 395 94
193 506 86
995 269 66
292 594 91
84 172 30
365 746 40
785 895 57
654 104 58
872 301 72
539 227 18
532 829 74
404 483 60
8 728 62
295 147 74
934 325 67
861 543 89
596 221 18
700 12 22
5 664 93
608 293 37
362 204 37
89 113 29
773 825 70
387 957 32
45 676 99
755 832 66
356 637 51
391 818 30
352 754 20
161 18 5
0 231 32
170 19 86
876 847 89
849 974 3
767 569 34
444 30 95
288 352 11
737 257 26
772 715 76
906 302 13
827 340 27
584 439 66
133 532 54
552 167 40
9 862 60
255 122 41
735 285 55
450 995 25
848 219 51
422 974 63
284 101 28
514 843 67
17 720 74
550 222 66
701 644 62
388 669 87
146 363 76
375 992 87
497 538 99
358 317 59
659 225 18
718 877 19
479 74 9
766 955 70
464 847 97
804 927 86
607 974 77
579 899 94
800 671 68
369 453 98
967 290 40
36 557 32
23 897 86
651 561 60
947 508 81
500 72 51
286 498 66
287 236 1
693 431 21
310 267 29
148 523 97
322 724 22
771 284 65
248 603 67
87 297 23
512 846 73
460 873 79
928 833 53
606 80 77
814 0 61
380 808 89
959 903 55
252 281 4
726 815 61
855 423 44
452 551 93
239 853 52
210 374 57
244 286 54
958 377 84
318 907 81
345 914 75
224 825 91
805 22 82
930 402 89
243 958 63
129 867 71
638 370 25
466 584 20
864 677 66
587 146 97
559 393 31
348 404 62
909 441 74
245 348 17
836 131 63
599 173 4
434 297 12
189 557 63
339 50 82
729 713 2
991 148 36
929 489 33
541 442 43
831 356 18
116 140 5
633 412 73
118 906 23
216 77 23
597 23 30
505 245 48
690 424 17
361 309 85
727 315 96
810 61 45
738 433 8
773 415 46
560 653 12
508 73 15
187 116 63
130 481 87
846 46 22
525 76 45
572 980 79
636 736 71
302 823 74
480 344 4
286 280 79
491 181 78
820 763 75
407 257 19
550 874 31
8 949 81
238 447 34
571 394 3
494 585 61
703 56 31
919 402 85
421 370 16
128 107 92
703 540 90
186 764 58
944 490 19
206 174 97
285 846 26
488 220 64
977 78 10
352 349 59
711 389 55
903 169 5
886 573 6
675 896 54
501 611 34
224 491 41
747 877 93
587 667 60
411 681 22
283 307 6
388 983 11
989 40 30
498 85 36
258 365 27
788 963 31
635 272 22
508 971 12
505 535 99
572 792 59
757 92 6
134 77 13
966 586 17
879 660 5
512 193 5
16 408 64
930 317 67
257 972 45
326 410 77
506 798 81
459 802 80
551 696 92
706 600 58
183 113 67
196 280 30
193 677 59
319 675 69
940 354 69
683 720 40
187 735 1
292 972 61
498 687 67
70 636 33
300 418 88
894 451 47
647 186 11
338 506 98
150 36 34
850 450 96
267 341 13
840 863 75
139 802 76
813 572 41
551 902 21
317 999 54
16 276 100
578 512 99
649 864 19
270 82 16
218 735 79
111 167 62
666 776 42
629 496 1
566 287 95
500 309 12
353 688 83
60 125 67
759 806 47
178 611 31
145 836 73
4 321 23
177 989 10
180 946 100
78 574 2
594 983 92
577 28 54
589 28 18
550 968 56
22 606 69
663 168 97
246 149 7
627 590 18
640 900 86
243 138 26
874 990 94
564 846 16
304 950 46
132 631 13
384 137 62
620 270 37
17 589 16
975 48 17
924 400 27
259 328 64
443 332 72
940 824 68
482 192 15
25 500 73
170 389 6
564 836 38
56 643 48
986 202 58
960 577 75
351 3 7
783 58 2
451 539 79
787 431 35
506 259 34
398 161 96
411 595 6
907 372 59
764 412 23
396 972 8
790 84 57
163 865 31
889 309 100
968 255 19
179 194 69
499 643 4
39 800 65
494 779 34
662 487 68
887 660 53
758 732 47
96 643 72
304 28 28
975 872 12
356 574 18
175 126 78
267 931 38
955 170 81
574 587 19
197 431 5
962 355 82
705 830 54
458 870 48
369 856 95
581 408 70
13 712 94
88 314 24
446 517 76
331 14 43
373 217 40
513 796 76
768 772 19
281 699 44
720 514 31
0 415 64
539 729 50
63 982 80
225 882 8
717 940 35
714 911 95
131 16 22
805 290 68
48 733 20
289 587 14
885 670 93
13 881 85
114 701 1
672 234 60
602 312 79
754 570 64
118 831 55
685 683 90
189 721 8
84 610 50
862 617 54
557 463 99
40 515 3
213 262 44
898 28 100
207 580 82
977 134 19
432 521 96
74 914 24
85 456 96
535 421 84
289 76 1
189 556 8
432 650 31
965 550 99
384 358 6
906 998 23
14 116 89
422 620 29
854 300 4
67 376 58
130 772 24
495 562 3
163 683 79
833 874 58
585 969 91
371 135 26
99 937 84
658 996 99
501 619 69
24 32 62
149 673 50
255 433 95
568 547 58
671 79 94
191 830 37
922 167 18
375 673 87
377 542 71
392 640 63
124 804 64
456 61 63
102 544 62
298 106 62
411 672 73
321 396 49
208 141 35
802 981 83
138 954 77
407 43 20
828 887 7
671 917 23
339 713 19
496 778 83
881 742 60
20 113 62
63 945 76
301 655 37
602 460 37
403 641 45
54 982 8
984 123 68
94 446 84
368 233 13
657 817 57
741 177 55
543 968 55
726 867 35
684 485 9
505 114 10
136 819 3
568 113 97
265 510 71
260 542 56
440 238 40
359 976 70
927 526 27
644 725 20
980 919 7
420 249 57
833 469 2
544 179 24
489 861 62
355 937 34
747 731 83
69 465 22
647 108 13
500 241 87
983 356 15
105 191 35
698 219 46
653 520 79
693 968 89
249 15 71
971 197 71
272 548 18
568 397 32
634 93 36
900 266 70
182 361 56
421 979 55
385 722 16
9 393 82
702 321 71
966 987 69
679 352 79
738 781 4
397 450 64
77 940 49
212 391 41
405 794 72
75 262 94
820 242 25
22 286 76
9 610 85
374 652 12
608 836 4
655 844 21
174 896 5
646 29 93
181 201 31
192 518 98
401 424 87
38 673 89
652 744 56
662 211 41
899 825 75
795 368 58
577 898 90
496 162 47
770 273 7
123 988 77
897 437 66
427 829 100
200 820 8
420 932 8
264 279 87
626 214 11
456 288 61
327 485 21
728 348 36
269 144 39
816 544 89
985 778 57
101 486 78
765 296 30
592 35 87
733 411 27
821 479 8
712 633 13
529 775 10
352 234 99
173 132 29
424 479 40
97 568 7
873 264 36
950 968 35
723 395 26
331 176 35
524 23 62
246 603 97
742 253 50
980 610 79
946 689 45
907 287 46
483 871 55
537 127 82
280 206 31
577 159 71
516 93 42
405 379 62
946 764 5
60 372 57
107 162 38
288 573 7
27 895 62
697 220 22
408 886 76
601 330 42
259 1 40
519 7 9
478 267 29
940 813 64
740 835 31
771 32 64
747 503 78
167 38 65
291 994 64
728 958 48
138 819 99
294 556 16
166 781 67
980 325 96
102 49 43
408 695 96
407 339 1
367 749 89
389 420 32
553 231 52
924 683 78
111 278 44
183 9 46
207 75 21
609 219 67
670 414 61
898 403 23
489 38 1
877 906 81
325 512 51
60 843 83
345 509 89
565 498 26
17 962 53
236 542 50
539 534 84
519 758 60
179 305 20
117 33 64
735 558 27
46 330 56
93 868 63
128 95 59
680 81 81
878 392 56
56 219 84
165 523 52
944 150 83
461 143 61
218 819 81
934 392 91
91 191 13
285 486 89
844 657 75
752 45 33
464 786 73
417 415 8
306 751 71
847 206 17
551 879 29
419 255 2
723 7 64
413 124 27
524 983 72
478 163 74
152 346 48
118 294 7
979 789 45
54 13 71
361 700 42
795 426 69
284 700 76
793 340 9
426 119 46
210 635 22
718 477 22
97 346 9
980 810 4
142 702 43
513 106 61
112 343 100
488 669 39
793 159 33
635 524 38
312 900 46
518 627 34
202 557 53
429 190 33
301 547 84
979 467 50
317 990 65
735 468 19
488 714 78
600 44 2
342 293 37
422 444 75
626 390 48
975 52 64
191 247 28
487 51 38
965 249 13
675 377 46
866 91 33
878 413 97
601 594 48
622 507 37
496 899 70
676 881 33
217 77 98
187 495 8
88 270 92
59 221 30
255 412 88
126 650 70
884 350 35
589 807 70
717 263 61
3 819 27
858 89 46
470 913 84
765 838 87
116 111 78
321 876 97
915 234 40
170 281 57
502 44 18
22 483 53
545 774 42
674 483 1
514 607 83
945 651 9
560 155 23
42 631 75
592 611 80
416 280 31
925 360 44
555 146 97
390 599 97
919 667 29
390 875 55
606 640 41
615 121 58
873 629 83
56 559 33
681 659 9
984 933 47
294 839 49
45 783 66
213 173 46
948 100 57
90 690 82
705 10 20
158 510 85
432 139 51
256 330 5
467 939 14
318 432 71
440 10 26
241 798 32
560 142 9
199 648 23
321 318 78
883 483 32
130 730 96
27 303 38
289 652 48
529 583 16
271 574 97
90 302 7
385 898 33
924 987 97
238 427 85
967 359 77
820 483 66
837 632 18
108 234 50
512 776 63
727 678 67
759 786 44
684 403 40
440 106 58
472 612 59
996 618 47
173 747 1
218 759 50
333 285 25
44 646 77
685 745 42
828 219 31
10 6 81
228 444 23
690 476 90
766 537 35
548 873 70
330 428 66
281 83 39
278 69 2
444 289 35
763 76 66
632 754 53
698 273 30
763 504 41
357 429 27
765 101 46
665 328 41
44 287 51
559 396 47
297 11 64
838 816 44
153 473 35
491 851 48
583 737 34
306 308 78
932 533 54
148 894 71
926 657 66
364 79 38
486 551 22
745 27 36
309 958 76
424 868 30
645 10 79
821 745 32
653 870 7
770 386 93
415 724 87
545 889 62
722 180 34
270 117 76
900 661 68
80 322 11
612 344 62
46 735 74
575 589 42
302 199 59
50 981 76
582 21 37
982 682 90
645 548 24
21 53 7
439 758 54
128 659 41
461 687 100
641 324 14
151 94 49
955 796 89
982 802 75
847 407 47
809 816 57
392 230 9
108 637 23
624 376 91
255 441 55
7 682 98
199 608 57
452 512 87
776 224 25
149 947 89
213 358 9
185 200 42
119 667 79
277 469 60
181 791 38
119 981 38
323 925 26
147 670 26
66 917 44
399 958 5
356 388 74
435 847 31
386 198 87
498 453 39
377 55 23
616 831 98
361 785 85
399 623 84
915 643 87
442 36 33
582 994 80
598 721 29
925 662 62
416 119 74
704 288 94
698 489 41
235 604 47
35 795 11
332 668 46
514 764 16
514 555 47
100 416 1
586 953 79
782 422 52
895 307 54
806 6 34
530 964 21
915 468 36
303 241 98
337 253 46
666 440 43
980 6 89
827 9 76
184 33 41
806 318 39
744 142 7
343 159 38
181 563 22
426 645 41
573 914 86
176 139 15
840 687 78
171 422 93
701 531 83
370 991 82
220 313 66
563 206 51
159 402 4
420 709 54
620 789 73
727 735 18
573 489 83
105 69 62
172 889 91
535 399 61
267 253 91
53 499 57
491 184 69
386 601 46
400 710 53
433 677 5
254 948 26
506 106 29
709 328 25
76 659 83
167 392 96
731 651 70
938 714 37
640 575 78
181 608 97
844 357 42
777 833 72
717 804 63
829 255 17
936 643 60
539 112 52
685 188 5
965 508 100
685 241 68
760 758 86
860 818 29
512 713 61
606 170 22
907 76 94
955 535 86
797 225 17
614 110 17
809 138 15
296 752 92
258 204 19
387 689 26
106 413 25
365 501 91
702 762 49
365 224 28
529 151 27
827 469 92
828 721 28
682 375 14
87 587 73
97 182 52
915 100 70
727 798 29
493 563 90
366 8 5
834 888 40
61 25 20
614 656 47
303 386 37
32 5 7
454 54 77
515 669 94
911 629 48
9 198 64
267 433 29
248 665 82
954 413 38
235 247 68
412 251 80
573 752 61
269 415 15
776 177 54
627 616 61
295 396 18
357 891 36
719 516 47
156 895 97
909 461 89
889 276 44
43 369 5
933 581 51
832 930 40
374 117 100
52 609 33
175 226 68
667 388 75
766 516 84
884 304 43
31 708 52
840 886 35
820 844 46
713 271 88
947 378 34
131 970 30
544 610 16
40 961 93
340 328 35
129 995 11
203 818 30
67 508 54
180 881 51
296 19 54
111 250 1
121 954 11
580 626 1
219 976 29
750 461 53
211 373 65
982 715 9
629 176 97
260 866 95
359 900 98
994 752 10
947 494 69
226 595 67
957 158 30
903 117 72
207 760 69
729 83 84
846 1 93
200 120 32
543 655 17
809 559 28
924 86 5
464 736 18
13 345 53
236 590 80
148 60 74
524 915 73
120 807 88
362 587 98
663 718 17
243 509 56
569 943 100
347 831 48
24 315 38
476 420 33
768 197 17
756 980 52
848 17 94
117 895 82
589 947 6
256 453 76
181 470 97
372 150 98
331 937 37
579 19 23
72 588 30
812 125 89
687 731 47
60 233 55
637 744 8
877 353 73
623 670 69
120 655 8
925 62 97
961 925 35
222 591 22
606 851 30
519 140 53
38 438 43
892 361 30
932 468 38
949 248 1
621 586 44
866 352 100
596 785 65
650 455 71
166 952 14
828 710 79
947 863 71
400 117 10
822 584 29
697 554 20
87 537 40
424 531 80
247 42 95
140 840 4
724 856 86
539 577 76
970 547 35
197 737 25
770 218 55
860 841 2
163 980 75
290 257 38
45 895 41
728 116 25
721 596 7
471 846 19
827 951 95
221 605 83
785 470 75
142 68 56
83 392 74
323 566 54
581 353 11
238 895 6
338 522 9
120 999 52
241 650 89
477 447 30
628 977 97
245 28 22
817 828 34
70 944 50
642 5 88
502 367 45
397 363 12
520 400 88
146 712 94
339 260 42
245 294 56
970 400 80
91 760 13
119 709 80
819 382 27
791 494 10
486 689 65
330 365 63
375 15 5
558 678 43
421 427 35
390 558 82
198 412 30
550 363 26
506 803 31
231 977 30
479 984 7
846 95 79
999 221 77
293 433 98
475 399 80
194 876 38
181 838 92
372 789 47
472 867 93
841 84 21
731 391 95
643 256 64
985 467 14
620 540 65
269 693 72
25 151 68
876 94 32
40 617 20
151 605 82
852 423 88
681 814 98
915 894 60
205 620 2
845 168 80
187 728 89
381 243 19
960 309 22
510 514 13
486 177 88
750 490 46
63 11 95
107 546 76
964 371 92
573 616 17
999 62 58
783 10 55
660 717 8
872 109 93
345 322 6
942 602 58
913 690 20
646 161 46
383 803 36
544 703 2
667 312 36
2 541 87
890 164 4
902 774 13
245 921 64
74 978 15
468 270 60
222 613 85
116 670 32
717 297 47
821 733 56
169 703 19
887 24 59
451 143 42
764 798 34
276 42 89
113 945 17
637 475 98
763 813 95
148 431 88
640 64 54
901 758 12
488 474 62
243 876 79
87 650 48
857 328 79
988 899 59
407 210 100
335 596 16
592 963 14
154 364 65
738 798 2
566 558 90
542 957 52
406 3 46
637 367 82
603 290 87
172 966 29
214 719 73
447 315 87
527 451 93
520 914 94
746 681 99
866 974 32
408 561 51
100 701 23
500 18 6
563 555 62
313 778 43
329 348 20
278 548 99
296 654 30
656 764 12
944 476 81
493 412 94
966 953 66
663 825 28
450 234 77
931 860 20
467 960 52
575 307 97
674 63 60
955 109 16
115 87 19
702 77 58
349 915 33
183 83 29
545 81 51
108 730 90
526 755 38
255 836 51
282 702 37
392 825 60
666 89 95
151 69 21
827 952 52
168 60 6
926 293 67
731 669 35
770 817 96
985 103 31
61 70 40
119 369 9
730 483 48
636 941 37
709 567 54
709 895 13
736 333 96
561 37 81
114 720 30
151 560 79
434 134 86
354 915 28
91 707 80
686 581 34
359 209 80
423 747 86
97 615 62
150 890 54
761 564 18
170 680 69
951 781 85
695 577 85
862 334 94
414 619 15
331 700 82
58 293 75
54 532 53
273 231 5
252 411 19
645 407 100
318 430 54
234 928 22
12 435 29
332 551 5
274 732 71
329 267 88
309 583 9
485 449 82
657 567 100
459 904 14
568 89 54
479 927 3
747 959 76
815 892 70
872 994 42
271 53 97
93 920 86
693 631 86
305 248 85
267 588 10
695 830 83
214 271 53
327 158 14
863 367 19
402 803 24
552 689 34
190 862 16
128 639 96
438 279 26
293 220 79
797 820 34
127 857 80
971 169 51
513 987 29
893 401 89
371 612 52
482 660 1
215 897 83
18 745 29
677 294 77
61 265 24
915 73 26
782 390 10
696 247 2
868 367 99
116 678 12
688 619 8
32 33 74
693 395 87
357 650 94
43 24 13
678 599 67
76 350 46
759 267 27
643 246 98
286 362 7
812 141 65
427 210 92
765 110 39
311 238 45
918 989 35
557 752 77
357 91 14
871 360 59
281 823 11
82 136 52
954 761 56
277 470 52
690 797 40
784 735 53
52 950 6
511 973 81
462 174 30
812 863 37
727 860 50
605 910 40
777 144 21
815 857 15
409 202 88
487 213 32
603 352 1
663 977 64
711 798 78
404 339 29
835 824 83
149 483 45
582 169 66
871 326 73
171 149 93
486 131 7
189 471 53
943 492 56
10 691 67
280 58 22
840 113 97
706 216 73
696 783 66
68 12 19
992 57 93
126 315 45
643 48 51
562 262 37
368 549 69
308 32 3
955 366 65
874 552 58
719 563 68
748 637 89
834 461 33
92 236 33
739 663 100
271 627 13
51 940 95
260 144 35
187 251 98
494 457 81
796 221 17
108 577 49
946 560 81
233 203 33
832 662 24
482 658 28
25 475 9
720 953 37
409 625 77
119 605 32
468 453 16
528 915 15
535 634 10
429 503 21
762 18 34
954 866 74
974 992 44
892 415 69
749 569 6
537 242 72
308 563 34
71 541 73
825 700 33
32 106 1
585 790 21
713 407 77
529 500 24
622 726 61
311 554 7
127 647 76
221 467 47
519 235 25
841 127 38
266 289 5
127 302 52
160 9 67
585 224 5
339 201 21
140 382 59
911 775 84
490 506 74
890 906 9
80 939 58
821 335 34
997 728 67
724 745 95
106 757 69
777 731 4
584 198 100
487 593 81
901 327 29
730 511 46
793 280 99
316 968 14
16 465 42
713 389 81
759 566 6
569 408 78
605 34 77
433 758 52
786 31 30
745 368 73
838 440 47
612 78 64
770 455 52
330 192 100
646 324 63
450 488 24
715 414 16
786 948 61
226 765 66
497 136 93
58 991 67
694 289 65
919 169 80
124 504 4
831 66 98
591 540 11
751 187 17
570 834 43
802 631 39
171 393 23
949 612 99
132 547 41
435 887 52
220 463 8
568 945 79
434 288 31
379 17 29
392 9 52
723 958 70
163 994 59
671 566 51
742 296 7
386 485 77
487 548 87
866 609 74
136 524 76
945 7 46
331 869 92
234 310 10
754 938 72
374 701 31
680 233 49
747 886 23
231 415 12
503 866 97
553 689 72
753 564 50
35 83 54
766 799 41
951 562 24
427 232 56
370 315 43
760 332 86
99 228 44
41 950 85
964 837 60
940 671 67
551 56 84
6 378 94
538 511 99
888 731 26
657 148 55
793 915 84
680 825 38
934 80 2
630 554 89
525 672 5
8 311 8
982 106 25
95 716 22
898 771 37
